"Symbol","Scientific Name with Author","GSAT Common Name"
"ADCA","Adiantum capillus-veneris L.","common maidenhair"
"ADHI","Adiantum hispidulum Sw.","rough maidenhair"
"ADIAN","Adiantum L.","maidenhair fern"
"ADONI","Adonis L.","pheasant's eye"
"ADPE","Adiantum pedatum L.","northern maidenhair"
"AEAM","Aeschynomene americana L.","shyleaf"
"AECY","Aegilops cylindrica Host","JOINTED GOATGRASS"
"AEGIL","Aegilops L.","goatgrass"
"AEIN","Aeschynomene indica L.","Indian jointvetch"
"AEPA","Aesculus pavia L.","RED BUCKEYE"
"AEPAP","Aesculus pavia L. var. pavia","RED BUCKEYE"
"AERU","Aeschynomene rudis Benth.","zigzag jointvetch"
"AESCH","Aeschynomene L.","jointvetch"
"AESCU","Aesculus L.","buckeye"
"AGAL5","Ageratina altissima (L.) R.M. King & H. Rob.","WHITE SNAKEROOT"
"AGALA","Ageratina altissima (L.) R.M. King & H. Rob. var. altissima","WHITE SNAKEROOT"
"AGALA2","Ageratina altissima (L.) R.M. King & H. Rob. var. angustata (A. Gray) Clewell & Wooten","WHITE SNAKEROOT"
"AGALI","Agalinis Raf.","false foxglove"
"AGAM","Agave americana L.","American century plant"
"AGAMA","Agave americana L. ssp. americana","American century plant"
"AGAMA2","Agave americana L. ssp. americana var. americana","American century plant"
"AGAP3","Agalinis aphylla (Nutt.) Raf.","scaleleaf false foxglove"
"AGAR4","Ageratina aromatica (L.) Spach","lesser snakeroot"
"AGARA","Ageratina aromatica (L.) Spach var. aromatica","lesser snakeroot"
"AGAVE","Agave L.","Agave"
"AGCA8","Agalinis caddoensis Pennell","Caddo false foxglove"
"AGCO","Ageratum conyzoides L.","tropical whiteweed"
"AGEL4","Agrostis elliottiana Schult.","Elliott's bentgrass"
"AGERA","Ageratum L.","whiteweed"
"AGERA2","Ageratina Spach","snakeroot"
"AGFA2","Agalinis fasciculata (Elliott) Raf.","beach false foxglove"
"AGFI","Agalinis filicaulis (Benth.) Pennell","Jackson false foxglove"
"AGGA","Agalinis gattingeri (Small) Small","roundstem false foxglove"
"AGGI","Agrostemma githago L.","common corncockle"
"AGGI2","Agrostis gigantea Roth","REDTOP"
"AGGR2","Agrimonia gryposepala Wallr.","tall hairy agrimony"
"AGHA3","Agalinis harperi Pennell","coastal plain false foxglove"
"AGHE4","Agalinis heterophylla (Nutt.) Small ex Britton","prairie false foxglove"
"AGHO4","Agalinis homalantha Pennell","San Antonio false foxglove"
"AGHY","Agrostis hyemalis (Walter) Britton, Sterns & Poggenb.","winter bentgrass"
"AGIN3","Agrimonia incisa Torr. & A. Gray","incised agrimony"
"AGLI","×Agropogon littoralis (Sm.) C.E. Hubbard [Agrostis stolonifera × Polypogon monospeliensis]","coast agropogon"
"AGLI2","Agalinis linifolia (Nutt.) Britton","flaxleaf false foxglove"
"AGMA3","Agalinis maritima (Raf.) Raf.","saltmarsh false foxglove"
"AGMAG","Agalinis maritima (Raf.) Raf. var. grandiflora (Benth.) Shinners","saltmarsh false foxglove"
"AGMI2","Agrimonia microcarpa Wallr.","smallfruit agrimony"
"AGOB","Agalinis obtusifolia Raf.","tenlobe false foxglove"
"AGOL","Agalinis oligophylla Pennell","ridgestem false foxglove"
"AGPA6","Agrimonia parviflora Aiton","harvestlice"
"AGPE","Agrostis perennans (Walter) Tuck.","upland bentgrass"
"AGPL","Agalinis plukenetii (Elliott) Raf.","Chattahoochee false foxglove"
"AGPU","Agrimonia pubescens Wallr.","soft agrimony"
"AGPU4","Agalinis pulchella Pennell","St. Mark's false foxglove"
"AGPU5","Agalinis purpurea (L.) Pennell","purple false foxglove"
"AGRIM","Agrimonia L.","agrimony"
"AGRO3","Agrimonia rostellata Wallr.","beaked agrimony"
"AGROP3","×Agropogon Fourn.","agropogon"
"AGROS","Agrostemma L.","CORNCOCKLE"
"AGROS2","Agrostis L.","bentgrass"
"AGSC5","Agrostis scabra Willd.","rough bentgrass"
"AGSK","Agalinis skinneriana (Alph. Wood) Britton","Skinner's false foxglove"
"AGST2","Agrostis stolonifera L.","creeping bentgrass"
"AGTE3","Agalinis tenuifolia (Vahl) Raf.","slenderleaf false foxglove"
"AGTEL","Agalinis tenuifolia (Vahl) Raf. var. leucanthera (Raf.) Pennell","slenderleaf false foxglove"
"AGTEM","Agalinis tenuifolia (Vahl) Raf. var. macrophylla (Benth.) S.F. Blake","slenderleaf false foxglove"
"AGTET","Agalinis tenuifolia (Vahl) Raf. var. tenuifolia","slenderleaf false foxglove"
"AGVI5","Agalinis viridis (Small) Pennell","green false foxglove"
"AIAL","Ailanthus altissima (Mill.) Swingle","tree of heaven"
"AICA","Aira caryophyllea L.","silver hairgrass"
"AICAC2","Aira caryophyllea L. var. caryophyllea","silver hairgrass"
"AIEL4","Aira elegans Willd. ex Kunth","annual silver hairgrass"
"AILAN","Ailanthus Desf.","AILANTHUS"
"AIRA","Aira L.","hairgrass"
"AJRE","Ajuga reptans L.","common bugle"
"AJUGA","Ajuga L.","bugle"
"AKEBI","Akebia Decne.","chocolate vine"
"AKQU","Akebia quinata (Houtt.) Decne.","chocolate vine"
"ALAL3","Alyssum alyssoides (L.) L.","pale madwort"
"ALAM","Allium ampeloprasum L.","broadleaf wild leek"
"ALAU","Aletris aurea Walter","golden colicroot"
"ALBIZ","Albizia Durazz.","albizia"
"ALCA3","Allium canadense L.","meadow garlic"
"ALCA4","Alopecurus carolinianus Walter","CAROLINA FOXTAIL"
"ALCA5","Alternanthera caracasana Kunth","washerwoman"
"ALCAC","Allium canadense L. var. canadense","meadow garlic"
"ALCAM","Allium canadense L. var. mobilense (Regel) Ownbey","meadow garlic"
"ALCE","Allium cepa L.","garden onion"
"ALDR2","Alophia drummondii (Graham) R.C. Foster","propeller flower"
"ALETR","Aletris L.","colicroot"
"ALFA2","Aletris farinosa L.","white colicroot"
"ALJU","Albizia julibrissin Durazz.","SILKTREE"
"ALLIU","Allium L.","onion"
"ALLU","Aletris lutea Small","yellow colicroot"
"ALMY","Alopecurus myosuroides Huds.","slender meadow foxtail"
"ALNE3","Allium neapolitanum Cirillo","white garlic"
"ALNUS","Alnus Mill.","alder"
"ALOPE","Alopecurus L.","foxtail"
"ALOPH","Alophia Herb.","alophia"
"ALPA17","Alternanthera paronychioides A. St.-Hil.","smooth joyweed"
"ALPAA2","Alternanthera paronychioides A. St.-Hil. var. amazonica Huber","smooth joyweed"
"ALPAP","Alternanthera paronychioides A. St.-Hil. var. paronychioides","smooth joyweed"
"ALPH","Alternanthera philoxeroides (Mart.) Griseb.","ALLIGATORWEED"
"ALPS","Alstroemeria psittacina Lehm., nom. inq.","lily of the Incas"
"ALSA2","Allium sativum L.","cultivated garlic"
"ALSE2","Alnus serrulata (Aiton) Willd.","hazel alder"
"ALSE4","Alternanthera sessilis (L.) R. Br. ex DC.","sessile joyweed"
"ALSTR","Alstroemeria L.","lily of the Incas"
"ALTER2","Alternanthera Forssk.","joyweed"
"ALVA2","Alysicarpus vaginalis (L.) DC.","white moneywort"
"ALVI","Allium vineale L.","WILD GARLIC"
"ALVIV","Allium vineale L. ssp. vineale","WILD GARLIC"
"ALYSI","Alysicarpus Neck. ex Desv.","moneywort"
"ALYSS","Alyssum L.","madwort"
"AMAL","Amaranthus albus L.","prostrate pigweed"
"AMAR","Amaranthus arenicola I.M. Johnst.","sandhill amaranth"
"AMAR2","Ambrosia artemisiifolia L.","annual ragweed"
"AMAR3","Amelanchier arborea (Michx. f.) Fernald","COMMON SERVICEBERRY"
"AMARA","Amaranthus L.","pigweed"
"AMARA4","Amelanchier arborea (Michx. f.) Fernald var. arborea","COMMON SERVICEBERRY"
"AMARP","Ambrosia artemisiifolia L. var. paniculata (Michx.) Blank.","annual ragweed"
"AMARY","Amaryllis L.","amaryllis"
"AMAU","Amaranthus australis (A. Gray) Sauer","southern amaranth"
"AMAU2","Ammannia auriculata Willd.","eared redstem"
"AMBE3","Amaryllis belladonna L.","belladonna lily"
"AMBI","Amaranthus bigelovii Uline & Bray","Bigelow's amaranth"
"AMBI2","Ambrosia bidentata Michx.","lanceleaf ragweed"
"AMBL","Amaranthus blitoides S. Watson","mat amaranth"
"AMBL2","Amaranthus blitum L.","purple amaranth"
"AMBR2","Amphicarpaea bracteata (L.) Fernald","American hogpeanut"
"AMBRB","Amphicarpaea bracteata (L.) Fernald var. bracteata","American hogpeanut"
"AMBRC","Amphicarpaea bracteata (L.) Fernald var. comosa","American hogpeanut"
"AMBRO","Ambrosia L.","ragweed"
"AMBU","Ammoselinum butleri (Engelm. ex S. Watson) J.M. Coult. & Rose","Butler's sandparsley"
"AMCA2","Amaranthus cannabinus (L.) Sauer","tidalmarsh amaranth"
"AMCA6","Amorpha canescens Pursh","LEADPLANT"
"AMCO","Ammannia coccinea Rottb.","valley redstem"
"AMCO2","Ampelopsis cordata Michx.","heartleaf peppervine"
"AMDE","Amaranthus deflexus L.","largefruit amaranth"
"AMDR","Amphiachyris dracunculoides (DC.) Nutt.","prairie broomweed"
"AMELA","Amelanchier Medik.","serviceberry"
"AMFR","Amorpha fruticosa L.","desert false indigo"
"AMGR2","Amaranthus greggii S. Watson","Gregg's amaranth"
"AMHY","Amaranthus hybridus L.","slim amaranth"
"AMIAN","Amianthium A. Gray","amianthium"
"AMLA2","Amorpha laevigata Nutt.","smooth false indigo"
"AMLA3","Ammannia latifolia L.","pink redstem"
"AMLU2","Amsonia ludoviciana Vail","Louisiana bluestar"
"AMMA","Ammi majus L.","large bullwort"
"AMMAN","Ammannia L.","redstem"
"AMMI4","Ammi L.","ammi"
"AMMOS","Ammoselinum Torr. & A. Gray","sandparsley"
"AMMU","Amianthium muscitoxicum (Walter) A. Gray","flypoison"
"AMNI","Amorpha nitens Boynt.","shining false indigo"
"AMORP","Amorpha L.","FALSE INDIGO"
"AMPA","Amaranthus palmeri S. Watson","CARELESSWEED"
"AMPA4","Amorpha paniculata Torr. & A. Gray","panicled false indigo"
"AMPEL3","Ampelopsis Michx.","peppervine"
"AMPHI4","Amphicarpaea Elliott ex Nutt.","hogpeanut"
"AMPHI8","Amphiachyris (A. DC.) Nutt.","broomweed"
"AMPHI9","Amphibromus Nees","wallaby grass"
"AMPO2","Amaranthus powellii S. Watson","Powell's amaranth"
"AMPOP","Amaranthus powellii S. Watson ssp. powellii","Powell's amaranth"
"AMPS","Ambrosia psilostachya DC.","Cuman ragweed"
"AMRE","Amaranthus retroflexus L.","redroot amaranth"
"AMRE3","Amsonia repens Shinners","creeping bluestar"
"AMRI","Amsonia rigida Shuttlw. ex Small","stiff bluestar"
"AMRO3","Ammannia robusta Heer & Regel","grand redstem"
"AMSC4","Amphibromus scabrivalvis (Trin.) Swallen","swamp wallaby grass"
"AMSON","Amsonia Walter","bluestar"
"AMSP","Amaranthus spinosus L.","SPINY AMARANTH"
"AMTA2","Amsonia tabernaemontana Walter","eastern bluestar"
"AMTAS","Amsonia tabernaemontana Walter var. salicifolia (Pursh) Woodson","eastern bluestar"
"AMTAT","Amsonia tabernaemontana Walter var. tabernaemontana","eastern bluestar"
"AMTE5","Ambrosia tenuifolia Spreng.","slimleaf burr ragweed"
"AMTR","Ambrosia trifida L.","great ragweed"
"AMTR2","Amaranthus tricolor L.","Joseph's-coat"
"AMTRT","Ambrosia trifida L. var. texana Scheele","Texan great ragweed"
"AMTRT2","Ambrosia trifida L. var. trifida","great ragweed"
"AMTU","Amaranthus tuberculatus (Moq.) Sauer","roughfruit amaranth"
"AMVI","Amaranthus viridis L.","slender amaranth"
"ANAGA","Anagallis L.","pimpernel"
"ANAR","Anagallis arvensis L.","SCARLET PIMPERNEL"
"ANAR6","Anthemis arvensis L.","corn chamomile"
"ANAR7","Anthoxanthum aristatum Boiss.","annual vernalgrass"
"ANARA7","Anagallis arvensis L. ssp. arvensis","SCARLET PIMPERNEL"
"ANARF","Anagallis arvensis L. ssp. foemina (Mill.) Schinz & Thell.","poorman's weatherglass"
"ANBE","Anemone berlandieri Pritz.","tenpetal thimbleweed"
"ANCA14","Anthriscus caucalis M. Bieb.","burr chervil"
"ANCA4","Andropogon capillipes Nash","chalky bluestem"
"ANCA9","Anemone caroliniana Walter","CAROLINA ANEMONE"
"ANCO2","Anthemis cotula L.","stinking chamomile"
"ANCO6","Anredera cordifolia (Ten.) Steenis","heartleaf madeiravine"
"ANCR2","Anoda cristata (L.) Schltdl.","crested anoda"
"ANDRO2","Andropogon L.","bluestem"
"ANEMO","Anemone L.","Anemone"
"ANETH","Anethum L.","DILL"
"ANGE","Andropogon gerardii Vitman","BIG BLUESTEM"
"ANGEL","Angelica L.","Angelica"
"ANGL10","Andropogon glaucopsis Elliott","purple bluestem"
"ANGL2","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.","BUSHY BLUESTEM"
"ANGLG2","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. glomeratus","BUSHY BLUESTEM"
"ANGLH","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. hirsutior (Hack.) C. Mohr","BUSHY BLUESTEM"
"ANGLP","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. pumilus Vasey ex L.H. Dewey","BUSHY BLUESTEM"
"ANGR2","Anethum graveolens L.","DILL"
"ANGY2","Andropogon gyrans Ashe","Elliott's bluestem"
"ANGYG","Andropogon gyrans Ashe var. gyrans","Elliott's bluestem"
"ANGYS","Andropogon gyrans Ashe var. stenophyllus (Hack.) C.S. Campbell","Elliott's bluestem"
"ANLE4","Antigonon leptopus Hook. & Arn.","coral vine"
"ANMA3","Antirrhinum majus L.","garden snapdragon"
"ANMI4","Anagallis minima (L.) Krause","CHAFFWEED"
"ANMO3","Andropogon mohrii (Hack.) Hack. ex Vasey","Mohr's bluestem"
"ANOD","Anthoxanthum odoratum L.","sweet vernalgrass"
"ANODA","Anoda Cav.","Anoda"
"ANODO2","Anthoxanthum odoratum L. ssp. odoratum","sweet vernalgrass"
"ANPA9","Antennaria parlinii Fernald","PARLIN'S PUSSYTOES"
"ANPAF","Antennaria parlinii Fernald ssp. fallax (Greene) Bayer & Stebbins","PARLIN'S PUSSYTOES"
"ANPL","Antennaria plantaginifolia (L.) Richardson","woman's tobacco"
"ANRED","Anredera Juss.","madieravine"
"ANRU","Anthaenantia rufa (Nutt.) Schult.","purple silkyscale"
"ANSO","Antennaria solitaria Rydb.","singlehead pussytoes"
"ANTE2","Andropogon ternarius Michx.","SPLITBEARD BLUESTEM"
"ANTEN","Antennaria Gaertn.","pussytoes"
"ANTET","Andropogon ternarius Michx. var. ternarius","SPLITBEARD BLUESTEM"
"ANTHA","Anthaenantia P. Beauv.","silkyscale"
"ANTHE","Anthemis L.","chamomile"
"ANTHO","Anthoxanthum L.","vernalgrass"
"ANTHR","Anthriscus Pers.","CHERVIL"
"ANTIG","Antigonon Endl.","antigonon"
"ANTIR2","Antirrhinum L.","snapdragon"
"ANVE","Angelica venenosa (Greenway) Fernald","hairy angelica"
"ANVI2","Andropogon virginicus L.","BROOMSEDGE BLUESTEM"
"ANVI3","Anemone virginiana L.","TALL THIMBLEWEED"
"ANVI4","Anthaenantia villosa (Michx.) P. Beauv.","green silkyscale"
"ANVIV","Andropogon virginicus L. var. virginicus","BROOMSEDGE BLUESTEM"
"ANVIV2","Anemone virginiana L. var. virginiana","TALL THIMBLEWEED"
"APAM","Apios americana Medik.","groundnut"
"APAP","Apteria aphylla (Nutt.) Barnhart ex Small","nodding nixie"
"APCA","Apocynum cannabinum L.","Indianhemp"
"APGR2","Apium graveolens L.","WILD CELERY"
"APGRD","Apium graveolens L. var. dulce (Mill.) DC.","WILD CELERY"
"APHAN3","Aphanostephus DC.","dozedaisy"
"APHAN4","Aphanes L.","parsley piert"
"APIOS","Apios Fabr.","groundnut"
"APIUM","Apium L.","celery"
"APMI","Aphanes microcarpa (Boiss. & Reut.) Rothm.","slender parsley piert"
"APOCY","Apocynum L.","Dogbane"
"APSK","Aphanostephus skirrhobasis (DC.) Trel.","ARKANSAS DOZEDAISY"
"APSKS","Aphanostephus skirrhobasis (DC.) Trel. var. skirrhobasis","ARKANSAS DOZEDAISY"
"APSKT","Aphanostephus skirrhobasis (DC.) Trel. var. thalassius Shinners","ARKANSAS DOZEDAISY"
"APTER","Apteria Nutt.","apteria"
"ARABI","Arabidopsis Heynh.","rockcress"
"ARABI2","Arabis L.","rockcress"
"ARACH","Arachis L.","peanut"
"ARAL3","Argemone albiflora Hornem.","bluestem pricklypoppy"
"ARALA2","Argemone albiflora Hornem. ssp. albiflora","bluestem pricklypoppy"
"ARALI","Aralia L.","spikenard"
"ARALT","Argemone albiflora Hornem. ssp. texana G.B. Ownbey","bluestem pricklypoppy"
"ARAN3","Artemisia annua L.","SWEET SAGEWORT"
"ARAR7","Aronia arbutifolia (L.) Pers.","red chokeberry"
"ARAT","Arnoglossum atriplicifolium (L.) H. Rob.","pale Indian plaintain"
"ARBE","Arenaria benthamii Fenzl ex Torr. & A. Gray","HILLY SANDWORT"
"ARCA","Arabis canadensis L.","SICKLEPOD"
"ARCR80","Ardisia crenata Sims","hen's eyes"
"ARCTI","Arctium L.","burdock"
"ARDE3","Aristida desmantha Trin. & Rupr.","CURLY THREEAWN"
"ARDI4","Aristida dichotoma Michx.","CHURCHMOUSE THREEAWN"
"ARDID","Aristida dichotoma Michx. var. dichotoma","CHURCHMOUSE THREEAWN"
"ARDIS","Ardisia Sw.","marlberry"
"ARDO4","Arundo donax L.","giant reed"
"ARDR3","Arisaema dracontium (L.) Schott","green dragon"
"AREL3","Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl","TALL OATGRASS"
"ARELE","Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl var. elatius","TALL OATGRASS"
"ARENA","Arenaria L.","sandwort"
"ARGEM","Argemone L.","pricklypoppy"
"ARGI","Arundinaria gigantea (Walter) Muhl.","GIANT CANE"
"ARGI","Arundinaria gigantea (Walter) Muhl.","GIANT CANE"
"ARHI3","Arthraxon hispidus (Thunb.) Makino","small carpgrass"
"ARHY","Arachis hypogaea L.","peanut"
"ARISA","Arisaema Mart.","Jack in the pulpit"
"ARIST","Aristida L.","threeawn"
"ARIST2","Aristolochia L.","dutchman's pipe"
"ARLA4","Arenaria lanuginosa (Michx.) Rohrb.","spreading sandwort"
"ARLA6","Aristida lanosa Muhl. ex Elliott","woollysheath threeawn"
"ARLAL2","Arenaria lanuginosa (Michx.) Rohrb. ssp. lanuginosa","spreading sandwort"
"ARLAL3","Arenaria lanuginosa (Michx.) Rohrb. ssp. lanuginosa var. lanuginosa","spreading sandwort"
"ARLO16","Aristida longespica Poir.","SLIMSPIKE THREEAWN"
"ARLOG6","Aristida longespica Poir. var. geniculata (Raf.) Fernald","SLIMSPIKE THREEAWN"
"ARLOL3","Aristida longespica Poir. var. longespica","SLIMSPIKE THREEAWN"
"ARLU","Artemisia ludoviciana Nutt.","white sagebrush"
"ARLUL2","Artemisia ludoviciana Nutt. ssp. ludoviciana","white sagebrush"
"ARME4","Argemone mexicana L.","Mexican pricklypoppy"
"ARMI2","Arctium minus Bernh.","lesser burdock"
"ARMOR","Armoracia G. Gaertn., B. Mey. & Scherb.","armoracia"
"ARNOG","Arnoglossum Raf.","Indian plaintain"
"AROL","Aristida oligantha Michx.","PRAIRIE THREEAWN"
"AROV","Arnoglossum ovatum (Walter) H. Rob.","ovateleaf cacalia"
"ARPA26","Aristida palustris (Chapm.) Vasey","longleaf threeawn"
"ARPL4","Arnoglossum plantagineum Raf.","groovestem Indian plaintain"
"ARPU8","Aristida purpurascens Poir.","ARROWFEATHER THREEAWN"
"ARPU9","Aristida purpurea Nutt.","PURPLE THREEAWN"
"ARPUL","Aristida purpurea Nutt. var. longiseta (Steud.) Vasey","FENDLER THREEAWN"
"ARPUP4","Aristida purpurascens Poir. var. purpurascens","ARROWFEATHER THREEAWN"
"ARPUP6","Aristida purpurea Nutt. var. purpurea","PURPLE THREEAWN"
"ARPUV","Aristida purpurascens Poir. var. virgata (Trin.) Allred","ARROWFEATHER THREEAWN"
"ARRA2","Aristida ramosissima Engelm. ex A. Gray","s-curve threeawn"
"ARRE3","Aristolochia reticulata Jacq.","Texas dutchman's pipe"
"ARRHE","Arrhenatherum P. Beauv.","oatgrass"
"ARRU4","Armoracia rusticana G. Gaertn., B. Mey. & Scherb.","horseradish"
"ARSE2","Arenaria serpyllifolia L.","THYMELEAF SANDWORT"
"ARSE3","Aristolochia serpentaria L.","Virginia snakeroot"
"ARSP2","Aralia spinosa L.","devil's walkingstick"
"ARST6","Artemisia stelleriana Besser","oldwoman"
"ARTE4","Arundinaria tecta (Walter) Muhl.","switchcane"
"ARTEM","Artemisia L.","sagebrush"
"ARTH","Arabidopsis thaliana (L.) Heynh.","mouseear cress"
"ARTHR","Arthraxon P. Beauv.","carpgrass"
"ARTO3","Aristolochia tomentosa Sims","woolly dutchman's pipe"
"ARTR","Arisaema triphyllum (L.) Schott","Jack in the pulpit"
"ARTRP","Arisaema triphyllum (L.) Schott ssp. pusillum (Peck) Huttleston","Jack in the pulpit"
"ARTRQ","Arisaema triphyllum (L.) Schott ssp. quinatum (Buckley) Huttleston","Jack in the pulpit"
"ARTRT3","Arisaema triphyllum (L.) Schott ssp. triphyllum","Jack in the pulpit"
"ARTU","Aristida tuberculosa Nutt.","seaside threeawn"
"ARUND2","Arundinaria Michx.","cane"
"ARUND4","Arundo L.","giant reed"
"ARVU","Artemisia vulgaris L.","common wormwood"
"ARVU","Artemisia vulgaris L.","common wormwood"
"ASAM","Asclepias amplexicaulis Sm.","clasping milkweed"
"ASARU","Asarum L.","wildginger"
"ASBR2","Asplenium bradleyi D.C. Eaton","Bradley's spleenwort"
"ASCA","Asarum canadense L.","Canadian wildginger"
"ASCA11","Astragalus canadensis L.","Canadian milkvetch"
"ASCAC6","Astragalus canadensis L. var. canadensis","Canadian milkvetch"
"ASCLE","Asclepias L.","MILKWEED"
"ASCR2","Astragalus crassicarpus Nutt.","GROUNDPLUM MILKVETCH"
"ASCRT","Astragalus crassicarpus Nutt. var. trichocalyx (Nutt.) Barneby","GROUNDPLUM MILKVETCH"
"ASCU","Asclepias curassavica L.","bloodflower"
"ASDI4","Astragalus distortus Torr. & A. Gray","Ozark milkvetch"
"ASDID3","Astragalus distortus Torr. & A. Gray var. distortus","Ozark milkvetch"
"ASDIE","Astragalus distortus Torr. & A. Gray var. engelmannii (Sheldon) M.E. Jones","Englemann's milkvetch"
"ASHI","Asclepias hirtella (Pennell) Woodson","GREEN MILKWEED"
"ASHU3","Asclepias humistrata Walter","pinewoods milkweed"
"ASIMI","Asimina Adans.","PAWPAW"
"ASIN","Asclepias incarnata L.","SWAMP MILKWEED"
"ASINI","Asclepias incarnata L. ssp. incarnata","SWAMP MILKWEED"
"ASLA2","Asclepias lanceolata Walter","fewflower milkweed"
"ASLE10","Astragalus leptocarpus Torr. & A. Gray","rare loco milkvetch"
"ASLO","Asclepias longifolia Michx.","longleaf milkweed"
"ASMI12","Asclepias michauxii Decne.","Michaux's milkweed"
"ASNU4","Astragalus nuttallianus DC.","smallflowered milkvetch"
"ASNUN","Astragalus nuttallianus DC. var. nuttallianus","smallflowered milkvetch"
"ASOB","Asclepias obovata Elliott","pineland milkweed"
"ASOE","Asclepias oenotheroides Cham. & Schltdl.","zizotes milkweed"
"ASOF","Asparagus officinalis L.","garden asparagus"
"ASPA18","Asimina parviflora (Michx.) Dunal","smallflower pawpaw"
"ASPAR","Asparagus L.","Asparagus"
"ASPE","Asclepias perennis Walter","aquatic milkweed"
"ASPL","Asplenium platyneuron (L.) Britton, Sterns & Poggenb.","ebony spleenwort"
"ASPLB","Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. bacculum-rubrum (Featherm.) Fernald","ebony spleenwort"
"ASPLE","Asplenium L.","SPLEENWORT"
"ASPLP","Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. platyneuron","ebony spleenwort"
"ASPU2","Asclepias purpurascens L.","PURPLE MILKWEED"
"ASRE","Asplenium resiliens Kunze","blackstem spleenwort"
"ASRU","Asclepias rubra L.","red milkweed"
"ASSO5","Astragalus soxmaniorum Lundell","Soxman's milkvetch"
"ASST","Asclepias stenophylla A. Gray","slimleaf milkweed"
"ASSY","Asclepias syriaca L.","Common milkweed"
"ASTR","Asimina triloba (L.) Dunal","PAWPAW"
"ASTR2","Asplenium trichomanes L.","MAIDENHAIR SPLEENWORT"
"ASTRA","Astragalus L.","milkvetch"
"ASTRT","Asplenium trichomanes L. ssp. trichomanes","MAIDENHAIR SPLEENWORT"
"ASTU","Asclepias tuberosa L.","Butterfly milkweed"
"ASTUI","Asclepias tuberosa L. ssp. interior Woodson","Butterfly milkweed"
"ASVA","Asclepias variegata L.","redring milkweed"
"ASVE","Asclepias verticillata L.","WHORLED MILKWEED"
"ASVI","Asclepias viridiflora Raf.","green comet milkweed"
"ASVI2","Asclepias viridis Walter","green antelopehorn"
