"Symbol","Scientific Name with Author","GSAT Common Name"
"ALIN","Allionia incarnata L.","TRAILING ALLIONIA"
"ALJU","Albizia julibrissin Durazz.","SILKTREE"
"ALMA12","Alhagi maurorum Medik.","camelthorn"
"ALMA7","Alnus maritima (Marshall) Muhl. ex Nutt.","SEASIDE ALDER"
"ALPH","Alternanthera philoxeroides (Mart.) Griseb.","ALLIGATORWEED"
"ALSE2","Alnus serrulata (Aiton) Willd.","alder"
"ALST","Allium stellatum Fraser ex Ker Gawl.","PRAIRIE ONION"
"ALVI","Allium vineale L.","WILD GARLIC"
"AMAC2","Ambrosia acanthicarpa Hook.","BURSAGE"
"AMAL","Amaranthus albus L.","pigweed"
"AMAR","Amaranthus arenicola I.M. Johnst.","TORREY AMARANTH"
"AMAR2","Ambrosia artemisiifolia L.","COMMON RAGWEED"
"AMAR3","Amelanchier arborea (Michx. f.) Fernald","COMMON SERVICEBERRY"
"AMAU2","Ammannia auriculata Willd.","EARLEAF AMMANNIA"
"AMCA6","Amorpha canescens Pursh","LEADPLANT"
"AMCI","Amsonia ciliata Walter","TEXAS SLIMPOD"
"AMCO","Ammannia coccinea Rottb.","PURPLE AMMANNIA"
"AMCO2","Ampelopsis cordata Michx.","HEARTLEAF AMPELOPSIS"
"AMDR","Amphiachyris dracunculoides (DC.) Nutt.","COMMON BROOMWEED"
"AMFR","Amorpha fruticosa L.","INDIGOBUSH"
"AMHY","Amaranthus hybridus L.","SMOOTH PIGWEED"
"AMMA3","Amyris madrensis S. Watson","mountain torchwood"
"AMPA","Amaranthus palmeri S. Watson","CARELESSWEED"
"AMPS","Ambrosia psilostachya DC.","WESTERN RAGWEED"
"AMRE","Amaranthus retroflexus L.","redroot amaranth"
"AMRO2","Amorpha roemeriana Scheele","TEXAS AMORPHA"
"AMSE","Amblyolepis setigera DC.","HUISACHEDAISY"
"AMSP","Amaranthus spinosus L.","SPINY AMARANTH"
"AMTA2","Amsonia tabernaemontana Walter","WILLOW SLIMPOD"
"AMTE4","Amyris texana (Buckley) P. Wilson","CHAPATILLO"
"AMTE5","Ambrosia tenuifolia Spreng.","FIELD RAGWEED"
"AMTR","Ambrosia trifida L.","BLOOD RAGWEED"
"AMUT","Amelanchier utahensis Koehne","WESTERN SERVICEBERRY"
"ANAR","Anagallis arvensis L.","SCARLET PIMPERNEL"
"ANCA9","Anemone caroliniana Walter","CAROLINA ANEMONE"
"ANCO2","Anthemis cotula L.","DOGFENNEL"
"ANCO6","Anredera cordifolia (Ten.) Steenis","GULF MADEIRAVINE"
"ANCO9","Androstephium coeruleum (Scheele) Greene","BLUE FUNNELILY"
"ANGE","Andropogon gerardii Vitman","BIG BLUESTEM"
"ANGL2","Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.","BUSHY BLUESTEM"
"ANGYG","Andropogon gyrans Ashe var. gyrans","ELLIOTT BLUESTEM"
"ANHA","Andropogon hallii Hack.","SAND BLUESTEM"
"ANMI4","Anagallis minima (L.) Krause","CHAFFWEED"
"ANNE","Antennaria neglecta Greene","FIELD PUSSYTOES"
"ANOC2","Androsace occidentalis Pursh","WESTERN ROCKJASMINE"
"ANPA4","Antennaria parvifolia Nutt.","ROCKY MOUNTAIN PUSSYTOES"
"ANPL","Antennaria plantaginifolia (L.) Richardson","PLANTAINLEAF PUSSYTOES"
"ANQUW","Anisacanthus quadrifidus (Vahl) Nees var. wrightii (Torr.) Henrickson","WRIGHT ANISACANTH"
"ANSC","Ancistrocactus scheeri (Salm-Dyck) Britton & Rose","TOBUSCH FISHHOOK CACTUS"
"ANTE2","Andropogon ternarius Michx.","SPLITBEARD BLUESTEM"
"ANVE","Angelica venenosa (Greenway) Fernald","VENOUS ANGELICA"
"ANVI2","Andropogon virginicus L.","BROOMSEDGE BLUESTEM"
"ANVI3","Anemone virginiana L.","VIRGINIA ANEMONE"
"APAM","Apios americana Medik.","POTATOBEAN"
"APAN2","Apocynum androsaemifolium L.","SPREADING DOGBANE"
"APCA","Apocynum cannabinum L.","HEMP DOGBANE"
"APGR2","Apium graveolens L.","WILD CELERY"
"APPI","Aphanostephus pilosus Buckley","HAIRY DOZEDAISY"
"APRA","Aphanostephus ramosissimus DC.","PLAINS DOZEDAISY"
"APSK","Aphanostephus skirrhobasis (DC.) Trel.","ARKANSAS DOZEDAISY"
"AQCA","Aquilegia canadensis L.","AMERICAN COLUMBINE"
"ARAD","Aristida adscensionis L.","SIXWEEKS THREEAWN"
"ARALT","Argemone albiflora Hornem. ssp. texana G.B. Ownbey","WHITE PRICKLYPOPPY"
"ARAR7","Aronia arbutifolia (L.) Pers.","red chokeberry"
"ARBE","Arenaria benthamii Fenzl ex Torr. & A. Gray","HILLY SANDWORT"
"ARCA14","Artemisia carruthii Alph. Wood ex Carruth.","CARRUTH SAGEWORT"
"ARDE3","Aristida desmantha Trin. & Rupr.","CURLY THREEAWN"
"ARDI4","Aristida dichotoma Michx.","CHURCHMOUSE THREEAWN"
"ARDI5","Aristida divaricata Humb. & Bonpl. ex Willd.","POVERTY THREEAWN"
"ARDI7","Arnica ×diversifolia Greene (pro sp.) [amplexicaulis or mollis × cordifolia or latifolia]","CURTIS CHURCHMOUSE THREEAWN"
"ARDO4","Arundo donax L.","GIANTREED"
"ARDR4","Artemisia dracunculus L.","GREEN SAGEWORT"
"ARER","Aristolochia erecta L.","dutchman's pipe"
"ARFE","Arabis fendleri (S. Watson) Greene","FENDLER ROCKCRESS"
"ARFI2","Artemisia filifolia Torr.","SAND SAGEBRUSH"
"ARGI","Arundinaria gigantea (Walter) Muhl.","GIANT CANE"
"ARHA3","Aristida havardii Vasey","HARVARD THREEAWN"
"ARHO4","Arenaria hookeri Nutt.","HOOKER SANDWORT"
"ARLA6","Aristida lanosa Muhl. ex Elliott","WOOLYSHEATH THREEAWN"
"ARLO16","Aristida longespica Poir.","SLIMSPIKE THREEAWN"
"ARLU","Artemisia ludoviciana Nutt.","LOUISIANA SAGEWORT"
"ARLUL2","Artemisia ludoviciana Nutt. ssp. ludoviciana","LOUISIANA SAGEWORT"
"ARLUM2","Artemisia ludoviciana Nutt. ssp. mexicana (Willd. ex Spreng.) D.D. Keck","MEXICAN SAGEWORT"
"ARME4","Argemone mexicana L.","YELLOW PRICKLYPOPPY"
"ARMI2","Arctium minus Bernh.","SMALL BURDOCK"
"AROL","Aristida oligantha Michx.","Oldfield threeawn"
"ARPL4","Arnoglossum plantagineum Raf.","GROOVEDSTEMED INDIAN PLANTAIN"
"ARPO2","Argemone polyanthemos (Fedde) G.B. Ownbey","WHITE PRICKLY POPPY"
"ARPU8","Aristida purpurascens Poir.","ARROWFEATHER THREEAWN"
"ARPU9","Aristida purpurea Nutt.","PURPLE THREEAWN"
"ARPUL","Aristida purpurea Nutt. var. longiseta (Steud.) Vasey","FENDLER THREEAWN"
"ARPUN","Aristida purpurea Nutt. var. nealleyi (Vasey) Allred","BLUE THREEAWN"
"ARPUW","Aristida purpurea Nutt. var. wrightii (Nash) Allred","WRIGHT THREEAWN"
"ARRA2","Aristida ramosissima Engelm. ex A. Gray","S CURVE THREEAWN"
"ARSA4","Argemone sanguinea Greene","SPINY PRICKLYPOPPY"
"ARSE2","Arenaria serpyllifolia L.","THYMELEAF SANDWORT"
"ARSE3","Aristolochia serpentaria L.","VIRGINIA DUTCHMANSPIPE"
"ARSP2","Aralia spinosa L.","ANGELICATREE"
"ARTE4","Arundinaria tecta (Walter) Muhl.","switchcane"
"ARTO3","Aristolochia tomentosa Sims","COMMON DUTCHMANSPIPE"
"ARTR","Arisaema triphyllum (L.) Schott","INDIAN JACK IN THE PULPIT"
"ARXA80","Arbutus xalapensis Kunth","Texas madrone"
"ASAR","Asclepias arenaria Torr.","SAND MILKWEED"
"ASAS","Asclepias asperula (Decne.) Woodson","ANTELOPEHORN MILKWEED"
"ASAS6","Astrophytum asterias (Zucc.) Lem.","SEAURCHIN STARCACTUS"
"ASASC","Asclepias asperula (Decne.) Woodson ssp. capricornu (Woodson) Woodson","ANTELOPEHORNS"
"ASCLE","Asclepias L.","MILKWEED SPP."
"ASCR2","Astragalus crassicarpus Nutt.","GROUNDPLUM MILKVETCH"
"ASDI4","Astragalus distortus Torr. & A. Gray","BENTPOD MILKVETCH"
"ASEM2","Astragalus emoryanus (Rydb.) Cory","EMORY MILKVETCH"
"ASGI2","Astragalus giganteus S. Watson","GIANT LOCO"
"ASGY","Astragalus gypsodes Barneby","GYP MILKVETCH"
"ASLE10","Astragalus leptocarpus Torr. & A. Gray","SLIMPOD MILKVETCH"
"ASLI4","Astragalus lindheimeri Engelm. ex A. Gray","LINDHEIMER MILKVETCH"
"ASMA","Asclepias macrotis Torr.","LONGHORN MILKWEED"
"ASMO7","Astragalus mollissimus Torr.","WOOLY LOCO"
"ASNU4","Astragalus nuttallianus DC.","smallflowered milkvetch"
"ASPI","Asplenium pinnatifidum Nutt.","SPLEENWORT"
"ASPL2","Astragalus plattensis Nutt.","PLATTE MILKVETCH"
"ASPU2","Asclepias purpurascens L.","PURPLE MILKWEED"
"ASQU","Asclepias quadrifolia Jacq.","FOURLEAF MILKWEED"
"ASRA2","Astragalus racemosus Pursh","CREAMY LOCO"
"ASSP","Asclepias speciosa Torr.","SHOWY MILKWEED"
"ASSU2","Asclepias subverticillata (A. Gray) Vail","WHORLED MILKWEED"
"ASSU3","Asclepias sullivantii Engelm. ex A. Gray","SULLIVANT MILKWEED"
"ASSY","Asclepias syriaca L.","Common milkweed"
"ASTR","Asimina triloba (L.) Dunal","PAWPAW"
"ASTR2","Asplenium trichomanes L.","MAIDENHAIR SPLEENWORT"
"ASTU","Asclepias tuberosa L.","BUTTERFLYWEED"
"ASVE","Asclepias verticillata L.","WHORLED MILKWEED"
"ASVI","Asclepias viridiflora Raf.","GREEN ANTELOPEHORN MILKWEED"
"ASWO2","Astragalus wootonii Sheldon","WOOTON LOCO"
"ATCA2","Atriplex canescens (Pursh) Nutt.","FOURWING SALTBUSH"
"ATOB","Atriplex obovata Moq.","silver saltbush"
"AVFA","Avena fatua L.","WILD OAT"
"AVSA","Avena sativa L.","OATS"
"AXFI","Axonopus fissifolius (Raddi) Kuhlm.","COMMON CARPETGRASS"
"AXFU","Axonopus furcatus (Flueggé) Hitchc.","big carpetgrass"
"BAAL","Baptisia alba (L.) Vent.","WHITE FALSE INDIGO"
"BAAM4","Bassia americana (S. Watson) A.J. Scott","KOCHIA"
"BABR","Baccharis brachyphylla A. Gray","shortleaf baccharis"
"BAHA","Baccharis halimifolia L.","EASTERN BACCHARIS"
"BAMU","Baileya multiradiata Harv. & A. Gray ex A. Gray","desert baileya"
"BARO","Bacopa rotundifolia (Michx.) Wettst.","DISK WATERHYSSOP"
"BASA","Baccharis salicina Torr. & A. Gray","Willow baccharis"
"BASA4","Baccharis salicifolia (Ruiz & Pav.) Pers.","seepwillow baccharis"
"BASC5","Bassia scoparia (L.) A.J. Scott","KOCHIA"
"BASP","Baptisia sphaerocarpa Nutt.","GREEN WILDINGO"
"BATE","Baccharis texana (Torr. & A. Gray) A. Gray","PRAIRIE BACCHARIS"
"BEBE4","Berlandiera betonicifolia (Hook.) Small","TEXAS GREENEYES"
"BEIN2","Berteroa incana (L.) DC.","HOARY ALYSSUM"
"BELY","Berlandiera lyrata Benth.","LYRELEAF GREENEYES"
"BEMY","Bernardia myricifolia (Scheele) S. Watson","BRUSH MYRTLECROTON"
"BENI","Betula nigra L.","RIVER BIRCH"
"BEOB","Bernardia obovata I.M. Johnst.","desert myrtlecroton"
"BEPU2","Berlandiera pumila (Michx.) Nutt.","soft greeneyes"
"BESC","Berchemia scandens (Hill) K. Koch","ALABAMA SUPPLEJACK"
"BETE","Bergia texana (Hook.) Seub. ex Walp.","TEXAS BERGIA"
"BIAM2","Bifora americana Benth. & Hook. f. ex S. Watson","PRAIRIE BISHOP"
"BIAR","Bidens aristosa (Michx.) Britton","bearded beggarticks"
"BIBI","Bidens bigelovii A. Gray","BIGELOW BEGGARTICKS"
"BICA","Bignonia capreolata L.","crossvine"
"BICE","Bidens cernua L.","NODDING BEGGARTICK"
"BIDI","Bidens discoidea (Torr. & A. Gray) Britton","DISCORD BEGGARTICKS"
"BIFR","Bidens frondosa L.","DEVILS BEGGARTICK"
"BILA","Bidens laevis (L.) Britton, Sterns & Poggenb.","SMOOTH BEGGARTICK"
"BLBI","Blepharidachne bigelovii (S. Watson) Hack.","BIGELOW DESERTGRASS"
"BLCI","Blephilia ciliata (L.) Benth.","DOWNY BLEPHILIA"
"BLTR","Blepharoneuron tricholepis (Torr.) Nash","pine dropseed"
"BOAR","Bouteloua aristidoides (Kunth) Griseb.","needle grama"
"BOBA2","Bouteloua barbata Lag.","SIXWEEKS GRAMA"
"BOBA3","Bothriochloa barbinodis (Lag.) Herter","PINHOLE BLUESTEM"
"BOBA3","Bothriochloa barbinodis (Lag.) Herter","CANE BLUESTEM"
"BOBL","Bothriochloa bladhii (Retz.) S.T. Blake","Caucasian bluestem"
"BOBR","Bouteloua breviseta Vasey","Chino grama"
"BOCH","Bouteloua chondrosioides (Kunth) Benth. ex S. Watson","sprucetop grama"
"BOCU","Bouteloua curtipendula (Michx.) Torr.","SIDEOATS GRAMA"
"BOCY","Boehmeria cylindrica (L.) Sw.","SMALLSPIKE FALSENETTLE"
"BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","BUFFALOGRASS"
"BOED","Bothriochloa edwardsiana (Gould) Parodi","MERRILL BLUESTEM"
"BOER","Boerhavia erecta L.","ERECT SPIDERLING"
"BOER4","Bouteloua eriopoda (Torr.) Torr.","black grama"
"BOFR","Borrichia frutescens (L.) DC.","BUSHY SEAOXEYE"
"BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","BLUE GRAMA"
"BOHI2","Bouteloua hirsuta Lag.","HAIRY GRAMA"
"BOISS","Bothriochloa ischaemum (L.) Keng var. songarica (Rupr. ex Fisch. & C.A. Mey.) Celarier & Harlan","KING RANCH BLUESTEM"
"BOKA","Bouteloua kayi Warnock","KAY GRAMA"
"BOLAT","Bothriochloa laguroides (DC.) Herter ssp. torreyana (Steud.) Allred & Gould","silver beardgrass"
"BOLO","Bothriochloa longipaniculata (Gould) Allred & Gould","LONGSPIKE SILVER BLUESTEM"
"BORE2","Bouteloua repens (Kunth) Scribn. & Merr.","slender grama"
"BORI","Bouteloua rigidiseta (Steud.) Hitchc.","Texas grama"
"BORO5","Bolboschoenus robustus (Pursh) Soják","alkali bulrush"
"BOSA","Bothriochloa saccharoides (Sw.) Rydb.","silver bluestem"
"BOSC","Boerhavia scandens L.","CLIMBING SPIDERLING"
"BOTE2","Bouvardia ternifolia (Cav.) Schltdl.","scarlet bouvardia"
"BOTR2","Bouteloua trifida Thurb.","red grama"
"BOUN","Bouteloua uniflora Vasey","NEALLEY GRAMA"
"BOVI","Botrychium virginianum (L.) Sw.","RATTLESNAKE FERN"
"BOWA","Bouteloua warnockii Gould & Kapadia","WARNOCK GRAMA"
"BRAN","Bromus anomalus Rupr. ex Fourn.","nodding bromegrass"
"BRAR5","Bromus arvensis L.","JAPANESE BROME"
"BRBA2","Brickellia baccharidea A. Gray","BACCHARIS-LEAF BRICKELLIA"
"BRCA3","Brickellia californica (Torr. & A. Gray) A. Gray","CALIFORNIA BRICKELLBUSH"
"BRCA6","Bromus catharticus Vahl","RESCUEGRAS"
"BRDE2","Brickellia dentata (DC.) Sch. Bip.","LEAFY BRICKELLIA"
"BRDI3","Bromus diandrus Roth","RIPGUT BROME"
"BRER2","Brachyelytrum erectum (Schreb. ex Spreng.) P. Beauv.","BEARDED SHORTHUSK"
"BREUE","Brickellia eupatorioides (L.) Shinners var. eupatorioides","FALSE BONESET"
"BRHOH","Bromus hordeaceus L. ssp. hordeaceus","DOWNY BROME"
"BRIN2","Bromus inermis Leyss.","SMOOTH BROME"
"BRMI2","Briza minor L.","LITTLE QUAKINGGRASS"
"BRNA","Brassica napus L.","RAPE"
"BROV4","Brunnichia ovata (Walter) Shinners","BUCKWHEAT VINE"
"BRPA","Brickellia parvula A. Gray","SMALL BRICKELLIA"
"BRPA4","Broussonetia papyrifera (L.) L'Hér. ex Vent.","PAPER MULBERRY"
"BRRA","Brassica rapa L.","RAPE MUSTARD"
"BRSC","Brasenia schreberi J.F. Gmel.","SCHREBER WATERSHIELD"
"BRSE","Bromus secalinus L.","rye brome"
"BRTE","Bromus tectorum L.","CHEATGRASS"
"BRTE2","Bromus texensis (Shear) Hitchc.","Texas brome"
"BRTR","Brazoria truncata (Benth.) Engelm. & A. Gray","rattlesnake flower"
"BUCA2","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke","THREADLEAF BEAKSEED"
"BURA","Buddleja racemosa Torr.","TEXAS BUTTERFLYBUSH"
"CAAL","Callirhoe alcaeoides (Michx.) A. Gray","PLAINS POPPYMALLOW"
"CAALA2","Carex albicans Willd. ex Spreng. var. australis (L.H. Bailey) J. Rettig","STELLATE SEDGE"
"CAAM2","Callicarpa americana L.","AMERICAN BEAUTYBERRY"
"CAAM8","Carex amphibola Steud.","AMPHIBIOUS SEDGE"
"CAANG","Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill","CHILIPIQUIN"
"CAAQ2","Carya aquatica (Michx. f.) Nutt.","WATER HICKORY"
"CAAU6","Carex austrina (Small) Mack.","southern sedge"
"CABI8","Catalpa bignonioides Walter","SOUTHERN CATALPA"
"CABL","Carex blanda Dewey","WOODLAND SEDGE"
"CABR10","Carex brevior (Dewey) Mack.","BREVIOR SEDGE"
"CABU2","Capsella bursa-pastoris (L.) Medik.","SHEPHERDSPURSE"
"CABU3","Cardamine bulbosa (Schreb. ex Muhl.) Britton, Sterns & Poggenb.","BULB BITTERCRESS"
"CABU8","Callirhoe bushii Fernald","BUSH POPPYMALLOW"
"CACA18","Carpinus caroliniana Walter","AMERICAN HORNBEAM"
"CACO15","Carya cordiformis (Wangenh.) K. Koch","BITTERNUT HICKORY"
"CACO17","Castilleja coccinea (L.) Spreng.","SCARLET INDIAN PAINTBRUSH"
"CACO9","Carex complanata Torr. & Hook.","BLUE SEDGE"
"CACR3","Carex crawei Dewey","CRAWE SEDGE"
"CADI2","Callirhoe digitata Nutt.","FRINGE POPPYMALLOW"
"CADR","Cardaria draba (L.) Desv.","WHITETOP"
"CAERT","Castela erecta Turp. ssp. texana (Torr. & A. Gray) Cronquist","ALLTHORN GOATBUSH"
"CAFE3","Carex festucacea Schkuhr ex Willd.","FESCUE SEDGE"
"CAGI","Caesalpinia gilliesii (Wall. ex Hook.) Wall. ex D. Dietr.","BIRD OF PARADISE"
"CAGI3","Calamovilfa gigantea (Nutt.) Scribn. & Merr.","giant sandreed"
"CAGL8","Carya glabra (Mill.) Sweet","PIGNUT HICKORY"
"CAHE3","Callitriche heterophylla Pursh","LARGER WATERSTARWORT"
"CAHY4","Carex hystericina Muhl. ex Willd.","BOTTLEBRUSH SEDGE"
"CAIL2","Carya illinoinensis (Wangenh.) K. Koch","PECAN"
"CAIN14","Castilleja integra A. Gray","wholeleaf Indian paintbrush"
"CAIN2","Callirhoe involucrata (Torr. & A. Gray) A. Gray","winecup"
"CALA20","Carthamus lanatus L.","DISTAFF THISTLE"
"CALA21","Carya laciniosa (Michx. f.) G. Don","SHELLBARK HICKORY"
"CALA24","Castilleja lanata A. Gray","WOOLLY PAINTBRUSH"
"CALY2","Calycocarpum lyonii (Pursh) A. Gray","SASPARILLA"
"CAME","Caesalpinia mexicana A. Gray","MEXICAN POINCIANA"
"CAMI2","Camelina microcarpa Andrz. ex DC.","LITTLEPOD FALSEFLAX"
"CAMY","Carya myristiciformis (Michx. f.) Nutt.","NUTMEG HICKORY"
"CANU4","Carduus nutans L.","MUSK THISTLE"
"CAOV2","Carya ovata (Mill.) K. Koch","SHAGBARK HICKORY"
"CAOV3","Carya ovalis (Wangenh.) Sarg.","PIGNUT HICKORY"
"CAPA11","Caperonia palustris (L.) A. St.-Hil.","TEXASWEED"
"CAPA2","Callirhoe papaver (Cav.) A. Gray","WOODS POPPYMALLOW"
"CAPAA2","Cardamine parviflora L. var. arenicola (Britton) O.E. Schulz","SAND BITTERCRESS"
"CAPE3","Cardamine pensylvanica Muhl. ex Willd.","PENNSYLVANIA BITTERCRESS"
"CAPE42","Carex pellita Muhl. ex Willd.","WOOLY SEDGE"
"CAPL3","Carex planostachys Kunze","cedar sedge"
"CAPR5","Carex praegracilis W. Boott","CLUSTERED FIELD SEDGE"
"CAPU11","Castilleja purpurea (Nutt.) G. Don","Indian paintbrush"
"CAPU9","Castanea pumila (L.) Mill.","NORTHERN CATALPA"
"CAPUC","Castilleja purpurea (Nutt.) G. Don var. citrina (Pennell) Shinners","CITRON PAINTBRUSH"
"CAPUO","Castanea pumila (L.) Mill. var. ozarkensis (Ashe) Tucker","OZARK CHINQUAPIN"
"CAPUP3","Castanea pumila (L.) Mill. var. pumila","TRAILING CHINKAPIN"
"CARA2","Campsis radicans (L.) Seem. ex Bureau","COMMON TRUMPETCREEPER"
"CAREX","Carex L.","sedges"
"CARO2","Campanula rotundifolia L.","BLUEBELL"
"CASC5","Camassia scilloides (Raf.) Cory","Atlantic camas"
"CASE12","Calylophus serrulatus (Nutt.) P.H. Raven","HALFSHRUB SUNDROP"
"CASE5","Castilleja sessiliflora Pursh","DOWNY PAINTEDCUP"
"CAST5","Carex stipata Muhl. ex Willd.","SAWBEAK SEDGE"
"CATE9","Carya texana Buckley","black hickory"
"CATO6","Carya tomentosa (Lam.) Nutt.","mockernut hickory"
"CAVU2","Carex vulpinoidea Michx.","FOX SEDGE"
"CEAM","Ceanothus americanus L.","JERSEYTEA"
"CEAM2","Centaurea americana Nutt.","AMERICAN BASKETFLOWER"
"CEBE","Centaurium beyrichii (Torr. & A. Gray ex Torr.) B.L. Rob.","MOUNTAIN PINK"
"CEBR3","Cerastium brachypodum (Engelm. ex A. Gray) B.L. Rob.","BRACTPOD CHICKWEED"
"CECA4","Cercis canadensis L.","EASTERN REDBUD"
"CECAT","Cercis canadensis L. var. texensis (S. Watson) M. Hopkins","TEXAS REDBUD"
"CECY2","Centaurea cyanus L.","CORNFLOWER"
"CEDE4","Ceratophyllum demersum L.","COONTAIL"
"CEEH","Celtis ehrenbergiana (Klotzsch) Liebm.","GRANJENO"
"CEFOV2","Cerastium fontanum Baumg. ssp. vulgare (Hartm.) Greuter & Burdet","BIG CHICKWEED"
"CEGL2","Cerastium glomeratum Thuill.","STICKY CHICKWEED"
"CEGR","Ceanothus greggii A. Gray","desert ceanothus"
"CEHE","Ceanothus herbaceus Raf.","INLAND CEANOTHUS"
"CELA","Celtis laevigata Willd.","SUGAR HACKBERRY"
"CELAR","Celtis laevigata Willd. var. reticulata (Torr.) L.D. Benson","NETLEAF HACKBERRY"
"CELI","Celtis lindheimeri Engelm. ex K. Koch","palo blanco"
"CELO3","Cenchrus longispinus (Hack.) Fernald","GRASSBUR"
"CELO3","Cenchrus longispinus (Hack.) Fernald","longspine sandbur"
"CELTI","Celtis L.","HACKBERRY SPP."
"CEMO2","Cercocarpus montanus Raf.","MOUNTAINMAHOGANY"
"CEMY","Cenchrus myosuroides Kunth","BIG SANDBUR"
"CEOC","Celtis occidentalis L.","WESTERN HACKBERRY"
"CEOC2","Cephalanthus occidentalis L.","COMMON BUTTONBUSH"
"CEPU10","Celtis pumila Pursh","GEORGIA HACKBERRY"
"CESA3","Cephalanthus salicifolius Humb. & Bonpl.","WILLOWLEAF BUTTONBUSH"
"CESC","Celastrus scandens L.","AMERICAN BITTERSWEET"
"CESI","Cevallia sinuata Lag.","STINGING CEVALLIA"
"CETE2","Centaurium texense (Griseb.) Fernald","TEXAS CENTAURY"
