"Symbol","Scientific Name with Author","GSAT Common Name"
"AGRIM","Agrimonia L.","Agrimonia"
"AGROP2","Agropyron Gaertn.","Agropyron"
"AGROS2","Agrostis L.","Agrostis"
"AGRU","Agastache rupestris (Greene) Standl.","threadleaf giant hyssop"
"AGSC3","Agave schottii Engelm.","Schott agave"
"AGSC5","Agrostis scabra Willd.","rough bentgrass"
"AGST","Agrimonia striata Michx.","roadside agrimony"
"AGTO","Agave toumeyana Trel. ex Standl.","Toumey agave"
"AGUN2","Agave univittata Haw.","McKelvey agave"
"AGUT","Agave utahensis Engelm.","Utah agave"
"AGWR","Agastache wrightii (Greenm.) Wooton & Standl.","Sonoran giant hyssop"
"ALAE","Alopecurus aequalis Sobol.","SHORTAWN FOXTAIL"
"ALCA4","Alopecurus carolinianus Walter","CAROLINA FOXTAIL"
"ALCE2","Allium cernuum Roth","New Mexico nodding onion"
"ALGE","Allium geyeri S. Watson","Geyer onion"
"ALGE2","Alopecurus geniculatus L.","water foxtail"
"ALGR","Alisma gramineum Lej.","narrowleaf water-plantain"
"ALGR2","Aloysia gratissima (Gillies & Hook.) Troncoso","bee blossom"
"ALHAG","Alhagi Gagnebin","Alhagi"
"ALIN","Allionia incarnata L.","trailing four o'clock"
"ALIN2","Alnus incana (L.) Moench","mountain alder"
"ALINT","Alnus incana (L.) Moench ssp. tenuifolia (Nutt.) Breitung","thinleaf mountain alder"
"ALISM","Alisma L.","Alisma"
"ALLAL3","Aliciella latifolia (S. Watson) J.M. Porter ssp. latifolia","broadleaf gilia"
"ALLE7","Aliciella leptomeria (A. Gray) J.M. Porter","sand gilia"
"ALLEN","Allenrolfea Kuntze","Allenrolfea"
"ALLIO","Allionia L.","Allionia"
"ALLIU","Allium L.","Allium"
"ALMA12","Alhagi maurorum Medik.","camelthorn"
"ALMA4","Allium macropetalum Rydb.","largeflower onion"
"ALNUS","Alnus Mill.","Alnus"
"ALOB2","Alnus oblongifolia Torr.","Arizona alder"
"ALOC2","Allenrolfea occidentalis (S. Watson) Kuntze","iodinebush"
"ALOPE","Alopecurus L.","Alopecurus"
"ALOYS","Aloysia Juss.","Aloysia"
"ALSU","Alisma subcordatum Raf.","American water-plantain"
"ALSU10","Aliciella subacaulis (Rydb.) J.M. Porter & L.A. Johnson","pinyon gilia"
"ALSU9","Aliciella subnuda (Torr. ex A. Gray) J.M. Porter","coral gilia"
"ALTR7","Alisma triviale Pursh","northern water-plantain"
"ALWR","Aloysia wrightii (A. Gray) A. Heller","mintbush lippia"
"AMAL","Amaranthus albus L.","prostrate pigweed"
"AMAM2","Ambrosia ambrosioides (Cav.) Payne","canyon ragweed"
"AMAR2","Ambrosia artemisiifolia L.","COMMON RAGWEED"
"AMARA","Amaranthus L.","Amaranthus"
"AMBL","Amaranthus blitoides S. Watson","mat pigweed"
"AMBRO","Ambrosia L.","Ambrosia"
"AMCA5","Amorpha californica Nutt.","California false indigobush"
"AMCO3","Ambrosia confertiflora DC.","slimleaf bursage"
"AMCR","Amaranthus crassipes Schltdl.","spreading pigweed"
"AMDE4","Ambrosia deltoidea (Torr.) Payne","triangle bursage"
"AMDU2","Ambrosia dumosa (A. Gray) Payne","white bursage"
"AMELA","Amelanchier Medik.","Amelanchier"
"AMFI","Amaranthus fimbriatus (Torr.) Benth. ex S. Watson","fringed pigweed"
"AMFR","Amorpha fruticosa L.","desert false indigobush"
"AMGO","Amoreuxia gonzalezii Sprague & Riley","Santa Rita throw-up weed"
"AMGR4","Amsonia grandiflora Alexander","Arizona bluestar"
"AMME","Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr.","Menzies fiddleneck"
"AMORE","Amoreuxia Moc. & Sessé ex DC.","Amoreuxia"
"AMORP","Amorpha L.","Amorpha"
"AMPA","Amaranthus palmeri S. Watson","CARELESSWEED"
"AMPA3","Amoreuxia palmatifida Moc. & Sessé ex DC.","throw-up weed"
"AMPA5","Amsonia palmeri A. Gray","Palmer bluestar"
"AMPS","Ambrosia psilostachya DC.","WESTERN RAGWEED"
"AMPU5","Amelanchier pumila (Torr. & A. Gray) Nutt. ex M. Roem.","dwarf serviceberry"
"AMSIN","Amsinckia Lehm.","Amsinckia"
"AMSON","Amsonia Walter","Amsonia"
"AMTE3","Amsinckia tessellata A. Gray","western fiddleneck"
"AMTO2","Amsonia tomentosa Torr. & Frém.","woolly bluestar"
"AMTR","Ambrosia trifida L.","GIANT RAGWEED"
"AMUT","Amelanchier utahensis Koehne","Utah serviceberry"
"ANAB","Anoda abutiloides A. Gray","Indian anoda"
"ANCA10","Anemopsis californica (Nutt.) Hook. & Arn.","yerba mansa"
"ANCR2","Anoda cristata (L.) Schltdl.","spurred anoda"
"ANCY","Anemone cylindrica A. Gray","CANDLE ANEMONE"
"ANDRO2","Andropogon L.","Andropogon"
"ANEMO","Anemone L.","Anemone"
"ANEMO3","Anemopsis Hook. & Arn.","Anemopsis"
"ANGE","Andropogon gerardii Vitman","BIG BLUESTEM"
"ANGEL","Angelica L.","Angelica"
"ANHA","Andropogon hallii Hack.","SAND BLUESTEM"
"ANISA","Anisacanthus Nees","Anisacanthus"
"ANMU","Anemone multifida Poir.","red anemone"
"ANODA","Anoda Cav.","Anoda"
"ANPA4","Antennaria parvifolia Nutt.","small leaf pussytoes"
"ANPI2","Angelica pinnata S. Watson","WILD CELERY"
"ANRO2","Antennaria rosea Greene","rosy pussytoes"
"ANRO3","Antennaria rosulata Rydb.","Kaibab pussytoes"
"ANTEN","Antennaria Gaertn.","Antennaria"
"ANTH2","Anisacanthus thurberi (Torr.) A. Gray","desert-honeysuckle"
"ANTU","Anemone tuberosa Rydb.","desert anemone"
"APAN2","Apocynum androsaemifolium L.","SPREADING DOGBANE"
"APCA","Apocynum cannabinum L.","Indianhemp dogbane"
"APGR2","Apium graveolens L.","WILD CELERY"
"APIUM","Apium L.","Apium"
"APOCY","Apocynum L.","Apocynum"
"AQCH","Aquilegia chrysantha A. Gray","golden columbine"
"AQCO","Aquilegia coerulea James","Colorado blue columbine"
"AQDE","Aquilegia desertorum (M.E. Jones) Cockerell ex A. Heller","desert columbine"
"AQEL","Aquilegia elegantula Greene","western red columbine"
"AQLO","Aquilegia longissima A. Gray","longspur columbine"
"AQTR","Aquilegia triternata Payson","red columbine"
"AQUIL","Aquilegia L.","Aquilegia"
"ARAD","Aristida adscensionis L.","SIXWEEKS THREEAWN"
"ARAR2","Arbutus arizonica (A. Gray) Sarg.","Arizona madrone"
"ARAR4","Argemone arizonica G.B. Ownbey","Arizona pricklypoppy"
"ARBI3","Artemisia bigelovii A. Gray","Bigelow sagebrush"
"ARBUT","Arbutus L.","Arbutus"
"ARCA13","Artemisia cana Pursh","silver sagebrush"
"ARCA4","Arctomecon californica Torr. & Frém.","California bearpoppy"
"ARCAG","Aristida californica Thurb. ex S. Watson var. glabrata Vasey","Santa Rita threeawn"
"ARCEU","Arceuthobium M. Bieb.","Arceuthobium"
"ARCO6","Argemone corymbosa Greene","Mojave pricklypoppy"
"ARCTO","Arctomecon Torr. & Frém.","Arctomecon"
"ARCTO3","Arctostaphylos Adans.","Arctostaphylos"
"ARDI3","Arceuthobium divaricatum Engelm.","pinyon dwarf mistletoe"
"ARDI5","Aristida divaricata Humb. & Bonpl. ex Willd.","POVERTY THREEAWN"
"ARDO4","Arundo donax L.","giant reed"
"ARDR4","Artemisia dracunculus L.","tarragon"
"AREL3","Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl","TALL OATGRASS"
"ARENA","Arenaria L.","Arenaria"
"ARFE3","Arenaria fendleri A. Gray","Fendler sandwort"
"ARFI2","Artemisia filifolia Torr.","SAND SAGEBRUSH"
"ARFR3","Artemisia franserioides Greene","ragweed sagewort"
"ARGEM","Argemone L.","Argemone"
"ARIST","Aristida L.","Aristida"
"ARLA4","Arenaria lanuginosa (Michx.) Rohrb.","spreading sandwort"
"ARLU","Artemisia ludoviciana Nutt.","LOUISIANA SAGEWORT"
"ARMA3","Arenaria macradenia S. Watson","Mojave sandwort"
"ARMI8","Arceuthobium microcarpum (Engelm.) Hawksw. & Wiens","western spruce dwarf mistletoe"
"ARNO4","Artemisia nova A. Nelson","black sagebrush"
"ARPA6","Arctostaphylos patula Greene","greenleaf manzanita"
"ARPL3","Argemone pleiacantha Greene","bluestem pricklypoppy"
"ARPO2","Argemone polyanthemos (Fedde) G.B. Ownbey","crested pricklypoppy"
"ARPR","Arctostaphylos pringlei Parry","Pringle manzanita"
"ARPU5","Arctostaphylos pungens Kunth","pointleaf manzanita"
"ARPU9","Aristida purpurea Nutt.","PURPLE THREEAWN"
"ARPUF","Aristida purpurea Nutt. var. fendleriana (Steud.) Vasey","FENDLER THREEAWN"
"ARPUL","Aristida purpurea Nutt. var. longiseta (Steud.) Vasey","red threeawn"
"ARPUP5","Aristida purpurea Nutt. var. parishii (Hitchc.) Allred","Parish threeawn"
"ARPUP6","Aristida purpurea Nutt. var. purpurea","PURPLE THREEAWN"
"ARPUP9","Aristida purpurea Nutt. var. perplexa Allred & Valdés-Reyna","PURPLE THREEAWN"
"ARRHE","Arrhenatherum P. Beauv.","Arrhenatherum"
"ARTE3","Aristida ternipes Cav.","spidergrass"
"ARTEG","Aristida ternipes Cav. var. gentilis (Henr.) Allred","mesa threeawn"
"ARTEM","Artemisia L.","Artemisia"
"ARTET","Aristida ternipes Cav. var. ternipes","spidergrass"
"ARTR2","Artemisia tridentata Nutt.","big sagebrush"
"ARTRT","Artemisia tridentata Nutt. ssp. tridentata","basin big sagebrush"
"ARTRW8","Artemisia tridentata Nutt. ssp. wyomingensis Beetle & Young","Wyoming big sagebrush"
"ARUND4","Arundo L.","Arundo"
"ARVA","Arceuthobium vaginatum (Willd.) J. Presl","pineland dwarf mistletoe"
"ASAL6","Astragalus allochrous A. Gray","halfmoon milkvetch"
"ASAM5","Astragalus amphioxys A. Gray","Crescent milkvetch"
"ASANT2","Asanthus R.M. King & H. Rob.","Asanthus"
"ASAR4","Astragalus argophyllus Nutt.","silverleaf milkvetch"
"ASAR6","Astragalus arizonicus A. Gray","Arizona milkvetch"
"ASAS","Asclepias asperula (Decne.) Woodson","spider milkweed"
"ASCLE","Asclepias L.","Asclepias"
"ASCO6","Astragalus coccineus Brandegee","scarlet milkvetch"
"ASDE3","Astragalus desperatus M.E. Jones","rimrock milkvetch"
"ASIN6","Astragalus insularis Kellogg","Cedros milkvetch"
"ASINH","Astragalus insularis Kellogg var. harwoodii Munz & McBurney","Harwood milkvetch"
"ASLA4","Asclepias latifolia (Torr.) Raf.","BROADLEAF MILKWEED"
"ASLE8","Astragalus lentiginosus Douglas ex Hook.","freckled milkvetch"
"ASLI6","Asclepias linaria Cav.","pineneedle milkweed"
"ASMO7","Astragalus mollissimus Torr.","woolly milkvetch"
"ASNO3","Astragalus nothoxys A. Gray","sheep milkvetch"
"ASNU4","Astragalus nuttallianus DC.","Nuttall milkvetch"
"ASOF","Asparagus officinalis L.","garden asparagus"
"ASPAR","Asparagus L.","Asparagus"
"ASSQ","Asanthus squamulosus (A. Gray) R.M. King & H. Rob.","Mule Mountain brickellbrush"
"ASSU","Asclepias subulata Decne.","rush milkweed"
"ASSU2","Asclepias subverticillata (A. Gray) Vail","horsetail milkweed"
"ASSU6","Astragalus subcinereus A. Gray","Silver milkvetch"
"ASTH","Astragalus thurberi A. Gray","Thurber milkvetch"
"ASTRA","Astragalus L.","Astralagus"
"ASTU","Asclepias tuberosa L.","Butterfly milkweed"
"ASVE","Asclepias verticillata L.","WHORLED MILKWEED"
"ATAC","Atriplex acanthocarpa (Torr.) S. Watson","tubercled saltbush"
"ATACA","Atriplex acanthocarpa (Torr.) S. Watson ssp. acanthocarpa","tubercled saltbush"
"ATAR2","Atriplex argentea Nutt.","SILVERSCALE SALTBUSH"
"ATAS2","Atriplex asterocarpa Stutz, G.L. Chu & S.C. Sand.","Chinle saltbush"
"ATCA2","Atriplex canescens (Pursh) Nutt.","FOURWING SALTBUSH"
"ATCAL4","Atriplex canescens (Pursh) Nutt. var. linearis (S. Watson) Munz","thinleaf fourwing saltbush"
"ATCO","Atriplex confertifolia (Torr. & Frém.) S. Watson","shadscale saltbush"
"ATCU","Atriplex cuneata A. Nelson","valley saltbush"
"ATEL","Atriplex elegans (Moq.) D. Dietr.","wheelscale saltbush"
"ATGR2","Atriplex griffithsii Standl.","Griffiths saltbush"
"ATHY","Atriplex hymenelytra (Torr.) S. Watson","desertholly saltbush"
"ATLE","Atriplex lentiformis (Torr.) S. Watson","quailbush"
"ATOB","Atriplex obovata Moq.","mound saltbush"
"ATPO","Atriplex polycarpa (Torr.) S. Watson","desert saltbush"
"ATRIP","Atriplex L.","Atriplex"
"ATTO","Atriplex torreyi (S. Watson) S. Watson","Torrey saltbush"
"ATWR","Atriplex wrightii S. Watson","Wright saltbush"
"AVENA","Avena L.","Avena"
"AVFA","Avena fatua L.","wild oats"
"AYAR","Ayenia ardua Cristobal","wingstem ayenia"
"AYCO","Ayenia compacta Rose","compact ayenia"
"AYENI","Ayenia L.","Ayenia"
"AYGL","Ayenia glabra S. Watson","smooth ayenia"
"AYMI","Ayenia microphylla A. Gray","shrubby ayenia"
"BAAB","Bahia absinthifolia Benth.","hairyseed bahia"
"BAAM4","Bassia americana (S. Watson) A.J. Scott","American kochia"
"BACCH","Baccharis L.","Baccharis"
"BAHIA","Bahia Lag.","Bahia"
"BAHO","Balsamorhiza hookeri (Hook.) Nutt.","Hooker balsamroot"
"BAHY","Bassia hyssopifolia (Pall.) Kuntz","smotherweed"
"BAILE","Baileya Harv. & A. Gray ex A. Gray","Baileya"
"BALSA","Balsamorhiza Nutt.","Balsamorhiza"
"BAMU","Baileya multiradiata Harv. & A. Gray ex A. Gray","desert marigold"
"BAPR5","Bassia prostrata (L.) A.J. Scott","prostrate kochia"
"BAPT","Baccharis pteronioides DC.","yerba de pasmo baccharis"
"BASA2","Baccharis sarothroides A. Gray","desert broom baccharis"
"BASA3","Balsamorhiza sagittata (Pursh) Nutt.","arrowleaf balsamroot"
"BASA4","Baccharis salicifolia (Ruiz & Pav.) Pers.","seepwillow baccharis"
"BASC5","Bassia scoparia (L.) A.J. Scott","Mexican fireweed kochia"
"BASSI","Bassia All.","KOCHIA"
"BASSI","Bassia All.","Bassia"
"BEBBI","Bebbia (Benth.) Greene","Bebbia"
"BEER","Berula erecta (Huds.) Coville","cutleaf waterparsnip"
"BEHA2","Berberis harrisoniana Kearney & Peebles","red barberry"
"BEJU","Bebbia juncea (Benth.) Greene","sweetbush bebbia"
"BEOC2","Betula occidentalis Hook.","water birch"
"BERBE","Berberis L.","Berberis"
"BERUL","Berula Besser ex W.D.J. Koch","Berula"
"BETUL","Betula L.","Betula"
"BEWI","Berberis wilcoxii Kearney","Wilcox hollygrape"
"BIAU","Bidens aurea (Aiton) Sherff","Arizona beggartick"
"BIBI","Bidens bigelovii A. Gray","stickseed beggartick"
"BIBI7","Bidens bipinnata L.","Spanish needles beggartick"
"BIDEN","Bidens L.","Bidens"
"BIFR","Bidens frondosa L.","devil's beggartick"
"BILA","Bidens laevis (L.) Britton, Sterns & Poggenb.","SMOOTH BEGGARTICK"
"BIPI","Bidens pilosa L.","hairy beggartick"
"BITE","Bidens tenuisecta A. Gray","slimlobe beggartick"
"BLEPH4","Blepharoneuron Nash","Blepharoneuron"
"BLTR","Blepharoneuron tricholepis (Torr.) Nash","pine dropseed"
"BOAR","Bouteloua aristidoides (Kunth) Griseb.","sixweeks needle grama"
"BOBA2","Bouteloua barbata Lag.","SIXWEEKS GRAMA"
"BOBA3","Bothriochloa barbinodis (Lag.) Herter","cane beardgrass"
"BOCH","Bouteloua chondrosioides (Kunth) Benth. ex S. Watson","sprucetop grama"
"BOCO","Boerhavia coccinea Mill.","scarlet spiderling"
"BOCO2","Boerhavia coulteri (Hook. f.) S. Watson","Coulter spiderling"
"BOCU","Bouteloua curtipendula (Michx.) Torr.","SIDEOATS GRAMA"
"BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","BUFFALOGRASS"
"BOEL","Bouteloua eludens Griffiths","Santa Rita grama"
"BOER","Boerhavia erecta L.","ERECT SPIDERLING"
"BOER4","Bouteloua eriopoda (Torr.) Torr.","black grama"
"BOERH2","Boerhavia L.","Boerhavia"
"BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","BLUE GRAMA"
"BOHI2","Bouteloua hirsuta Lag.","HAIRY GRAMA"
"BOIN","Boerhavia intermedia M.E. Jones","fivewing spiderling"
"BOIN3","Bowlesia incana Ruiz & Pav.","hairy bowlesia"
"BOIS","Bothriochloa ischaemum (L.) Keng","yellow bluestem"
"BOISS","Bothriochloa ischaemum (L.) Keng var. songarica (Rupr. ex Fisch. & C.A. Mey.) Celarier & Harlan","yellow bluestem"
"BOLA2","Bothriochloa laguroides (DC.) Herter","silver beardgrass"
"BORE2","Bouteloua repens (Kunth) Scribn. & Merr.","slender grama"
"BORO2","Bouteloua rothrockii Vasey","Rothrock grama"
"BOSP","Boerhavia spicata Choisy","creeping spiderling"
"BOTE2","Bouvardia ternifolia (Cav.) Schltdl.","scarlet bouvardia"
"BOTHR","Bothriochloa Kuntze","Bothriochloa"
"BOTR2","Bouteloua trifida Thurb.","red grama"
"BOUTE","Bouteloua Lag.","Bouteloua"
"BOUVA","Bouvardia Salisb.","Bouvardia"
"BOWLE","Bowlesia Ruiz & Pav.","Bowlesia"
"BRAR4","Bromus arizonicus (Shear) Stebbins","Arizona brome"
"BRAR5","Bromus arvensis L.","field brome"
"BRAR5","Bromus arvensis L.","Japanese chess"
"BRASS2","Brassica L.","Brassica"
"BRCA3","Brickellia californica (Torr. & A. Gray) A. Gray","CALIFORNIA BRICKELLBUSH"
"BRCA6","Bromus catharticus Vahl","rescue brome"
"BRCI2","Bromus ciliatus L.","fringed brome"
"BRCO","Brickellia coulteri A. Gray","Coulter brickellbush"
"BRDE3","Brickellia desertorum Coville","desert brickellbush"
"BRDI3","Bromus diandrus Roth","RIPGUT BROME"
"BRFL","Brickellia floribunda A. Gray","bigleaf brickellbush"
"BRFR","Brickellia frutescens A. Gray","shrubby brickellbush"
"BRFR2","Bromus frondosus (Shear) Wooton & Standl.","weeping brome"
"BRGR","Brickellia grandiflora (Hook.) Nutt.","tasselflower brickellbush"
"BRHO2","Bromus hordeaceus L.","SOFT BROME"
"BRICK","Brickellia Elliott","Brickellia"
"BRIN","Brickellia incana A. Gray","white brickellbush"
"BRIN2","Bromus inermis Leyss.","SMOOTH BROME"
"BRJU","Brassica juncea (L.) Czern.","Chinese mustard"
"BRMA4","Bromus marginatus Nees ex Steud.","mountain brome"
"BRNI","Brassica nigra (L.) W.D.J. Koch","BLACK MUSTARD"
"BROMU","Bromus L.","Bromus"
"BRPO2","Bromus porteri (J.M. Coult.) Nash","nodding brome"
"BRRA","Brassica rapa L.","yellow field mustard"
"BRRAR","Brassica rapa L. var. rapa","yellow field mustard"
"BRRU2","Bromus rubens L.","red brome"
"BRSE","Bromus secalinus L.","chess brome"
"BRTE","Bromus tectorum L.","CHEATGRASS"
"BRTO","Brassica tournefortii Gouan","Asian mustard"
"BUDDL2","Buddleja L.","Buddleja"
"BUFA","Bursera fagaroides (Kunth) Engl.","copal"
"BUMI","Bursera microphylla A. Gray","elephant tree"
"BURSE","Bursera Jacq. ex L.","Bursera"
"BUSE","Buddleja sessiliflora Kunth","Rio Grande butterflybush"
"BUUT","Buddleja utahensis Coville","Utah butterflybush"
"CAAG","Carex agrostoides Mack.","grassleaf sedge"
"CAAN4","Capsicum annuum L.","cayenne pepper"
"CAAP4","Castilleja applegatei Fernald","wavyleaf Indian paintbrush"
"CAAR7","Carlowrightia arizonica A. Gray","Arizona carlowrightia"
"CAAT25","Castilleja attenuata (A. Gray) T.I. Chuang & Heckard","attenuate Indian paintbrush"
"CAAU3","Carex aurea Nutt.","golden sedge"
"CABE3","Carex bella L.H. Bailey","showy sedge"
"CABI8","Catalpa bignonioides Walter","SOUTHERN CATALPA"
"CABO7","Camissonia boothii (Douglas ex Lehm.) P.H. Raven","woody bottlewasher suncup"
"CABR23","Camissonia brevipes (A. Gray) P.H. Raven","golden suncup"
"CABU2","Capsella bursa-pastoris (L.) Medik.","shepherd's purse"
"CACA11","Carex canescens L.","silvery sedge"
"CACA32","Camissonia californica (Nutt. ex Torr. & A. Gray) P.H. Raven","California suncup"
"CACA4","Calamagrostis canadensis (Michx.) P. Beauv.","BLUEJOINT REEDGRASS"
"CADO2","Carex douglasii Boott","Douglas sedge"
"CAEM4","Castela emoryi (A. Gray) Moran & Felger","crucifixion thorn"
"CAER","Calliandra eriophylla Benth.","false mesquite"
"CAER2","Cathestecum erectum Vasey & Hack.","false grama"
"CAESA","Caesalpinia L.","Caesalpinia"
"CAEX14","Castilleja exserta (A. Heller) T.I. Chuang & Heckard","owlclover Indian paintbrush"
"CAGI","Caesalpinia gilliesii (Wall. ex Hook.) Wall. ex D. Dietr.","yellow bird of paradise"
"CAGI10","Carnegiea gigantea (Engelm.) Britton & Rose","saguaro"
"CAGI3","Calamovilfa gigantea (Nutt.) Scribn. & Merr.","giant sandreed"
"CAHA14","Calylophus hartwegii (Benth.) P.H. Raven","Hartweg sundrops"
"CAHO3","Canotia holacantha Torr.","Canotia"
"CAHU","Calliandra humilis Benth.","dwarf false mesquite"
"CAIN14","Castilleja integra A. Gray","grayleaf Indian paintbrush"
"CAKE","Calochortus kennedyi Porter","desert mariposa lily"
"CALA24","Castilleja lanata A. Gray","woolly Indian paintbrush"
"CALAM","Calamagrostis Adans.","Calamagrostis"
"CALAM2","Calamovilfa (A. Gray) Hack. ex Scribn. & Southworth","Calamovilfa"
"CALE8","Carex lenticularis Michx.","lakeshore sedge"
"CALI2","Carlowrightia linearifolia (Torr.) A. Gray","narrowleaf carlowrightia"
"CALI5","Castilleja lineata Greene","marshmeadow Indian paintbrush"
"CALLI","Calliandra Benth.","Calliandra"
"CALOC","Calochortus Pursh","Calochortus"
"CALYC4","Calycoseris A. Gray","Calycoseris"
"CALYL","Calylophus Spach","Calylophus"
"CAMI12","Castilleja miniata Douglas ex Hook.","giant red Indian paintbrush"
"CAMI13","Castilleja minor (A. Gray) A. Gray","alkali Indian paintbrush"
"CAMI7","Carex microptera Mack.","smallwing sedge"
"CAMIS","Camissonia Link","Camissonia"
"CANOT","Canotia Torr.","Canotia"
"CANU3","Calochortus nuttallii Torr. & A. Gray","sego lily"
"CANU4","Carduus nutans L.","MUSK THISTLE"
"CAPA7","Calycoseris parryi A. Gray","yellow tackstem"
"CAPR5","Carex praegracilis W. Boott","CLUSTERED FIELD SEDGE"
"CAPSE","Capsella Medik.","Capsella"
"CAPSI","Capsicum L.","Capsicum"
"CARDU","Carduus L.","Carduus"
"CAREX","Carex L.","Carex"
"CARLO","Carlowrightia A. Gray","Carlowrightia"
"CARNE2","Carnegiea Britton & Rose","Carnegia"
"CASC","Calamagrostis scopulorum M.E. Jones","ditch reedgrass"
"CASC12","Carex scopulorum T. Holm","mountain sedge"
"CAST36","Calamagrostis stricta (Timm) Koeler","slimstem reedgrass"
"CASTE2","Castela Turp.","Castela"
"CASTI2","Castilleja Mutis ex L. f.","Castilleja"
"CATAL","Catalpa Scop.","Catalpa"
"CATHE","Cathestecum J. Presl","Cathestecum"
"CAVE6","Carex vesicaria L.","blister sedge"
