"Symbol","Scientific Name with Author","GSAT Common Name"
"BRAR5","Bromus arvensis L.","JAPANESE BROME"
"BRAR5","Bromus arvensis L.","field brome"
"BRBR5","Bromus briziformis Fisch. & C.A. Mey.","Rattlesnake chess"
"BRCA5","Bromus carinatus Hook. & Arn.","California brome"
"BRCA6","Bromus catharticus Vahl","rescue grass"
"BRCI2","Bromus ciliatus L.","fringed brome"
"BREUC","Brickellia eupatorioides (L.) Shinners var. corymbulosa (Torr. & A. Gray) Shinners","FALSE BONESET"
"BRHOH","Bromus hordeaceus L. ssp. hordeaceus","soft chess"
"BRINI","Bromus inermis Leyss. ssp. inermis","SMOOTH BROME"
"BRJU","Brassica juncea (L.) Czern.","India mustard"
"BRLA4","Bromus latiglumis (Shear) Hitchc.","earlyleaf brome"
"BRNI","Brassica nigra (L.) W.D.J. Koch","BLACK MUSTARD"
"BRPO2","Bromus porteri (J.M. Coult.) Nash","nodding brome"
"BRPU6","Bromus pubescens Muhl. ex Willd.","hairy woodland brome"
"BRRAR","Brassica rapa L. var. rapa","WILD TURNIP"
"BRSQ2","Bromus squarrosus L.","corn brome"
"BRTE","Bromus tectorum L.","cheatgrass"
"BUUM","Butomus umbellatus L.","flowering rush"
"CAAC","Carduus acanthoides L.","spiny plumeless thistle"
"CAAL8","Carex alopecoidea Tuck.","Northern foxtail sedge"
"CAAP2","Campanula aparinoides Pursh","marsh bellflower"
"CAAQ3","Catabrosa aquatica (L.) P. Beauv.","water whorlgrass"
"CAAQA","Carex aquatilis Wahlenb. var. aquatilis","Water sedge"
"CAAR18","Caragana arborescens Lam.","SIBERIAN PEASHRUB"
"CAAS2","Carex assiniboinensis W. Boott","Assiniboia sedge"
"CAAT2","Carex atherodes Spreng.","slough sedge"
"CAAT3","Carex athrostachya Olney","slenderbeak sedge"
"CAAU3","Carex aurea Nutt.","golden sedge"
"CABA3","Carex backii Boott","Back's sedge"
"CABE2","Carex bebbii Olney ex Fernald","Bebb's sedge"
"CABI3","Carex bicknellii Britton","Bicknell's sedge"
"CABL","Carex blanda Dewey","WOODLAND SEDGE"
"CABR10","Carex brevior (Dewey) Mack.","FESCUE SEDGE"
"CABR10","Carex brevior (Dewey) Mack.","FESCUE SEDGE"
"CABU2","Capsella bursa-pastoris (L.) Medik.","shepherd's purse"
"CABU3","Cardamine bulbosa (Schreb. ex Muhl.) Britton, Sterns & Poggenb.","Spring bittercress"
"CACA12","Carex capillaris L.","hair-like sedge"
"CACA19","Carum carvi L.","caraway"
"CACA4","Calamagrostis canadensis (Michx.) P. Beauv.","Blue joint"
"CACR2","Carduus crispus L.","curly plumeless thistle"
"CACR3","Carex crawei Dewey","CRAWE'S SEDGE"
"CACR7","Carex cristatella Britton","crested sedge"
"CADA","Carex davisii Schwein. & Torr.","Davis' sedge"
"CADE9","Carex deweyana Schwein.","Dewey sedge"
"CADI4","Carex diandra Schrank","lesser panicled sedge"
"CADI6","Carex disperma Dewey","softleaf sedge"
"CADO2","Carex douglasii Boott","Douglas' sedge"
"CADR","Cardaria draba (L.) Desv.","HOARY CRESS"
"CADU6","Carex duriuscula C.A. Mey.","NEEDLELEAF SEDGE"
"CAEB2","Carex eburnea Boott","Bristle-leaf sedge"
"CAEM2","Carex emoryi Dewey","Emory's sedge"
"CAFI","Carex filifolia Nutt.","Thread-leaved sedge"
"CAGA3","Carex garberi Fernald","elk sedge"
"CAGR3","Carex granularis Muhl. ex Willd.","MEADOW SEDGE"
"CAGR3","Carex granularis Muhl. ex Willd.","limestone meadow sedge"
"CAGRG2","Carex gravida L.H. Bailey var. gravida","HEAVY SEDGE"
"CAHA3","Carex hallii Olney","deer sedge"
"CAHA7","Carex haydenii Dewey","Hayden's sedge"
"CAHE2","Callitriche hermaphroditica L.","northern water-starwort"
"CAHO7","Carex hookeriana Dewey","Hooker's sedge"
"CAHY4","Carex hystericina Muhl. ex Willd.","BOTTLEBRUSH SEDGE"
"CAIN11","Carex interior L.H. Bailey","INLAND SEDGE"
"CAINH2","Carex inops L.H. Bailey ssp. heliophila (Mack.) Crins","sun sedge"
"CAINH2","Carex inops L.H. Bailey ssp. heliophila (Mack.) Crins","sun sedge"
"CALA12","Carex laeviconica Dewey","smoothcone sedge"
"CALA16","Carex lacustris Willd.","hairy sedge"
"CALE10","Carex leptalea Wahlenb.","bristlystalked sedge"
"CALO","Calamovilfa longifolia (Hook.) Scribn.","PRAIRIE SANDREED"
"CAME2","Carex meadii Dewey","Mead's sedge"
"CAMI2","Camelina microcarpa Andrz. ex DC.","Small-seed false flax"
"CAMO","Calamagrostis montanensis Scribn. ex Vasey","plains reedgrass"
"CAMO11","Carex molesta Mack. ex Bright","troublesome sedge"
"CANE2","Carex nebrascensis Dewey","NEBRASKA SEDGE"
"CANU3","Calochortus nuttallii Torr. & A. Gray","Marisposa lily"
"CANU4","Carduus nutans L.","MUSK THISTLE"
"CAOB4","Carex obtusata Lilj.","Blunt sedge"
"CAOV2","Carya ovata (Mill.) K. Koch","SHAGBARK HICKORY"
"CAPA","Calla palustris L.","water arum"
"CAPA18","Carex parryana Dewey","Parry's sedge"
"CAPA5","Caltha palustris L.","marsh marigold"
"CAPA52","Callitriche palustris L.","water-starwort"
"CAPE11","Carex peckii Howe","Peck's sedge"
"CAPE3","Cardamine pensylvanica Muhl. ex Willd.","Bitter cress"
"CAPE42","Carex pellita Muhl. ex Willd.","Woolly sedge"
"CAPE6","Carex pensylvanica Lam.","Pennsylvania sedge"
"CAPR5","Carex praegracilis W. Boott","CLUSTERED FIELD SEDGE"
"CAPR6","Carex prairea Dewey ex Alph. Wood","prairie sedge"
"CAPS","Carex pseudocyperus L.","Cypresslike sedge"
"CAPU6","Cardaria pubescens (C.A. Mey.) Jarmolenko","WHITETOP"
"CARA","Campanula rapunculoides L.","creeping bellflower"
"CARA2","Campsis radicans (L.) Seem. ex Bureau","Trumpet vine"
"CARE4","Carex retrorsa Schwein.","knotsheath sedge"
"CARI","Carex richardsonii R. Br.","Richardson's sedge"
"CARO2","Campanula rotundifolia L.","harebell"
"CARO22","Carex rosea Schkuhr ex Willd.","ROSY SEDGE"
"CARO5","Carex rossii Boott","Ross' sedge"
"CARO6","Carex rostrata Stokes","beaked sedge"
"CASA2","Camelina sativa (L.) Crantz","GOLD-OF-PLEASURE"
"CASA3","Cannabis sativa L.","Marijuana"
"CASA8","Carex sartwellii Dewey","SARTWELL'S SEDGE"
"CASA9","Carex saximontana Mack.","Rocky Mountain sedge"
"CASC11","Carex scoparia Schkuhr ex Willd.","Pointed broom sedge"
"CASCS8","Carex scirpoidea Michx. ssp. scirpoidea","Canadian single-spike sedge"
"CASE12","Calylophus serrulatus (Nutt.) P.H. Raven","yellow sundrops"
"CASE13","Calystegia sepium (L.) R. Br.","Hedge bindweed"
"CASE5","Castilleja sessiliflora Pursh","DOWNY PAINTEDCUP"
"CASI12","Carex siccata Dewey","Bronze sedge"
"CASI12","Carex siccata Dewey","dryspike sedge"
"CASP7","Carex sprengelii Dewey ex Spreng.","Sprengel's sedge"
"CASP8","Catalpa speciosa (Warder) Warder ex Engelm.","NORTHERN CATALPA"
"CAST36","Calamagrostis stricta (Timm) Koeler","slimstem reedgrass"
"CAST5","Carex stipata Muhl. ex Willd.","awlfruit sedge"
"CAST8","Carex stricta Lam.","upright sedge"
"CASY","Carex sychnocephala Carey","Many-headed sedge"
"CATE3","Carex tenera Dewey","quill sedge"
"CATE6","Carex tetanica Schkuhr","rigid sedge"
"CATH2","Caulophyllum thalictroides (L.) Michx.","BLUE COHOSH"
"CATI","Carthamus tinctorius L.","SAFFLOWER"
"CATO3","Carex torreyi Tuck.","Torrey's sedge"
"CAVI5","Carex viridula Michx.","little green sedge"
"CAVU2","Carex vulpinoidea Michx.","FOX SEDGE"
"CAXE","Carex xerantica L.H. Bailey","whitescale sedge"
"CEAR4","Cerastium arvense L.","Prairie chickweed"
"CEBR3","Cerastium brachypodum (Engelm. ex A. Gray) B.L. Rob.","SHORTSTALK CHICKWEED"
"CECY2","Centaurea cyanus L.","Bachelor's button"
"CEDE4","Ceratophyllum demersum L.","HORNWORT"
"CEFOV2","Cerastium fontanum Baumg. ssp. vulgare (Hartm.) Greuter & Burdet","mouse-ear chickweed"
"CELO3","Cenchrus longispinus (Hack.) Fernald","field sandbur"
"CENU2","Cerastium nutans Raf.","nodding chickweed"
"CEOC","Celtis occidentalis L.","common hackberry"
"CESC","Celastrus scandens L.","AMERICAN BITTERSWEET"
"CESC2","Centaurea scabiosa L.","greater knapweed"
"CESO3","Centaurea solstitialis L.","yellow star-thistle"
"CESTM","Centaurea stoebe L. ssp. micranthos (Gugler) Hayek","SPOTTED KNAPWEED"
"CHALA","Chenopodium album L. var. album","LAMBSQUARTERS"
"CHALS2","Chenopodium album L. var. striatum Krašan","Late flowering goosefoot"
"CHANC","Chamerion angustifolium (L.) Holub ssp. circumvagum (Mosquin) Hoch","Willow-herb"
"CHBE4","Chenopodium berlandieri Moq.","PITSEED GOOSEFOOT"
"CHBEB3","Chenopodium berlandieri Moq. var. bushianum (Aellen) Cronquist","Bush's goosefoot"
"CHERN","Chamaerhodos erecta (L.) Bunge ssp. nuttallii (Pickering ex Rydb.) Hultén","little rose"
"CHFR3","Chenopodium fremontii S. Watson","Fremont's goosefoot"
"CHGEG","Chamaesyce geyeri (Engelm. & A. Gray) Small var. geyeri","Greyer's spurge"
"CHGL3","Chenopodium glaucum L.","OAKLEAF GOOSEFOOT"
"CHMA15","Chamaesyce maculata (L.) Small","SPOTTED SPURGE"
"CHMI","Chaenorhinum minus (L.) Lange","dwarf snapdragon"
"CHMI8","Chamaesyce missurica (Raf.) Shinners","MISSOURI SPURGE"
"CHNU9","Chamaesyce nutans (Lag.) Small","EYEBANE"
"CHPR5","Chenopodium pratericola Rydb.","narrowleaf goosefoot"
"CHRU","Chenopodium rubrum L.","Alkali blite"
"CHSE4","Chamaesyce serpens (Kunth) Small","Round-leaved spurge"
"CHSES","Chamaesyce serpyllifolia (Pers.) Small ssp. serpyllifolia","Thyme-leaved spurge"
"CHSI2","Chenopodium simplex (Torr.) Raf.","Maple-leaved goosefoot"
"CHST2","Chenopodium standleyanum Aellen","STANDLEY'S GOOSEFOOT"
"CHST8","Chamaesyce stictospora (Engelm.) Small","MAT SPURGE"
"CHSU2","Chenopodium subglabrum (S. Watson) A. Nelson","smooth goosefoot"
"CHTE2","Chorispora tenella (Pall.) DC.","Blue mustard"
"CHVI4","Chloris virgata Sw.","feather fingergrass"
"CIAL","Circaea alpina L.","small enchanter's nightshade"
"CIAL2","Cirsium altissimum (L.) Hill","TALL THISTLE"
"CIAR2","Cinna arundinacea L.","sweet woodreed"
"CIAR4","Cirsium arvense (L.) Scop.","CANADA THISTLE"
"CIBU","Cicuta bulbifera L.","Bulbous water hemlock"
"CIFL","Cirsium flodmanii (Rydb.) Arthur","Flodman's thistle"
"CIIN","Cichorium intybus L.","CHICORY"
"CILA2","Cinna latifolia (Trevis. ex Goepp.) Griseb.","drooping woodreed"
"CILUC","Circaea lutetiana L. ssp. canadensis (L.) Asch. & Magnus","enchanter's nightshade"
"CIMAA","Cicuta maculata L. var. angustifolia Hook.","spotted water hemlock"
"CIMAM","Cicuta maculata L. var. maculata","water hemlock"
"CIMU","Cirsium muticum Michx.","SWAMP THISTLE"
"CIUN","Cirsium undulatum (Nutt.) Spreng.","WAVYLEAF THISTLE"
"CIVU","Cirsium vulgare (Savi) Ten.","BULL THISTLE"
"CLCOC2","Clematis columbiana (Nutt.) Torr. & A. Gray var. columbiana","Purple virgin's bower"
"CLLI2","Clematis ligusticifolia Nutt.","western clematis"
"CLSE","Cleome serrulata Pursh","ROCKY MOUNTAIN BEEPLANT"
"CLVI5","Clematis virginiana L.","Virgin's bower"
"COAJ","Consolida ajacis (L.) Schur","ROCKET LARKSPUR"
"COAM3","Corylus americana Walter","American hazelnut"
"COAR4","Convolvulus arvensis L.","FIELD BINDWEED"
"COAU2","Corydalis aurea Willd.","GOLDEN CORYDALIS"
"COCA13","Cornus canadensis L.","bunchberry dogwood"
"COCA5","Conyza canadensis (L.) Cronquist","Canadian horse-weed"
"COCO3","Commelina communis L.","dayflower"
"COCO6","Corylus cornuta Marshall","BEAKED HAZELNUT"
"COCUO","Corydalis curvisiliqua Engelm. ssp. occidentalis (Engelm. ex A. Gray) W.A. Weber","GOLDEN CORYDALIS"
"COLI2","Collomia linearis Nutt.","tiny trumpet"
"COMA2","Conium maculatum L.","Poison hemlock"
"COMA25","Corallorhiza maculata (Raf.) Raf.","summer coralroot"
"CONI15","Corispermum nitidum Kit. ex Schult. [excluded]","shiny bugseed"
"COOR","Conringia orientalis (L.) Dumort.","hare's ear mustard"
"COPA3","Collinsia parviflora Lindl.","Blue lips"
"COPA38","Corispermum pallasii Steven","bugseed"
"CORA4","Conyza ramosissima Cronquist","dwarf horseweed"
"CORA6","Cornus racemosa Lam.","GRAY DOGWOOD"
"COSES","Cornus sericea L. ssp. sericea","Red osier"
"COSTS3","Corallorhiza striata Lindl. var. striata","Hooded coralroot"
"COSTV2","Corallorhiza striata Lindl. var. vreelandii (Rydb.) L.O. Williams","Vreeland's coralroot"
"COTI3","Coreopsis tinctoria Nutt.","Plains coreopsis"
"COTR18","Corallorhiza trifida Chatelain","yellow coralroot"
"COUMP","Comandra umbellata (L.) Nutt. ssp. pallida (A. DC.) Piehl","BASTARD TOADFLAX"
"COUMU","Comandra umbellata (L.) Nutt. ssp. umbellata","BASTARD TOADFLAX"
"CRCA3","Crepis capillaris (L.) Wallr.","Smooth hawks-beard"
"CRCA9","Cryptotaenia canadensis (L.) DC.","HONEWORT"
"CRCE","Cryptantha celosioides (Eastw.) Payson","Butte candle"
"CRCHC2","Crataegus chrysocarpa Ashe var. chrysocarpa","northern hawthorn"
"CRMO2","Crataegus mollis Scheele","Arnold hawthorn"
"CROC","Crepis occidentalis Nutt.","Largeflower hawks-beard"
"CRRU3","Crepis runcinata (James) Torr. & A. Gray","Fiddleleaf hawks-beard"
"CRSU5","Crataegus succulenta Schrad. ex Link","Succulent hawthorn"
"CRTE3","Crepis tectorum L.","Narrow-leaf hawks-beard"
"CRTO4","Cryptantha torreyana (A. Gray) Greene","Torrey's catseye"
"CUCE","Cuscuta cephalanthi Engelm.","buttonbush dodder"
"CUCO3","Cuscuta coryli Engelm.","HAZEL DODDER"
"CUEP","Cuscuta epithymum (L.) L.","clover dodder"
"CUGL3","Cuscuta glomerata Choisy","CLUSTER DODDER"
"CUGR","Cuscuta gronovii Willd. ex Schult.","scaldweed"
"CUIN","Cuscuta indecora Choisy","bigseed alfalfa dodder"
"CUPE3","Cuscuta pentagona Engelm.","field dodder"
"CUPO","Cuscuta polygonorum Engelm.","SMARTWEED DODDER"
"CYAC","Cymopterus acaulis (Pursh) Raf.","WILD PARSLEY"
"CYAC2","Cyperus acuminatus Torr. & Hook. ex Torr.","tapertip flatsedge"
"CYAT","Cycloloma atriplicifolium (Spreng.) J.M. Coult.","winged pigweed"
"CYBI6","Cyperus bipartitus Torr.","Brook flatsedge"
"CYCA5","Cypripedium candidum Muhl. ex Willd.","white lady's slipper"
"CYDI3","Cyperus diandrus Torr.","low flatsedge"
"CYER2","Cyperus erythrorhizos Muhl.","REDROOT FLATSEDGE"
"CYES","Cyperus esculentus L.","yellow nutsedge"
"CYFR2","Cystopteris fragilis (L.) Bernh.","Fragile fern"
