"Symbol","Scientific Name with Author","GSAT Common Name"
"AGROS2","Agrostis L.","bentgrass"
"AGSC5","Agrostis scabra Willd.","rough bentgrass"
"AGST2","Agrostis stolonifera L.","creeping bentgrass"
"AGUR","Agastache urticifolia (Benth.) Kuntze","nettleleaf giant hyssop"
"AGVA","Agrostis variabilis Rydb.","mountain bentgrass"
"AIAL","Ailanthus altissima (Mill.) Swingle","tree of heaven"
"AICA","Aira caryophyllea L.","silver hairgrass"
"AIEL4","Aira elegans Willd. ex Kunth","aira"
"AILAN","Ailanthus Desf.","AILANTHUS"
"AIPR","Aira praecox L.","yellow hairgrass"
"AIRA","Aira L.","hairgrass"
"AJRE","Ajuga reptans L.","common bugle"
"AJUGA","Ajuga L.","bugle"
"ALAC4","Allium acuminatum Hook.","tapertip onion"
"ALAE","Alopecurus aequalis Sobol.","SHORTAWN FOXTAIL"
"ALAL3","Alyssum alyssoides (L.) L.","pale madwort"
"ALAM2","Allium amplectens Hook.","narrowleaf onion"
"ALAR","Alopecurus arundinaceus Poir.","creeping foxtail"
"ALCA2","Allium campanulatum S. Watson","dusky onion"
"ALCA4","Alopecurus carolinianus Walter","CAROLINA FOXTAIL"
"ALCE2","Allium cernuum Roth","nodding onion"
"ALCEA","Alcea L.","hollyhock"
"ALCO2","Allium columbianum (Ownbey & Mingrone) P. Peterson, Annable & Rieseberg","Columbian onion"
"ALCO3","Allium constrictum (Ownbey & Mingrone) P. Peterson, Annable & Rieseberg","Grand Coulee onion"
"ALCR4","Allium crenulatum Wiegand","Olympic onion"
"ALDE","Alyssum desertorum Stapf","desert madwort"
"ALDI3","Allium dictuon H. St. John","Blue Mountain onion"
"ALDO","Allium douglasii Hook.","Douglas' onion"
"ALFI","Allium fibrillum M.E. Jones","Cuddy Mountain onion"
"ALGE","Allium geyeri S. Watson","Geyer's onion"
"ALGE2","Alopecurus geniculatus L.","water foxtail"
"ALGI","Allophyllum gilioides (Benth.) A.D. Grant & V.E. Grant","dense false gilyflower"
"ALGR","Alisma gramineum Lej.","narrowleaf water plantain"
"ALHAG","Alhagi Gagnebin","Alhagi"
"ALIN2","Alnus incana (L.) Moench","mountain alder"
"ALISM","Alisma L.","water plantain"
"ALLE7","Aliciella leptomeria (A. Gray) J.M. Porter","sand gilia"
"ALLIU","Allium L.","onion"
"ALLO6","Aliciella lottiae (Day) J.M. Porter","Lott's gilia"
"ALLOP2","Allophyllum (Nutt.) A.D. Grant & V.E. Grant","false gilyflower"
"ALLOT","Allotropa Torr. & A. Gray","sugarstick"
"ALMA12","Alhagi maurorum Medik.","camelthorn"
"ALMA5","Allium macrum S. Watson","rock onion"
"ALMY","Alopecurus myosuroides Huds.","slender meadow foxtail"
"ALNE4","Allium nevii S. Watson","Nevius' garlic"
"ALNUS","Alnus Mill.","alder"
"ALOPE","Alopecurus L.","foxtail"
"ALPR3","Alopecurus pratensis L.","MEADOW FOXTAIL"
"ALRH2","Alnus rhombifolia Nutt.","white alder"
"ALRO","Allium robinsonii L.F. Hend.","Robinson's onion"
"ALRO3","Alcea rosea L.","hollyhock"
"ALRU2","Alnus rubra Bong.","red alder"
"ALSA3","Alopecurus saccatus Vasey","Pacific foxtail"
"ALSC","Allium schoenoprasum L.","wild chives"
"ALSC2","Allium scilloides Douglas ex S. Watson","fragile onion"
"ALTE","Allium textile A. Nelson & J.F. Macbr.","textile onion"
"ALTO","Allium tolmiei (Hook.) Baker ex S. Watson","Tolmie's onion"
"ALTR7","Alisma triviale Pursh","northern water plantain"
"ALVA","Allium validum S. Watson","Pacific onion"
"ALVI","Allium vineale L.","WILD GARLIC"
"ALVI2","Allotropa virgata Torr. & A. Gray ex A. Gray","sugarstick"
"ALVI5","Alnus viridis (Chaix) DC.","Sitka alder"
"ALYSS","Alyssum L.","madwort"
"AMAC2","Ambrosia acanthicarpa Hook.","flatspine burr ragweed"
"AMAL","Amaranthus albus L.","prostrate pigweed"
"AMAL2","Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem.","serviceberry"
"AMAR2","Ambrosia artemisiifolia L.","annual ragweed"
"AMAR4","Ammophila arenaria (L.) Link","European beachgrass"
"AMARA","Amaranthus L.","pigweed"
"AMBL","Amaranthus blitoides S. Watson","mat amaranth"
"AMBRO","Ambrosia L.","ragweed"
"AMCA","Amaranthus californicus (Moq.) S. Watson","California amaranth"
"AMCH4","Ambrosia chamissonis (Less.) Greene","silver burr ragweed"
"AMCR4","Amaranthus cruentus L.","red amaranth"
"AMELA","Amelanchier Medik.","serviceberry"
"AMFR","Amorpha fruticosa L.","false indigo bush"
"AMHY","Amaranthus hybridus L.","slim amaranth"
"AMLY","Amsinckia lycopsoides Lehm.","tarweed fiddleneck"
"AMMAN","Ammannia L.","redstem"
"AMME","Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr.","Menzies' fiddleneck"
"AMMOP","Ammophila Host","beachgrass"
"AMORP","Amorpha L.","FALSE INDIGO"
"AMPA2","Amelanchier pallida Greene","pale serviceberry"
"AMPO2","Amaranthus powellii S. Watson","Powell's amaranth"
"AMPS","Ambrosia psilostachya DC.","COMMON RAGWEED"
"AMPU5","Amelanchier pumila (Torr. & A. Gray) Nutt. ex M. Roem.","dwarf serviceberry"
"AMRE","Amaranthus retroflexus L.","redroot amaranth"
"AMRO3","Ammannia robusta Heer & Regel","grand redstem"
"AMSIN","Amsinckia Lehm.","fiddleneck"
"AMSP3","Amsinckia spectabilis Fisch. & C.A. Mey.","woolly breeches"
"AMTE3","Amsinckia tessellata A. Gray","bristly fiddleneck"
"AMTR","Ambrosia trifida L.","great ragweed"
"AMTU","Amaranthus tuberculatus (Moq.) Sauer","tall amaranth"
"AMUT","Amelanchier utahensis Koehne","Utah serviceberry"
"ANAGA","Anagallis L.","pimpernel"
"ANAN2","Antennaria anaphaloides Rydb.","pearly pussytoes"
"ANAPH","Anaphalis DC.","pearly everlasting"
"ANAR","Anagallis arvensis L.","SCARLET PIMPERNEL"
"ANAR16","Anchusa arvensis (L.) M. Bieb.","small bugloss"
"ANAR3","Angelica arguta Nutt.","Lyall's angelica"
"ANAR6","Anthemis arvensis L.","corn chamomile"
"ANAR7","Anthoxanthum aristatum Boiss.","annual vernalgrass"
"ANAU3","Anthemis austriaca Jacq.","Austrian chamomile"
"ANAZ","Anchusa azurea Mill.","Italian bugloss"
"ANBA3","Anchusa barrelieri (All.) Vitman","Barrelier's bugloss"
"ANCA11","Angelica canbyi J.M. Coult. & Rose","Canby's angelica"
"ANCA14","Anthriscus caucalis M. Bieb.","burr chervil"
"ANCHU","Anchusa L.","bugloss"
"ANCO","Antennaria corymbosa E.E. Nelson","meadow pussytoes"
"ANCO2","Anthemis cotula L.","stinking chamomile"
"ANDE3","Anemone deltoidea Hook.","Columbian windflower"
"ANDI2","Antennaria dimorpha (Nutt.) Torr. & A. Gray","low pussytoes"
"ANDR","Anemone drummondii S. Watson","Drummond's anemone"
"ANDRO","Andromeda L.","bog rosemary"
"ANDRO3","Androsace L.","rockjasmine"
"ANEMO","Anemone L.","Anemone"
"ANETH","Anethum L.","DILL"
"ANFI","Androsace filiformis Retz.","filiform rockjasmine"
"ANFL2","Antennaria flagellaris (A. Gray) A. Gray","whip pussytoes"
"ANGE2","Angelica genuflexa Nutt.","kneeling angelica"
"ANGE3","Antennaria geyeri A. Gray","pinewoods pussytoes"
"ANGEL","Angelica L.","Angelica"
"ANGR2","Anethum graveolens L.","DILL"
"ANHE","Angelica hendersonii J.M. Coult. & Rose","Henderson's angelica"
"ANHO","Antennaria howellii Greene","Howell's pussytoes"
"ANLA3","Antennaria lanata (Hook.) Greene","woolly pussytoes"
"ANLI4","Anemone lithophila Rydb.","Little Belt Mountain thimbleweed"
"ANLU","Angelica lucida L.","seacoast angelica"
"ANLU2","Antennaria luzuloides Torr. & A. Gray","rush pussytoes"
"ANLY","Anemone lyallii Britton","Little Mountain thimbleweed"
"ANMA","Anaphalis margaritacea (L.) Benth.","western pearly everlasting"
"ANME2","Antennaria media Greene","ROCKY MOUNTAIN PUSSYTOES"
"ANMI3","Antennaria microphylla Rydb.","littleleaf pussytoes"
"ANMI4","Anagallis minima (L.) Krause","CHAFFWEED"
"ANMU","Anemone multifida Poir.","Pacific anemone"
"ANOD","Anthoxanthum odoratum L.","sweet vernalgrass"
"ANOF","Anchusa officinalis L.","common bugloss"
"ANOR","Anemone oregana A. Gray","blue windflower"
"ANPA","Anemone parviflora Michx.","smallflowered anemone"
"ANPA4","Antennaria parvifolia Nutt.","smallleaf pussytoes"
"ANPI","Anemone piperi Britton ex Rydb.","Piper's anemone"
"ANPO","Andromeda polifolia L.","bog rosemary"
"ANPU","Antennaria pulcherrima (Hook.) Greene","showy pussytoes"
"ANRA","Antennaria racemosa Hook.","raceme pussytoes"
"ANRO2","Antennaria rosea Greene","rosy pussytoes"
"ANSE4","Androsace septentrionalis L.","pygmyflower rockjasmine"
"ANST2","Antennaria stenophylla (A. Gray) A. Gray","narrowleaf pussytoes"
"ANSY","Anthriscus sylvestris (L.) Hoffm.","wild chervil"
"ANTEN","Antennaria Gaertn.","pussytoes"
"ANTHE","Anthemis L.","chamomile"
"ANTHO","Anthoxanthum L.","HORNWORT"
"ANTHR","Anthriscus Pers.","CHERVIL"
"ANTI","Anthemis tinctoria L.","golden chamomile"
"ANUM","Antennaria umbrinella Rydb.","umber pussytoes"
"APAN2","Apocynum androsaemifolium L.","SPREADING DOGBANE"
"APAR2","Aphanes arvensis L.","field parsley piert"
"APCA","Apocynum cannabinum L.","Indianhemp"
"APERA","Apera Adans.","silkybent"
"APGR2","Apium graveolens L.","WILD CELERY"
"APHAN4","Aphanes L.","parsley piert"
"APIN","Apera interrupta (L.) P. Beauv.","dense silkybent"
"APIUM","Apium L.","celery"
"APOCY","Apocynum L.","Dogbane"
"APPR2","Apium prostratum Labill.","prostrate marshwort"
"AQFL","Aquilegia flavescens S. Watson","yellow columbine"
"AQFO","Aquilegia formosa Fisch. ex DC.","western columbine"
"AQUIL","Aquilegia L.","columbine"
"AQVU","Aquilegia vulgaris L.","European columbine"
"ARAB3","Artemisia absinthium L.","absinthe sagewort"
"ARAB4","Arceuthobium abietinum (Engelm.) Hawksw. & Wiens","fir dwarf mistletoe"
"ARABI","Arabidopsis Heynh.","rockcress"
"ARABI2","Arabis L.","rockcress"
"ARAC2","Arenaria aculeata S. Watson","prickly sandwort"
"ARALI","Aralia L.","spikenard"
"ARAM","Arceuthobium americanum Nutt. ex Engelm.","American dwarf mistletoe"
"ARAM2","Arnica amplexicaulis Nutt.","clasping arnica"
"ARAN3","Artemisia annua L.","SWEET SAGEWORT"
"ARAN7","Argentina anserina (L.) Rydb.","silverweed cinquefoil"
"ARAR8","Artemisia arbuscula Nutt.","low sagebrush"
"ARAR9","Artemisia arctica Less.","boreal sagebrush"
"ARBI2","Artemisia biennis Willd.","biennial wormwood"
"ARBUT","Arbutus L.","madrone"
"ARCA12","Artemisia campestris L.","field sagewort"
"ARCA3","Arceuthobium campylopodum Engelm.","western dwarf mistletoe"
"ARCA7","Arenaria capillaris Poir.","mountain sandwort"
"ARCEU","Arceuthobium M. Bieb.","dwarf mistletoe"
"ARCH3","Arnica chamissonis Less.","Chamisso arnica"
"ARCO3","Arctostaphylos columbiana Piper","hairy manzanita"
"ARCO5","Arenaria congesta Nutt.","ballhead sandwort"
"ARCO9","Arnica cordifolia Hook.","heartleaf arnica"
"ARCR","Arabis crucisetosa Constance & Rollins","wetsoil rockcress"
"ARCTI","Arctium L.","burrdock"
"ARCTO3","Arctostaphylos Adans.","manzanita"
"ARCU","Arabis cusickii S. Watson","Cusick's rockcress"
"ARDI6","Arnica discoidea Benth.","rayless arnica"
"ARDI8","Aruncus dioicus (Walter) Fernald","bride's feathers"
"ARDO","Arceuthobium douglasii Engelm.","Douglas fir dwarf mistletoe"
"ARDO3","Artemisia douglasiana Besser","Douglas' sagewort"
"ARDR","Arabis drummondii A. Gray","Drummond's rockcress"
"ARDR4","Artemisia dracunculus L.","wormwood"
"AREG","Argentina egedii (Wormsk.) Rydb.","Pacific silverweed"
"AREL3","Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl","TALL OATGRASS"
"ARENA","Arenaria L.","sandwort"
"ARES5","Arabis eschscholtziana Andrz.","Eschscholtz's hairy rockcress"
"ARFR","Arenaria franklinii Douglas ex Hook.","Franklin's sandwort"
"ARFR4","Artemisia frigida Willd.","fringed sagebrush"
"ARFU","Arabis furcata S. Watson","Columbia Gorge rockcress"
"ARFU3","Arnica fulgens Pursh","foothill arnica"
"ARFU4","Artemisia furcata M. Bieb.","forked wormwood"
"ARGEM","Argemone L.","pricklypoppy"
"ARGEN","Argentina Hill","silverweed"
"ARGL","Arabis glabra (L.) Bernh.","tower rockcress"
"ARGR14","Arnica gracilis Rydb.","smallhead arnica"
"ARHI","Arabis hirsuta (L.) Scop.","HAIRY ROCKCRESS"
"ARHO2","Arabis holboellii Hornem.","Holboell's rockcress"
"ARIST","Aristida L.","threeawn"
"ARKA6","Arabis kamchatica (Fisch. ex DC.) Ledeb.","Kamchatica rockcress"
"ARLA11","Arceuthobium laricis (Piper) H. St. John","larch dwarf mistletoe"
"ARLA3","Arctium lappa L.","greater burrdock"
"ARLA8","Arnica latifolia Bong.","broadleaf arnica"
"ARLE","Arabis lemmonii S. Watson","Lemmon's rockcress"
"ARLI2","Artemisia lindleyana Besser","northwest sagebrush"
"ARLO16","Aristida longespica Poir.","SLIMSPIKE THREEAWN"
"ARLO6","Arnica longifolia D.C. Eaton","spearleaf arnica"
"ARLU","Artemisia ludoviciana Nutt.","LOUISIANA SAGEWORT"
"ARLY","Arabis lyallii S. Watson","Lyall's rockcress"
"ARMA6","Armeria maritima (Mill.) Willd.","thrift seapink"
"ARME","Arbutus menziesii Pursh","Pacific madrone"
"ARMER","Armeria (DC.) Willd.","armeria"
"ARMI","Arabis microphylla Nutt.","littleleaf rockcress"
"ARMI2","Arctium minus Bernh.","lesser burrdock"
"ARMI4","Artemisia michauxiana Besser","Michaux's sagebrush"
"ARMO4","Arnica mollis Hook.","hairy arnica"
"ARMOR","Armoracia G. Gaertn., B. Mey. & Scherb.","armoracia"
"ARMU6","Arabis murrayi G. Mulligan","Murray's rockcress"
"ARNE","Arctostaphylos nevadensis A. Gray","pinemat manzanita"
"ARNE3","Arnica nevadensis A. Gray","Nevada arnica"
"ARNIC","Arnica L.","Arnica"
"ARNU","Arabis nuttallii B.L. Rob.","Nuttall's rockcress"
"ARNU2","Aralia nudicaulis L.","wild sarsaparilla"
"ARPA13","Arnica parryi A. Gray","Parry's arnica"
"ARPA6","Arctostaphylos patula Greene","greenleaf manzanita"
"ARPA7","Arenaria paludicola B.L. Rob.","swamp sandwort"
"ARPO2","Argemone polyanthemos (Fedde) G.B. Ownbey","crested pricklypoppy"
"ARPU","Arabis puberula Nutt.","silver rockcress"
"ARPU9","Aristida purpurea Nutt.","PURPLE THREEAWN"
"ARRHE","Arrhenatherum P. Beauv.","oatgrass"
"ARRI2","Artemisia rigida (Nutt.) A. Gray","stiff sagebrush"
"ARRU4","Armoracia rusticana G. Gaertn., B. Mey. & Scherb.","horseradish"
"ARRY","Arnica rydbergii Greene","Rydberg's arnica"
"ARSE2","Arenaria serpyllifolia L.","THYMELEAF SANDWORT"
"ARSO2","Arnica sororia Greene","twin arnica"
"ARSP","Arabis sparsiflora Nutt.","sicklepod rockcress"
"ARST6","Artemisia stelleriana Besser","oldwoman"
"ARSU4","Artemisia suksdorfii Piper","coastal wormwood"
"ARTEM","Artemisia L.","sagebrush"
"ARTH","Arabidopsis thaliana (L.) Heynh.","mouseear cress"
"ARTI","Artemisia tilesii Ledeb.","Tilesius' wormwood"
"ARTR2","Artemisia tridentata Nutt.","big sagebrush"
"ARTR4","Artemisia tripartita Rydb.","threetip sagebrush"
"ARTRS2","Artemisia tridentata Nutt. ssp. spiciformis (Osterh.) Kartesz & Gandhi","big sagebrush"
"ARTRT","Artemisia tridentata Nutt. ssp. tridentata","basin big sagebrush"
"ARTRV","Artemisia tridentata Nutt. ssp. vaseyana (Rydb.) Beetle","mountain big sagebrush"
"ARTRW8","Artemisia tridentata Nutt. ssp. wyomingensis Beetle & Young","Wyoming big sagebrush"
"ARTS","Arceuthobium tsugense (Rosend.) G.N. Jones","hemlock dwarf mistletoe"
"ARUNC","Aruncus L.","aruncus"
"ARUV","Arctostaphylos uva-ursi (L.) Spreng.","kinnikinnick"
"ARVU","Artemisia vulgaris L.","common wormwood"
"ASAG2","Astragalus agrestis Douglas ex G. Don","purple milkvetch"
"ASAL7","Astragalus alpinus L.","alpine milkvetch"
"ASAR7","Astragalus arrectus A. Gray","Palouse milkvetch"
"ASAR8","Astragalus arthurii M.E. Jones","waha milkvetch"
"ASARU","Asarum L.","wildginger"
"ASBE3","Astragalus beckwithii Torr. & A. Gray","Beckwith's milkvetch"
"ASCA","Asarum canadense L.","Canadian wildginger"
"ASCA11","Astragalus canadensis L.","Canadian milkvetch"
"ASCA12","Astragalus caricinus (M.E. Jones) Barneby","buckwheat milkvetch"
"ASCA2","Asarum caudatum Lindl.","wild-ginger"
"ASCI4","Astragalus cicer L.","cicer milkvetch"
"ASCLE","Asclepias L.","MILKWEED"
"ASCO11","Astragalus conjunctus S. Watson","stiff milkvetch"
"ASCO13","Astragalus cottonii M.E. Jones","Cotton's milkvetch"
"ASCO7","Astragalus collinus Douglas ex G. Don","hillside milkvetch"
"ASCO9","Astragalus columbianus Barneby","Columbian milkvetch"
"ASCR","Asclepias cryptoceras S. Watson","pallid milkweed"
"ASCU5","Astragalus cusickii A. Gray","Cusick's milkvetch"
"ASDE6","Aspidotis densa (Brack.) Lellinger","Indian's dream"
"ASDI2","Astragalus diaphanus Douglas ex Hook.","transparent milkvetch"
"ASFA","Asclepias fascicularis Decne.","Mexican whorled milkweed"
"ASFA3","Astragalus falcatus Lam.","Russian milkvetch"
"ASFI","Astragalus filipes Torr. ex A. Gray","threadstalk milkvetch"
"ASGE","Astragalus geyeri A. Gray","Geyer's milkvetch"
"ASHO","Astragalus hoodianus Howell","Hood River milkvetch"
"ASHO3","Astragalus howellii A. Gray","Howell's milkvetch"
"ASIN5","Astragalus inflexus Douglas ex Hook.","bent milkvetch"
"ASKE","Astragalus kentrophyta A. Gray","spiny milkvetch"
"ASLA27","Astragalus laxmannii Jacq.","Laxmann's milkvetch"
"ASLE5","Astragalus leibergii M.E. Jones","Leiberg's milkvetch"
"ASLE8","Astragalus lentiginosus Douglas ex Hook.","speckledpod milkvetch"
"ASLY","Astragalus lyallii A. Gray","Lyall's milkvetch"
"ASMI4","Astragalus microcystis A. Gray","dwarf milkvetch"
"ASMI8","Astragalus misellus S. Watson","pauper milkvetch"
"ASMI9","Astragalus miser Douglas ex Hook.","weedy milkvetch"
"ASOF","Asparagus officinalis L.","garden asparagus"
"ASPAR","Asparagus L.","Asparagus"
"ASPER","Asperugo L.","German-madwort"
"ASPID2","Aspidotis (Nutt. ex Hook.) Copeland","lacefern"
"ASPLE","Asplenium L.","SPLEENWORT"
"ASPR","Asperugo procumbens L.","madwort"
"ASPU7","Astragalus pulsiferae A. Gray","Ames' milkvetch"
"ASPU9","Astragalus purshii Douglas ex Hook.","woollypod milkvetch"
"ASRE5","Astragalus reventus A. Gray","Blue Mountain milkvetch"
"ASRE6","Astragalus reventiformis (Rydb.) Barneby","Yakima milkvetch"
"ASRI","Astragalus riparius Barneby","woodyroot milkvetch"
"ASRO","Astragalus robbinsii (Oakes) A. Gray","Robbins' milkvetch"
"ASSC6","Astragalus sclerocarpus A. Gray","woodypod milkvetch"
"ASSH2","Astragalus sheldonii (Rydb.) Barneby","Sheldon's milkvetch"
"ASSI5","Astragalus sinuatus Piper","Whited's milkvetch"
"ASSP","Asclepias speciosa Torr.","SHOWY MILKWEED"
"ASSP4","Astragalus spaldingii A. Gray","Spalding's milkvetch"
"ASSP7","Astragalus speirocarpus A. Gray","threadstalk milkvetch"
"ASSU7","Astragalus succumbens Douglas ex Hook.","Columbia milkvetch"
"ASTR10","Asplenium trichomanes-ramosum L.","brightgreen spleenwort"
"ASTR2","Asplenium trichomanes L.","MAIDENHAIR SPLEENWORT"
"ASTRA","Astragalus L.","milkvetch"
"ASTW","Astragalus tweedyi Canby","Tweedy's milkvetch"
"ASWH","Astragalus whitneyi A. Gray","balloonpod milkvetch"
"ATAM","Athyrium americanum (Butters) Maxon","alpine ladyfern"
"ATAR2","Atriplex argentea Nutt.","SILVERSCALE SALTBUSH"
"ATBE","Atropa bella-donna L.","belladonna"
"ATCA2","Atriplex canescens (Pursh) Nutt.","FOURWING SALTBUSH"
"ATFA","Atriplex falcata (M.E. Jones) Standl.","sickle saltbush"
"ATFI","Athyrium filix-femina (L.) Roth","common ladyfern"
"ATGM","Atriplex gmelinii C.A. Mey.","Gmelin's saltbush"
"ATHO","Atriplex hortensis L.","garden orache saltweed"
"ATHYR","Athyrium Roth","ladyfern"
"ATHYS","Athysanus Greene","sandweed"
"ATLI3","Atriplex littoralis L.","grassleaf orache"
"ATMI2","Atriplex micrantha Ledeb.","twoscale saltbush"
"ATOB2","Atriplex oblongifolia Waldst. & Kit.","oblongleaf orache"
"ATPA4","Atriplex patula L.","spear saltbush"
"ATPR","Atriplex prostrata Bouchér ex DC.","triangle orache"
"ATPU","Athysanus pusillus (Hook.) Greene","common sandweed"
"ATRIP","Atriplex L.","saltbush"
"ATRO","Atriplex rosea L.","tumbling saltweed"
"ATROP","Atropa L.","belladonna"
"ATSU2","Atriplex subspicata (Nutt.) Rydb.","saline saltbush"
"ATTR","Atriplex truncata (Torr. ex S. Watson) A. Gray","wedgescale saltbush"
"AVBA","Avena barbata Pott ex Link","slender oat"
"AVENA","Avena L.","oat"
"AVFA","Avena fatua L.","WILD OAT"
"AVSA","Avena sativa L.","common oat"
"AZFI","Azolla filiculoides Lam.","Pacific azolla"
"AZMI","Azolla microphylla Kaulf.","Mexican azolla"
"AZOLL","Azolla Lam.","mosquitofern"
"BACA3","Balsamorhiza careyana A. Gray","Carey's balsamroot"
"BADE2","Balsamorhiza deltoidea Nutt.","deltoid balsamroot"
"BAHO","Balsamorhiza hookeri (Hook.) Nutt.","Hooker's balsamroot"
"BAHY","Bassia hyssopifolia (Pall.) Kuntz","fivehorn smotherweed"
"BAIN","Balsamorhiza incana Nutt.","hoary balsamroot"
"BALSA","Balsamorhiza Nutt.","balsamroot"
"BAOR","Barbarea orthoceras Ledeb.","American yellowrocket"
