"Symbol","Scientific Name with Author","GSAT Common Name"
"ALSU","Alisma subcordatum Raf.","American water plantain"
"ALTR7","Alisma triviale Pursh","northern water plantain"
"ALTU3","Allium tuberosum Rottler ex Spreng.","Chinese chives"
"ALVI","Allium vineale L.","WILD GARLIC"
"AMAL","Amaranthus albus L.","prostrate pigweed"
"AMAL2","Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem.","Saskatoon serviceberry"
"AMAR","Amaranthus arenicola I.M. Johnst.","sandhill amaranth"
"AMAR2","Ambrosia artemisiifolia L.","annual ragweed"
"AMARA","Amaranthus L.","pigweed"
"AMBL","Amaranthus blitoides S. Watson","mat amaranth"
"AMCA6","Amorpha canescens Pursh","LEADPLANT"
"AMCO","Ammannia coccinea Rottb.","valley redstem"
"AMDR","Amphiachyris dracunculoides (DC.) Nutt.","prairie broomweed"
"AMFR","Amorpha fruticosa L.","desert false indigo"
"AMGR5","Ambrosia grayi (A. Nelson) Shinners","woollyleaf burr ragweed"
"AMHY","Amaranthus hybridus L.","slim amaranth"
"AMNA","Amorpha nana Nutt.","dwarf false indigo"
"AMPA","Amaranthus palmeri S. Watson","CARELESSWEED"
"AMPS","Ambrosia psilostachya DC.","Cuman ragweed"
"AMRE","Amaranthus retroflexus L.","redroot amaranth"
"AMSP","Amaranthus spinosus L.","SPINY AMARANTH"
"AMTO3","Ambrosia tomentosa Nutt.","skeletonleaf burr ragweed"
"AMTR","Ambrosia trifida L.","great ragweed"
"AMTU","Amaranthus tuberculatus (Moq.) Sauer","roughfruit amaranth"
"AMTU","Amaranthus tuberculatus (Moq.) Sauer","tall amaranth"
"ANCA8","Anemone canadensis L.","Canadian anemone"
"ANCA9","Anemone caroliniana Walter","CAROLINA ANEMONE"
"ANCY","Anemone cylindrica A. Gray","CANDLE ANEMONE"
"ANEMO","Anemone L.","Anemone"
"ANGE","Andropogon gerardii Vitman","BIG BLUESTEM"
"ANGR2","Anethum graveolens L.","DILL"
"ANHA","Andropogon hallii Hack.","SAND BLUESTEM"
"ANNE","Antennaria neglecta Greene","FIELD PUSSYTOES"
"ANOC2","Androsace occidentalis Pursh","WESTERN ROCKJASMINE"
"ANPA4","Antennaria parvifolia Nutt.","small-leaf pussytoes"
"ANTEN","Antennaria Gaertn.","pussytoes"
"ANTHE","Anthemis L.","chamomile"
"APAM","Apios americana Medik.","groundnut"
"APAN2","Apocynum androsaemifolium L.","SPREADING DOGBANE"
"APCA","Apocynum cannabinum L.","Indianhemp"
"APOCY","Apocynum L.","Dogbane"
"AQCA","Aquilegia canadensis L.","red columbine"
"ARAB3","Artemisia absinthium L.","absinthium"
"ARABI2","Arabis L.","rockcress"
"ARBI2","Artemisia biennis Willd.","biennial wormwood"
"ARCA12","Artemisia campestris L.","field sagewort"
"ARCA13","Artemisia cana Pursh","silver sagebrush"
"ARDR4","Artemisia dracunculus L.","tarragon"
"ARENA","Arenaria L.","sandwort"
"ARFI2","Artemisia filifolia Torr.","SAND SAGEBRUSH"
"ARFR4","Artemisia frigida Willd.","prairie sagewort"
"ARGL","Arabis glabra (L.) Bernh.","tower rockcress"
"ARHO2","Arabis holboellii Hornem.","Holboell's rockcress"
"ARHO4","Arenaria hookeri Nutt.","Hooker's sandwort"
"ARLU","Artemisia ludoviciana Nutt.","white sagebrush"
"ARMI2","Arctium minus Bernh.","lesser burrdock"
"AROL","Aristida oligantha Michx.","PRAIRIE THREEAWN"
"ARPO2","Argemone polyanthemos (Fedde) G.B. Ownbey","crested pricklypoppy"
"ARPU9","Aristida purpurea Nutt.","PURPLE THREEAWN"
"ARPUF","Aristida purpurea Nutt. var. fendleriana (Steud.) Vasey","Fendler's threeawn"
"ARSE2","Arenaria serpyllifolia L.","THYMELEAF SANDWORT"
"ARSH2","Arabis shortii (Fernald) Gleason","Short's rockcress"
"ARTEM","Artemisia L.","sagebrush"
"ASAR","Asclepias arenaria Torr.","SAND MILKWEED"
"ASASC","Asclepias asperula (Decne.) Woodson ssp. capricornu (Woodson) Woodson","ANTELOPEHORNS"
"ASBI2","Astragalus bisulcatus (Hook.) A. Gray","twogrooved milkvetch"
"ASCA11","Astragalus canadensis L.","Canadian milkvetch"
"ASCE","Astragalus ceramicus Sheldon","Painted milkvetch"
"ASCI4","Astragalus cicer L.","cicer milkvetch"
"ASCLE","Asclepias L.","MILKWEED"
"ASCR2","Astragalus crassicarpus Nutt.","GROUNDPLUM MILKVETCH"
"ASGR3","Astragalus gracilis Nutt.","Slender milkvetch"
"ASIN","Asclepias incarnata L.","SWAMP MILKWEED"
"ASKE","Astragalus kentrophyta A. Gray","spiny milkvetch"
"ASMI10","Astragalus missouriensis Nutt.","MISSOURI MILKVETCH"
"ASMO7","Astragalus mollissimus Torr.","woolly locoweed"
"ASOF","Asparagus officinalis L.","garden asparagus"
"ASPE5","Astragalus pectinatus (Douglas ex Hook.) Douglas ex G. Don","NARROWLEAF MILKVETCH"
"ASPL2","Astragalus plattensis Nutt.","Platte River milkvetch"
"ASPU","Asclepias pumila (A. Gray) Vail","PLAINS MILKWEED"
"ASSP","Asclepias speciosa Torr.","SHOWY MILKWEED"
"ASSP6","Astragalus spatulatus Sheldon","TUFTED MILKVETCH"
"ASST","Asclepias stenophylla A. Gray","slimleaf milkweed"
"ASSU2","Asclepias subverticillata (A. Gray) Vail","horsetail milkweed"
"ASSY","Asclepias syriaca L.","Common milkweed"
"ASTRA","Astragalus L.","milkvetch"
"ASTU","Asclepias tuberosa L.","Butterfly milkweed"
"ASVE","Asclepias verticillata L.","WHORLED MILKWEED"
"ASVI2","Asclepias viridis Walter","green antelopehorn"
"ATAR2","Atriplex argentea Nutt.","SILVERSCALE SALTBUSH"
"ATCA2","Atriplex canescens (Pursh) Nutt.","FOURWING SALTBUSH"
"ATRIP","Atriplex L.","saltbush"
"ATRO","Atriplex rosea L.","tumbling saltweed"
"AVENA","Avena L.","oat"
"BABR2","Baptisia bracteata Muhl. ex Elliott","longbract wild indigo"
"BASC5","Bassia scoparia (L.) A.J. Scott","Mexican-fireweed"
"BAVU","Barbarea vulgaris W.T. Aiton","garden yellowrocket"
"BEER","Berula erecta (Huds.) Coville","cutleaf waterparsnip"
"BEIN2","Berteroa incana (L.) DC.","hoary false madwort"
"BESY","Beckmannia syzigachne (Steud.) Fernald","American sloughgrass"
"BETUL","Betula L.","birch"
"BIAR","Bidens aristosa (Michx.) Britton","bearded beggarticks"
"BIBI7","Bidens bipinnata L.","Spanish needles"
"BICO","Bidens coronata (L.) Britton","crowned beggarticks"
"BICO5","Bidens connata Muhl. ex Willd.","purplestem beggarticks"
"BIDEN","Bidens L.","beggarticks"
"BIFR","Bidens frondosa L.","devil's beggartick"
"BOBL","Bothriochloa bladhii (Retz.) S.T. Blake","Caucasian bluestem"
"BOCU","Bouteloua curtipendula (Michx.) Torr.","SIDEOATS GRAMA"
"BOCY","Boehmeria cylindrica (L.) Sw.","smallspike false nettle"
"BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","BUFFALOGRASS"
"BOFL3","Bolboschoenus fluviatilis (Torr.) Soják","RIVER BULRUSH"
"BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","BLUE GRAMA"
"BOHI2","Bouteloua hirsuta Lag.","HAIRY GRAMA"
"BOLA2","Bothriochloa laguroides (DC.) Herter","silver beardgrass"
"BOMA7","Bolboschoenus maritimus (L.) Palla","cosmopolitan bulrush"
"BOVI","Botrychium virginianum (L.) Sw.","RATTLESNAKE FERN"
"BRAR5","Bromus arvensis L.","JAPANESE BROME"
"BRASS2","Brassica L.","mustard"
"BRCA6","Bromus catharticus Vahl","RESCUEGRASS"
"BREU","Brickellia eupatorioides (L.) Shinners","FALSE BONESET"
"BRIN2","Bromus inermis Leyss.","SMOOTH BROME"
"BRJU","Brassica juncea (L.) Czern.","India mustard"
"BRNI","Brassica nigra (L.) W.D.J. Koch","BLACK MUSTARD"
"BROMU","Bromus L.","brome"
"BRRA2","Bromus racemosus L.","meadow brome"
"BRRA2","Bromus racemosus L.","BALD BROME"
"BRRAR","Brassica rapa L. var. rapa","field mustard"
"BRSE","Bromus secalinus L.","rye brome"
"BRSQ2","Bromus squarrosus L.","CORN BROME"
"BRTE","Bromus tectorum L.","CHEATGRASS"
"BUAR3","Buglossoides arvensis (L.) I.M. Johnst.","corn gromwell"
"BUCA2","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke","densetuft hairsedge"
"CAAC","Carduus acanthoides L.","spiny plumeless thistle"
"CAAM18","Campanulastrum americanum (L.) Small","AMERICAN BELLFLOWER"
"CAAP2","Campanula aparinoides Pursh","marsh bellflower"
"CAAQ3","Catabrosa aquatica (L.) P. Beauv.","water whorlgrass"
"CAAT2","Carex atherodes Spreng.","wheat sedge"
"CAAU3","Carex aurea Nutt.","golden sedge"
"CABR10","Carex brevior (Dewey) Mack.","shortbeak sedge"
"CABU2","Capsella bursa-pastoris (L.) Medik.","shepherd's purse"
"CACA4","Calamagrostis canadensis (Michx.) P. Beauv.","bluejoint"
"CACO8","Carex comosa Boott","longhair sedge"
"CADI4","Carex diandra Schrank","lesser panicled sedge"
"CADO2","Carex douglasii Boott","Douglas' sedge"
"CADR","Cardaria draba (L.) Desv.","WHITETOP"
"CADU6","Carex duriuscula C.A. Mey.","NEEDLELEAF SEDGE"
"CAFI","Carex filifolia Nutt.","threadleaf sedge"
"CAGR4","Carex gravida L.H. Bailey","HEAVY SEDGE"
"CAHA3","Carex hallii Olney","deer sedge"
"CAIN11","Carex interior L.H. Bailey","INLAND SEDGE"
"CAIN2","Callirhoe involucrata (Torr. & A. Gray) A. Gray","purple poppymallow"
"CAINH2","Carex inops L.H. Bailey ssp. heliophila (Mack.) Crins","sun sedge"
"CALA16","Carex lacustris Willd.","hairy sedge"
"CALO","Calamovilfa longifolia (Hook.) Scribn.","PRAIRIE SANDREED"
"CAME2","Carex meadii Dewey","Mead's sedge"
"CAMI2","Camelina microcarpa Andrz. ex DC.","littlepod false flax"
"CAMO11","Carex molesta Mack. ex Bright","TROUBLESOME SEDGE"
"CAMPA","Campanula L.","bellflower"
"CANE2","Carex nebrascensis Dewey","NEBRASKA SEDGE"
"CANU3","Calochortus nuttallii Torr. & A. Gray","sego lily"
"CANU4","Carduus nutans L.","nodding plumeless thistle"
"CAPE42","Carex pellita Muhl. ex Willd.","Woolly sedge"
"CAPR5","Carex praegracilis W. Boott","CLUSTERED FIELD SEDGE"
"CAREX","Carex L.","sedge"
"CARO2","Campanula rotundifolia L.","bluebell bellflower"
"CASA3","Cannabis sativa L.","Marijuana"
"CASA8","Carex sartwellii Dewey","SARTWELL'S SEDGE"
"CASC11","Carex scoparia Schkuhr ex Willd.","broom sedge"
"CASE5","Castilleja sessiliflora Pursh","DOWNY PAINTEDCUP"
"CASP7","Carex sprengelii Dewey ex Spreng.","Sprengel's sedge"
"CASTI3","Calamagrostis stricta (Timm) Koeler ssp. inexpansa (A. Gray) C.W. Greene","NORTHERN REEDGRASS"
"CATI","Carthamus tinctorius L.","SAFFLOWER"
"CAVU2","Carex vulpinoidea Michx.","FOX SEDGE"
"CEAR4","Cerastium arvense L.","field chickweed"
"CEDI3","Centaurea diffusa Lam.","white knapweed"
"CEHE","Ceanothus herbaceus Raf.","Jersey tea"
"CELO3","Cenchrus longispinus (Hack.) Fernald","mat sandbur"
"CEMO2","Cercocarpus montanus Raf.","alderleaf mountain mahogany"
"CEOC","Celtis occidentalis L.","common hackberry"
"CESC","Celastrus scandens L.","AMERICAN BITTERSWEET"
"CESO3","Centaurea solstitialis L.","yellow star-thistle"
"CESTM","Centaurea stoebe L. ssp. micranthos (Gugler) Hayek","SPOTTED KNAPWEED"
"CETE5","Ceratocephala testiculata (Crantz) Roth","curveseed butterwort"
"CHAL7","Chenopodium album L.","LAMBSQUARTERS"
"CHAMA15","Chamaesyce Gray","sandmat"
"CHBE4","Chenopodium berlandieri Moq.","PITSEED GOOSEFOOT"
"CHCY","Chenopodium cycloides A. Nelson","sandhill goosefoot"
"CHDE","Chenopodium desiccatum A. Nelson","aridland goosefoot"
"CHENO","Chenopodium L.","goosefoot"
"CHFA2","Chamaecrista fasciculata (Michx.) Greene","sleepingplant"
"CHFR3","Chenopodium fremontii S. Watson","Fremont's goosefoot"
"CHGL13","Chamaesyce glyptosperma (Engelm.) Small","ribseed sandmat"
"CHIN2","Chenopodium incanum (S. Watson) A. Heller","mealy goosefoot"
"CHMA15","Chamaesyce maculata (L.) Small","spotted sandmat"
"CHMI8","Chamaesyce missurica (Raf.) Shinners","prairie sandmat"
"CHPR5","Chenopodium pratericola Rydb.","DESERT GOOSEFOOT"
"CHPR6","Chamaesyce prostrata (Aiton) Small","prostrate sandmat"
"CHSE4","Chamaesyce serpens (Kunth) Small","matted sandmat"
"CHSE6","Chamaesyce serpyllifolia (Pers.) Small","thymeleaf sandmat"
"CHSI2","Chenopodium simplex (Torr.) Raf.","MAPLELEAF GOOSEFOOT"
"CHSU2","Chenopodium subglabrum (S. Watson) A. Nelson","smooth goosefoot"
"CHTE2","Chorispora tenella (Pall.) DC.","crossflower"
"CHVE2","Chloris verticillata Nutt.","tumble windmill grass"
"CHVI8","Chrysothamnus viscidiflorus (Hook.) Nutt.","yellow rabbitbrush"
"CIAL2","Cirsium altissimum (L.) Hill","TALL THISTLE"
"CIAR4","Cirsium arvense (L.) Scop.","CANADA THISTLE"
"CICA11","Cirsium canescens Nutt.","prairie thistle"
"CIFL","Cirsium flodmanii (Rydb.) Arthur","Flodman's thistle"
"CIIN","Cichorium intybus L.","CHICORY"
"CIMA2","Cicuta maculata L.","spotted water hemlock"
"CIOC2","Cirsium ochrocentrum A. Gray","YELLOWSPINE THISTLE"
"CIRSI","Cirsium Mill.","thistle"
"CIUN","Cirsium undulatum (Nutt.) Spreng.","WAVYLEAF THISTLE"
"CIVU","Cirsium vulgare (Savi) Ten.","BULL THISTLE"
"CLAN","Cleomella angustifolia Torr.","NARROWLEAF RHOMBOPOD"
"CLEMA","Clematis L.","leather flower"
"CLFR","Clematis fremontii S. Watson","Fremont's leather flower"
"CLLI2","Clematis ligusticifolia Nutt.","western white clematis"
"CLLU2","Cleome lutea Hook.","yellow spiderflower"
"CLSE","Cleome serrulata Pursh","ROCKY MOUNTAIN BEEPLANT"
"CLVI5","Clematis virginiana L.","devil's darning needles"
"COAM8","Corispermum americanum (Nutt.) Nutt.","American bugseed"
"COAR4","Convolvulus arvensis L.","FIELD BINDWEED"
"COAU2","Corydalis aurea Willd.","scrambled eggs"
"COCA5","Conyza canadensis (L.) Cronquist","Canadian horseweed"
"COCO3","Commelina communis L.","ASIATIC DAYFLOWER"
"CODR","Cornus drummondii C.A. Mey.","ROUGHLEAF DOGWOOD"
"COER","Commelina erecta L.","whitemouth dayflower"
"COLA5","Coreopsis lanceolata L.","lanceleaf tickseed"
"COMA2","Conium maculatum L.","Poison hemlock"
"COMA25","Corallorhiza maculata (Raf.) Raf.","summer coralroot"
"COMME","Commelina L.","dayflower"
"CORAL5","Corallorhiza Gagnebin, orth. cons.","coralroot"
"COREO2","Coreopsis L.","tickseed"
"COTI3","Coreopsis tinctoria Nutt.","GOLDEN TICKSEED"
"COUM","Comandra umbellata (L.) Nutt.","BASTARD TOADFLAX"
"CRATA","Crataegus L.","hawthorn"
"CRCA8","Cryptantha cana (A. Nelson) Payson","mountain cryptantha"
"CRCE","Cryptantha celosioides (Eastw.) Payson","buttecandle"
"CRCIJ","Cryptantha cinerea (Greene) Cronquist var. jamesii (Torr.) Cronquist","James' cryptantha"
"CREPI","Crepis L.","HAWKSBEARD"
"CRFE3","Cryptantha fendleri (A. Gray) Greene","sanddune cryptantha"
"CRMI5","Cryptantha minima Rydb.","little cryptantha"
"CRSA4","Crotalaria sagittalis L.","arrowhead rattlebox"
"CRSU5","Crataegus succulenta Schrad. ex Link","FLESHY HAWTHORN"
"CRTE4","Croton texensis (Klotzsch) Müll. Arg.","TEXAS CROTON"
"CRTH","Cryptantha thyrsiflora (Greene) Payson","calcareous cryptantha"
"CRYPT","Cryptantha Lehm. ex G. Don","CRYPTANTHA"
"CUAP2","Cuscuta approximata Bab.","alfalfa dodder"
"CUCO3","Cuscuta coryli Engelm.","HAZEL DODDER"
"CUCU2","Cuscuta cuspidata Engelm.","CUSP DODDER"
"CUFO","Cucurbita foetidissima Kunth","Missouri gourd"
"CUGL3","Cuscuta glomerata Choisy","rope dodder"
"CUGR","Cuscuta gronovii Willd. ex Schult.","scaldweed"
"CUIN","Cuscuta indecora Choisy","bigseed alfalfa dodder"
"CUPE3","Cuscuta pentagona Engelm.","FIVEANGLED DODDER"
"CUPO","Cuscuta polygonorum Engelm.","SMARTWEED DODDER"
"CUSCU","Cuscuta L.","dodder"
"CYAC","Cymopterus acaulis (Pursh) Raf.","plains springparsley"
"CYAT","Cycloloma atriplicifolium (Spreng.) J.M. Coult.","winged pigweed"
"CYBI6","Cyperus bipartitus Torr.","SLENDER FLATSEDGE"
"CYES","Cyperus esculentus L.","chufa flatsedge"
"CYFR2","Cystopteris fragilis (L.) Bernh.","brittle bladderfern"
"CYLU2","Cyperus lupulinus (Spreng.) Marcks","Great Plains flatsedge"
"CYMO","Cymopterus montanus Nutt. ex Torr. & A. Gray","mountain springparsley"
"CYOF","Cynoglossum officinale L.","gypsyflower"
"CYPER","Cyperus L.","flatsedge"
"CYSC3","Cyperus schweinitzii Torr.","Schweinitz's flatsedge"
"CYSQ","Cyperus squarrosus L.","BEARDED FLATSEDGE"
"CYXA2","Cyclachaena xanthiifolia (Nutt.) Fresen.","giant sumpweed"
"DAAU","Dalea aurea Nutt. ex Pursh","golden prairie clover"
"DACA6","Daucus carota L.","Queen Anne's lace"
"DACA7","Dalea candida Michx. ex Willd.","white prairie clover"
"DACY","Dalea cylindriceps Barneby","Andean prairie clover"
"DAGL","Dactylis glomerata L.","ORCHARDGRASS"
"DALEA","Dalea L.","prairie clover"
"DAMU","Dalea multiflora (Nutt.) Shinners","roundhead prairie clover"
"DAPU5","Dalea purpurea Vent.","violet prairie clover"
"DAST","Datura stramonium L.","JIMSONWEED"
"DAVI","Dalea villosa (Nutt.) Spreng.","silky prairie clover"
"DECA3","Delphinium carolinianum Walter","CAROLINA LARKSPUR"
"DECA7","Desmodium canadense (L.) DC.","showy ticktrefoil"
"DECA8","Desmodium canescens (L.) DC.","hoary ticktrefoil"
"DECAV2","Delphinium carolinianum Walter ssp. virescens (Nutt.) R.E. Brooks","CAROLINA LARKSPUR"
"DEIL","Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald","prairie bundleflower"
"DEIL2","Desmodium illinoense A. Gray","Illinois ticktrefoil"
"DELPH","Delphinium L.","larkspur"
"DEPI","Descurainia pinnata (Walter) Britton","western tansymustard"
"DESCU","Descurainia Webb & Bethel.","tansymustard"
"DESMO","Desmodium Desv.","ticktrefoil"
"DESO2","Descurainia sophia (L.) Webb ex Prantl","herb sophia"
"DETR","Delphinium tricorne Michx.","dwarf larkspur"
"DIAR","Dianthus armeria L.","DEPTFORD PINK"
"DIFU2","Dipsacus fullonum L.","Fuller's teasel"
"DIGIT2","Digitaria Haller","crabgrass"
"DIIS","Digitaria ischaemum (Schreb.) Schreb. ex Muhl.","SMOOTH CRABGRASS"
"DILA4","Dipsacus laciniatus L.","cutleaf teasel"
"DILI2","Dichanthelium linearifolium (Scribn. ex Nash) Gould","slimleaf panicgrass"
"DIOL","Dichanthelium oligosanthes (Schult.) Gould","Heller's rosette grass"
"DIOLS","Dichanthelium oligosanthes (Schult.) Gould var. scribnerianum (Nash) Gould","Scribner's panicum"
"DIPSA","Dipsacus L.","teasel"
"DISA","Digitaria sanguinalis (L.) Scop.","HAIRY CRABGRASS"
"DISP","Distichlis spicata (L.) Greene","INLAND SALTGRASS"
"DIWI5","Dichanthelium wilcoxianum (Vasey) Freckmann","fall rosette grass"
"DOPU","Dodecatheon pulchellum (Raf.) Merr.","darkthroat shootingstar"
"DRCA11","Dryopteris carthusiana (Vill.) H.P. Fuchs","spinulose woodfern"
"DRPA2","Dracocephalum parviflorum Nutt.","American dragonhead"
"DRRE2","Draba reptans (Lam.) Fernald","Carolina draba"
"DYPA","Dyssodia papposa (Vent.) Hitchc.","fetid marigold"
"ECAN2","Echinacea angustifolia DC.","blacksamson echinacea"
"ECCR","Echinochloa crus-galli (L.) P. Beauv.","BARNYARDGRASS"
"ECHIN4","Echinochloa P. Beauv.","cockspur grass"
"ECLO","Echinocystis lobata (Michx.) Torr. & A. Gray","WILD CUCUMBER"
"ECMU2","Echinochloa muricata (P. Beauv.) Fernald","rough barnyardgrass"
"ECPA","Echinacea pallida (Nutt.) Nutt.","pale purple coneflower"
"ECVI2","Echinocereus viridiflorus Engelm.","nylon hedgehog cactus"
"ELAC","Eleocharis acicularis (L.) Roem. & Schult.","NEEDLE SPIKERUSH"
"ELAL7","Elymus albicans (Scribn. & J.G. Sm.) Á. Löve","Montana wheatgrass"
"ELAN","Elaeagnus angustifolia L.","RUSSIAN OLIVE"
"ELAT","Eleocharis atropurpurea (Retz.) J. Presl & C. Presl","purple spikerush"
"ELCA4","Elymus canadensis L.","CANADA WILDRYE"
"ELCO2","Eleocharis compressa Sull.","flatstem spikerush"
"ELEL5","Elymus elymoides (Raf.) Swezey","SQUIRRELTAIL"
"ELEN","Eleocharis engelmannii Steud.","Engelmann's spikerush"
"ELEOC","Eleocharis R. Br.","spikerush"
"ELHY","Elymus hystrix L.","eastern bottlebrush grass"
"ELIN3","Eleusine indica (L.) Gaertn.","Indian goosegrass"
"ELLA3","Elymus lanceolatus (Scribn. & J.G. Sm.) Gould","streambank wheatgrass"
"ELNY","Ellisia nyctelea (L.) L.","Aunt Lucy"
"ELPA3","Eleocharis palustris (L.) Roem. & Schult.","common spikerush"
"ELRE4","Elymus repens (L.) Gould","quackgrass"
"ELTR7","Elymus trachycaulus (Link) Gould ex Shinners","Slender wheatgrass"
"ELVI","Elymus villosus Muhl. ex Willd.","HAIRY WILDRYE"
"ELVI3","Elymus virginicus L.","VIRGINIA WILDRYE"
"ELYMU","Elymus L.","wildrye"
"EPCI","Epilobium ciliatum Raf.","fringed willowherb"
"EPILO","Epilobium L.","willowherb"
"EPLE2","Epilobium leptophyllum Raf.","bog willowherb"
"EQAR","Equisetum arvense L.","FIELD HORSETAIL"
"EQHY","Equisetum hyemale L.","SCOURINGRUSH HORSETAIL"
"EQLA","Equisetum laevigatum A. Braun","SMOOTH HORSETAIL"
"EQUIS","Equisetum L.","horsetail"
"ERAGR","Eragrostis von Wolf","lovegrass"
"ERAL4","Eriogonum alatum Torr.","winged buckwheat"
"ERAN","Erigeron annuus (L.) Pers.","eastern daisy fleabane"
"ERAN4","Eriogonum annuum Nutt.","annual buckwheat"
"ERAN6","Eriophorum angustifolium Honck.","tall cottongrass"
"ERBE2","Erigeron bellidiastrum Nutt.","western daisy fleabane"
"ERBR5","Eriogonum brevicaule Nutt.","shortstem buckwheat"
"ERCA14","Erysimum capitatum (Douglas ex Hook.) Greene","sanddune wallflower"
"ERCA4","Erigeron canus A. Gray","hoary fleabane"
"ERCE2","Eriogonum cernuum Nutt.","nodding buckwheat"
"ERCH9","Erysimum cheiranthoides L.","wormseed wallflower"
"ERCI","Eragrostis cilianensis (All.) Vign. ex Janchen","STINKGRASS"
"ERCI6","Erodium cicutarium (L.) L'Hér. ex Aiton","redstem stork's bill"
"ERCO8","Eriochloa contracta Hitchc.","PRAIRIE CUPGRASS"
"ERDI4","Erigeron divergens Torr. & A. Gray","SPREADING FLEABANE"
"EREF","Eriogonum effusum Nutt.","spreading buckwheat"
"ERFL4","Eriogonum flavum Nutt.","alpine golden buckwheat"
"ERGR8","Eriophorum gracile W.D.J. Koch","slender cottongrass"
"ERIGE2","Erigeron L.","fleabane"
"ERIOG","Eriogonum Michx.","buckwheat"
"ERIOP","Eriophorum L.","cottongrass"
"ERNA10","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird","RUBBER RABBITBRUSH"
"ERPA30","Ericameria parryi (A. Gray) G.L. Nesom & Baird","Parry's rabbitbrush"
"ERPE","Eragrostis pectinacea (Michx.) Nees ex Steud.","tufted lovegrass"
"ERPH","Erigeron philadelphicus L.","PHILADELPHIA FLEABANE"
"ERPU2","Erigeron pumilus Nutt.","SHAGGY FLEABANE"
"ERSP","Eragrostis spectabilis (Pursh) Steud.","PURPLE LOVEGRASS"
"ERST3","Erigeron strigosus Muhl. ex Willd.","PRAIRIE FLEABANE"
"ERTR3","Eragrostis trichodes (Nutt.) Alph. Wood","sand lovegrass"
"ERYSI","Erysimum L.","wallflower"
"ERYU","Eryngium yuccifolium Michx.","button eryngo"
"ESCOB","Escobaria Britton & Rose","foxtail cactus"
"ESMI3","Escobaria missouriensis (Sweet) D.R. Hunt","Missouri foxtail cactus"
"ESVI2","Escobaria vivipara (Nutt.) Buxbaum","spinystar"
"EUCO10","Euphorbia corollata L.","FLOWERING SPURGE"
"EUCY2","Euphorbia cyparissias L.","CYPRESS SPURGE"
"EUES","Euphorbia esula L.","LEAFY SPURGE"
"EUEX5","Eustoma exaltatum (L.) Salisb. ex G. Don","catchfly prairie gentian"
"EUGY","Euthamia gymnospermoides Greene","TEXAS GOLDENTOP"
