"Symbol","Scientific Name with Author","GSAT Common Name"
"EUCA5","Eupatorium capillifolium (Lam.) Small","DOGFENNEL"
"EUPHO","Euphorbia L.","spurge"
"GAAP2","Galium aparine L.","CATCHWEED BEDSTRAW"
"GECA5","Geranium carolinianum L.","CAROLINA GERANIUM"
"GERAN","Geranium L.","Geranium"
"GLMA4","Glycine max (L.) Merr.","soybean"
"GLTR","Gleditsia triacanthos L.","HONEYLOCUST"
"GOHI","Gossypium hirsutum L.","upland cotton"
"GOSSY","Gossypium L.","cotton"
"HEAM","Helenium amarum (Raf.) H. Rock","bitter sneezeweed"
"HEAN3","Helianthus annuus L.","sunflower"
"HELIA3","Helianthus L.","sunflower"
"HELIO2","Heliopsis Pers.","HELIOPSIS"
"HESU3","Heterotheca subaxillaris (Lam.) Britton & Rusby","CAMPHORWEED"
"HYRA3","Hypochaeris radicata L.","false dandelion"
"IMCY","Imperata cylindrica (L.) P. Beauv.","cogongrass"
"IPHE","Ipomoea hederacea Jacq.","IVYLEAF MORNINGGLORY"
"IPHE2","Ipomoea hederifolia L.","CYPRESSVINE MORNINGGLORY"
"IPLA","Ipomoea lacunosa L.","IVYLEAF MORNINGGLORY"
"IPOMO","Ipomoea L.","morningglory"
"IPPU2","Ipomoea purpurea (L.) Roth","IVYLEAF MORNINGGLORY"
"IPQU","Ipomoea quamoclit L.","CYPRESSVINE MORNINGGLORY"
"KUST","Kummerowia stipulacea (Maxim.) Makino","KOREAN LESPEDEZA"
"KUST2","Kummerowia striata (Thunb.) Schindl.","KOREAN LESPEDEZA"
"LAAM","Lamium amplexicaule L.","HENBIT"
"LAHI2","Lathyrus hirsutus L.","Caley pea"
"LECU","Lespedeza cuneata (Dum. Cours.) G. Don","sericea lespedeza"
"LEPTO","Leptochloa P. Beauv.","sprangletop"
"LESPE","Lespedeza Michx.","lespedeza"
"LEVI3","Lepidium virginicum L.","VIRGINIA PEPPERWEED"
"LEVU","Leucanthemum vulgare Lam.","oxeye daisy"
"LIJA","Ligustrum japonicum Thunb.","Japanese privet"
"LISI","Ligustrum sinense Lour.","Chinese privet"
"LIST2","Liquidambar styraciflua L.","SWEETGUM"
"LITU","Liriodendron tulipifera L.","tuliptree"
"LOJA","Lonicera japonica Thunb.","JAPANESE HONEYSUCKLE"
"LOPEM2","Lolium perenne L. ssp. multiflorum (Lam.) Husnot","ryegrass"
"LOUN","Lotus unifoliolatus (Hook.) Benth.","American bird's-foot trefoil"
"MAAN3","Malus angustifolia (Aiton) Michx.","southern crabapple"
"MANE","Malva neglecta Wallr.","COMMON MALLOW"
"MAPO","Maclura pomifera (Raf.) C.K. Schneid.","Osage orange"
"MELU","Medicago lupulina L.","BLACK MEDIC"
"MEOF","Melilotus officinalis (L.) Lam.","YELLOW SWEETCLOVER"
"MEOF","Melilotus officinalis (L.) Lam.","white sweetclover"
"MEPO3","Medicago polymorpha L.","BURCLOVER"
"MESA","Medicago sativa L.","ALFALFA"
"MUSC","Muhlenbergia schreberi J.F. Gmel.","nimblewill"
"OEBI","Oenothera biennis L.","common evening primrose"
"OELA","Oenothera laciniata Hill","cutleaf evening primrose"
"OPMO5","Opuntia monacantha (Willd.) Haw.","pricklypear"
"OXST","Oxalis stricta L.","pricklypear"
"PAAN7","Packera antennariifolia (Britton) W.A. Weber & Á. Löve","BEAKED PANICUM"
"PABO3","Paspalum boscianum Flueggé","BEAKED PANICUM"
"PACA6","Panicum capillare L.","WITCHGRASS"
"PADI","Panicum dichotomiflorum Michx.","fall panicgrass"
"PADI3","Paspalum dilatatum Poir.","DALLISGRASS"
"PANO2","Paspalum notatum Flueggé","BAHIAGRASS"
"PAQU2","Parthenocissus quinquefolia (L.) Planch.","VIRGINIA CREEPER"
"PASSI","Passiflora L.","passionflower"
"PAUR2","Paspalum urvillei Steud.","VASEYGRASS"
"PAVI2","Panicum virgatum L.","SWITCHGRASS"
"PEGL2","Pennisetum glaucum (L.) R. Br.","pearl millet"
"PHAM4","Phytolacca americana L.","pokeweed"
"PHAM4","Phytolacca americana L.","American pokeweed"
"PHAR3","Phalaris arundinacea L.","REED CANARYGRASS"
"PLANT","Plantago L.","plantain"
"PLAR3","Plantago aristata Michx.","BRACTED PLANTAIN"
"PLCA7","Pluchea camphorata (L.) DC.","camphor pluchea"
"PLLA","Plantago lanceolata L.","BUCKHORN PLANTAIN"
"PLRU","Plantago rugelii Decne.","blackseed plantain"
"PLUCH","Pluchea Cass.","CAMPHORWEED"
"POAN","Poa annua L.","ANNUAL BLUEGRASS"
"POAV","Polygonum aviculare L.","PROSTRATE KNOTWEED"
"POLYG4","Polygonum L.","knotweed"
"POOL","Portulaca oleracea L.","common purslane"
"POPE2","Polygonum pensylvanicum L.","PENNSYLVANIA SMARTWEED"
"PRUNU","Prunus L.","plum"
"PSEUD43","Pseudognaphalium Kirp.","CUDWEED"
"PUMOL","Pueraria montana (Lour.) Merr. var. lobata (Willd.) Maesen & S.M. Almeida ex Sanjappa & Predeep","kudzu"
"QUERC","Quercus L.","oak"
"QUST","Quercus stellata Wangenh.","POST OAK"
"RANUN","Ranunculus L.","buttercup"
"RARA2","Raphanus raphanistrum L.","WILD RADISH"
"RISC","Richardia scabra L.","WILD RADISH"
"ROBR","Rosa bracteata J.C. Wendl.","MACARTNEY ROSE"
"ROLA","Rosa laevigata Michx.","Cherokee rose"
"ROMU","Rosa multiflora Thunb.","MULTIFLORA ROSE"
"RUAC3","Rumex acetosella L.","RED SORREL"
"RUBUS","Rubus L.","blackberry"
"RUCR","Rumex crispus L.","CURLY DOCK"
"RUHI2","Rudbeckia hirta L.","BLACKEYED SUSAN"
"SCAR7","Schedonorus arundinaceus (Schreb.) Dumort., nom. cons.","tall fescue"
"SCSC","Schizachyrium scoparium (Michx.) Nash","LITTLE BLUESTEM"
"SECE","Secale cereale L.","cereal rye"
"SEOB4","Senna obtusifolia (L.) Irwin & Barneby","SICKLEPOD"
"SEVA4","Securigera varia (L.) Lassen","purple crownvetch"
"SISP","Sida spinosa L.","PRICKLY SIDA"
"SOBIB","Sorghum bicolor (L.) Moench ssp. bicolor","Sorghum"
"SOBID","Sorghum bicolor (L.) Moench ssp. drummondii (Nees ex Steud.) de Wet & Harlan","Sudangrass"
"SOCA3","Solanum carolinense L.","HORSENETTLE"
"SOEL","Solanum elaeagnifolium Cav.","SILVERLEAF NIGHTSHADE"
"SOHA","Sorghum halepense (L.) Pers.","JOHNSONGRASS"
"SOLID","Solidago L.","goldenrod"
"SONI","Solanum nigrum L.","BLACK NIGHTSHADE"
"SONU2","Sorghastrum nutans (L.) Nash","INDIANGRASS"
"SOOL","Sonchus oleraceus L.","sowthistle"
"SORGH2","Sorghum Moench","Sorghum"
"SPIN4","Sporobolus indicus (L.) R. Br.","smut grass"
"STME2","Stellaria media (L.) Vill.","CHICKWEED"
"SYMPH4","Symphyotrichum Nees","aster"
"SYPIP3","Symphyotrichum pilosum (Willd.) G.L. Nesom var. pilosum","White heath aster"
"TAOF","Taraxacum officinale F.H. Wigg.","common dandelion"
"TRAE","Triticum aestivum L.","WHEAT"
"TRDA3","Tripsacum dactyloides (L.) L.","Eastern gamagrass"
"TRIFO","Trifolium L.","clover"
"TRIN3","Trifolium incarnatum L.","CRIMSON CLOVER"
"TRPR2","Trifolium pratense L.","RED CLOVER"
"TRRE3","Trifolium repens L.","WHITE CLOVER"
"TRVE","Trifolium vesiculosum Savi","arrowleaf clover"
"URDI","Urtica dioica L.","STINGING NETTLE"
"URPL2","Urochloa platyphylla (Munro ex C. Wright) R.D. Webster","broadleaf signalgrass"
"VEBO","Verbena bonariensis L.","purpletop vervain"
"VEGIG","Vernonia gigantea (Walter) Trel. ssp. gigantea","Ironweed"
"VETH","Verbascum thapsus L.","common mullein"
"VICIA","Vicia L.","vetch"
"VIGR","Vicia grandiflora Scop.","vetch"
"VISA","Vicia sativa L.","common vetch"
"VIUN","Vigna unguiculata (L.) Walp.","cowpea"
"VIVI","Vicia villosa Roth","HAIRY VETCH"
"XANTH2","Xanthium L.","COCKLEBUR"
"XAST","Xanthium strumarium L.","common cocklebur"
"ZEMA","Zea mays L.","CORN"
