"Symbol","Scientific Name with Author","GSAT Common Name"
"AGPE","Agrostis perennans (Walter) Tuck.","AUTUMN BENT"
"AGPU","Agrimonia pubescens Wallr.","DOWNY AGRIMONY"
"AGPU5","Agalinis purpurea (L.) Pennell","purple false foxglove"
"AGRO3","Agrimonia rostellata Wallr.","WOODLAND AGRIMONY"
"AGSC","Agastache scrophulariifolia (Willd.) Kuntze","purple giant hyssop"
"AGSC5","Agrostis scabra Willd.","TICKLEGRASS"
"AGSK","Agalinis skinneriana (Alph. Wood) Britton","Skinner's false foxglove"
"AGST2","Agrostis stolonifera L.","SPREADING BENTGRASS"
"AGTE3","Agalinis tenuifolia (Vahl) Raf.","SLENDER-LEAF FALSE FOXGLOVE"
"AIAL","Ailanthus altissima (Mill.) Swingle","AILANTHUS"
"AJRE","Ajuga reptans L.","CARPET BUGLE"
"ALAE","Alopecurus aequalis Sobol.","SHORTAWN FOXTAIL"
"ALAL3","Alyssum alyssoides (L.) L.","PALE ALYSSUM"
"ALCA3","Allium canadense L.","wild onion"
"ALCA4","Alopecurus carolinianus Walter","CAROLINA FOXTAIL"
"ALGL2","Alnus glutinosa (L.) Gaertn.","BLACK ALDER"
"ALMY","Alopecurus myosuroides Huds.","MOUSE FOXTAIL"
"ALPE2","Allium perdulce S.V. Fraser","plains onion"
"ALPE4","Alliaria petiolata (M. Bieb.) Cavara & Grande","garlic mustard"
"ALPI2","Aliciella pinnatifida (Nutt. ex A. Gray) J.M. Porter","STICKY GILY-FLOWER"
"ALPR3","Alopecurus pratensis L.","MEADOW FOXTAIL"
"ALRO3","Alcea rosea L.","hollyhock"
"ALSA2","Allium sativum L.","GARLIC ONION"
"ALSE2","Alnus serrulata (Aiton) Willd.","SMOOTH ALDER"
"ALSI8","Alyssum simplex Rudolphi","EUROPEAN MADWORT"
"ALST","Allium stellatum Fraser ex Ker Gawl.","PINK WILD ONION"
"ALSU","Alisma subcordatum Raf.","SMALL-FLOWERED WATER PLANTAIN"
"ALTE","Allium textile A. Nelson & J.F. Macbr.","WHITE WILD ONION"
"ALTR7","Alisma triviale Pursh","water plantain"
"ALVI","Allium vineale L.","WILD GARLIC"
"AMAL","Amaranthus albus L.","tumble pigweed"
"AMAR","Amaranthus arenicola I.M. Johnst.","sandhill amaranth"
"AMAR2","Ambrosia artemisiifolia L.","ragweed"
"AMAR3","Amelanchier arborea (Michx. f.) Fernald","JUNEBERRY"
"AMAU2","Ammannia auriculata Willd.","EARLEAF AMMANNIA"
"AMBI2","Ambrosia bidentata Michx.","lanceleaf ragweed"
"AMBL","Amaranthus blitoides S. Watson","prostrate pigweed"
"AMBR2","Amphicarpaea bracteata (L.) Fernald","hogpeanut"
"AMCA3","Amaranthus caudatus L.","love-lies-bleeding"
"AMCA6","Amorpha canescens Pursh","LEADPLANT"
"AMCO","Ammannia coccinea Rottb.","PURPLE AMMANNIA"
"AMCO2","Ampelopsis cordata Michx.","RACCOON GRAPE"
"AMCO3","Ambrosia confertiflora DC.","WEAK-LEAF BURR-RAGWEED"
"AMDR","Amphiachyris dracunculoides (DC.) Nutt.","ANNUAL BROOMWEED"
"AMFR","Amorpha fruticosa L.","FALSE INDIGO"
"AMGR5","Ambrosia grayi (A. Nelson) Shinners","BUR RAGWEED"
"AMHY","Amaranthus hybridus L.","SMOOTH PIGWEED"
"AMIL","Amsonia illustris Woodson","Ozark bluestar"
"AMNA","Amorpha nana Nutt.","DWARF INDIGO"
"AMPA","Amaranthus palmeri S. Watson","PALMER PIGWEED"
"AMPO2","Amaranthus powellii S. Watson","ROUGH PIGWEED"
"AMPO4","Ammoselinum popei Torr. & A. Gray","PLAINS SAND-PARSLEY"
"AMPS","Ambrosia psilostachya DC.","WESTERN RAGWEED"
"AMRE","Amaranthus retroflexus L.","REDROOT PIGWEED"
"AMSA","Amelanchier sanguinea (Pursh) DC.","ROUND-LEAF SERVICE-BERRY"
"AMSP","Amaranthus spinosus L.","spiny pigweed"
"AMTA2","Amsonia tabernaemontana Walter","eastern bluestar"
"AMTR","Ambrosia trifida L.","GIANT RAGWEED"
"AMTU","Amaranthus tuberculatus (Moq.) Sauer","tall amaranth"
"ANAR","Anagallis arvensis L.","SCARLET PIMPERNEL"
"ANBE","Anemone berlandieri Pritz.","TENPETAL ANEMONE"
"ANCA8","Anemone canadensis L.","MEADOW ANEMONE"
"ANCA9","Anemone caroliniana Walter","CAROLINA ANEMONE"
"ANCO2","Anthemis cotula L.","MAYWEED"
"ANCO9","Androstephium coeruleum (Scheele) Greene","BLUE FUNNEL-LILY"
"ANCY","Anemone cylindrica A. Gray","CANDLE ANEMONE"
"ANGE","Andropogon gerardii Vitman","BIG BLUESTEM"
"ANGR2","Anethum graveolens L.","DILL"
"ANMI4","Anagallis minima (L.) Krause","pimpernel"
"ANNE","Antennaria neglecta Greene","FIELD PUSSYTOES"
"ANOC2","Androsace occidentalis Pursh","WESTERN ROCKJASMINE"
"ANPA9","Antennaria parlinii Fernald","PARLIN'S PUSSYTOES"
"ANPL","Antennaria plantaginifolia (L.) Richardson","PLAINLEAF PUSSYTOES"
"ANTE2","Andropogon ternarius Michx.","SPLITBEARD BLUESTEM"
"ANVI2","Andropogon virginicus L.","broomsedge"
"ANVIV2","Anemone virginiana L. var. virginiana","TALL THIMBLEWEED"
"APAM","Apios americana Medik.","GROUND NUT"
"APCA","Apocynum cannabinum L.","HEMP DOGBANE"
"APFL","Apocynum ×floribundum Greene (pro sp.) [androsaemifolium × cannabinum]","Dogbane"
"APHY","Aplectrum hyemale (Muhl. ex Willd.) Torr.","PUTTYROOT"
"ARAB3","Artemisia absinthium L.","wormwood"
"ARAD","Aristida adscensionis L.","SIXWEEKS THREEAWN"
"ARAN3","Artemisia annua L.","SWEET SAGEWORT"
"ARBA2","Aristida basiramea Engelm. ex Vasey","FORK TIP THREEAWN"
"ARBI2","Artemisia biennis Willd.","BIENNIAL SAGEWORT"
"ARCA","Arabis canadensis L.","SICKLEPOD"
"ARCAC","Artemisia campestris L. ssp. caudata (Michx.) H.M. Hall & Clem.","prairie sagewort"
"ARDE5","Argyrochosma dealbata (Pursh) Windham","cloak fern"
"ARDI4","Aristida dichotoma Michx.","CHURCHMOUSE THREEAWN"
"ARDO4","Arundo donax L.","GIANT-REED"
"ARDR3","Arisaema dracontium (L.) Schott","DRAGON ROOT"
"ARDR4","Artemisia dracunculus L.","FALSE TARRAGAN SAGEWORT"
"AREL3","Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl","TALL OATGRASS"
"ARFI2","Artemisia filifolia Torr.","SAND SAGEBRUSH"
"ARFR4","Artemisia frigida Willd.","fringed sagebrush"
"ARGI","Arundinaria gigantea (Walter) Muhl.","GIANT CANE"
"ARGL","Arabis glabra (L.) Bernh.","TOWER-MUSTARD"
"ARHI","Arabis hirsuta (L.) Scop.","HAIRY ROCKCRESS"
"ARHI3","Arthraxon hispidus (Thunb.) Makino","SMALL CARP GRASS"
"ARHU5","Argythamnia humilis (Engelm. & A. Gray) Müll. Arg.","WILD MERCURY"
"ARLA","Arabis laevigata (Muhl. ex Willd.) Poir.","SMOOTH ROCKCRESS"
"ARLA3","Arctium lappa L.","great burdock"
"ARLO16","Aristida longespica Poir.","SLIMSPIKE THREEAWN"
"ARLUM2","Artemisia ludoviciana Nutt. ssp. mexicana (Willd. ex Spreng.) D.D. Keck","LOUISIANA SAGEWORT"
"ARME4","Argemone mexicana L.","MEXICAN PRICKLY-POPPY"
"ARMEM","Argythamnia mercurialina (Nutt.) Müll. Arg. var. mercurialina","tall silverbush"
"ARMI2","Arctium minus Bernh.","burdock"
"ARMI5","Arabis missouriensis Greene","green rockcress"
"AROL","Aristida oligantha Michx.","PRAIRIE THREEAWN"
"ARPO2","Argemone polyanthemos (Fedde) G.B. Ownbey","PRICKLY POPPY"
"ARPU9","Aristida purpurea Nutt.","PURPLE THREEAWN"
"ARRA","Aralia racemosa L.","SPIKENAND"
"ARRA2","Aristida ramosissima Engelm. ex A. Gray","SLENDER THREEAWN"
"ARSE2","Arenaria serpyllifolia L.","THYMELEAF SANDWORT"
"ARSE3","Aristolochia serpentaria L.","Virginia-Snakeroot"
"ARSH2","Arabis shortii (Fernald) Gleason","rock cress"
"ARSQ","Argemone squarrosa Greene","HEDGEHOG PRICKLY POPPY"
"ARTO3","Aristolochia tomentosa Sims","WOOLLY DUTCHMAN'S-PIPE"
"ARTRT3","Arisaema triphyllum (L.) Schott ssp. triphyllum","JACK-IN-THE-PULPIT"
"ARVU","Artemisia vulgaris L.","SAGEWORT"
"ASAM","Asclepias amplexicaulis Sm.","BLUNTLEAF MILKWEED"
"ASAR","Asclepias arenaria Torr.","SAND MILKWEED"
"ASAS","Asclepias asperula (Decne.) Woodson","SPIDER ANTELOPE-HORNS"
"ASBI2","Astragalus bisulcatus (Hook.) A. Gray","TWO-GROOVE MILK-VETCH"
"ASCA11","Astragalus canadensis L.","CANADA MILKVETCH"
"ASDI4","Astragalus distortus Torr. & A. Gray","OZARK MILK-VETCH"
"ASEN","Asclepias engelmanniana Woodson","Engelmann's milkweed"
"ASGI5","Astragalus gilviflorus Sheldon","THREELEAVED MILKVETCH"
"ASGR3","Astragalus gracilis Nutt.","Slender milkvetch"
"ASHI","Asclepias hirtella (Pennell) Woodson","PRAIRIE MILKWEED"
"ASHY2","Astragalus hyalinus M.E. Jones","SUMMER MILK-VETCH"
"ASIN","Asclepias incarnata L.","SWAMP MILKWEED"
"ASIN14","Asclepias involucrata Engelm. ex Torr.","dwarf milkweed"
"ASINC","Astranthium integrifolium (Michx.) Nutt. ssp. ciliatum (Raf.) DeJong","western daisy"
"ASKEK","Astragalus kentrophyta A. Gray var. kentrophyta","SPINY MILK-VETCH"
"ASLA","Asclepias labriformis M.E. Jones","SMOOTH BLUE ASTER"
"ASLA3","Asclepias lanuginosa Nutt.","woolly milkweed"
"ASLA4","Asclepias latifolia (Torr.) Raf.","BROADLEAF MILKWEED"
"ASLO4","Astragalus lotiflorus Hook.","lotus milkvetch"
"ASMI10","Astragalus missouriensis Nutt.","MISSOURI MILKVETCH"
"ASMOM5","Astragalus mollissimus Torr. var. mollissimus","WOOLLY MILK-VETCH"
"ASNU4","Astragalus nuttallianus DC.","TURKEY-PEAS"
"ASPE5","Astragalus pectinatus (Douglas ex Hook.) Douglas ex G. Don","NARROWLEAF MILKVETCH"
"ASPL","Asplenium platyneuron (L.) Britton, Sterns & Poggenb.","ebony spleenwort"
"ASPL2","Astragalus plattensis Nutt.","GROUND PLUM"
"ASPR","Asperugo procumbens L.","CATCHWEED"
"ASPU","Asclepias pumila (A. Gray) Vail","PLAINS MILKWEED"
"ASPU2","Asclepias purpurascens L.","PURPLE MILKWEED"
"ASQU","Asclepias quadrifolia Jacq.","FOUR-LEAF MILKWEED"
"ASRAR2","Astragalus racemosus Pursh var. racemosus","CREAM MILK-VETCH"
"ASRE","Asplenium resiliens Kunze","BLACK-STEM SPLEENWORT"
"ASRH2","Asplenium rhizophyllum L.","walking fern"
"ASSE5","Astragalus sericoleucus A. Gray","SILKY MILK-VETCH"
"ASSP","Asclepias speciosa Torr.","SHOWY MILKWEED"
"ASSP6","Astragalus spatulatus Sheldon","TUFTED MILKVETCH"
"ASST","Asclepias stenophylla A. Gray","narrowleaf milkweed"
"ASSU2","Asclepias subverticillata (A. Gray) Vail","POISON MILKWEED"
"ASSU3","Asclepias sullivantii Engelm. ex A. Gray","SALLIVANT MILKWEED"
"ASSY","Asclepias syriaca L.","MILKWEED"
"ASTR","Asimina triloba (L.) Dunal","PAWPAW"
"ASTR2","Asplenium trichomanes L.","MAIDENHAIR SPLEENWORT"
"ASTU","Asclepias tuberosa L.","Butterfly milkweed"
"ASVE","Asclepias verticillata L.","WHORLED MILKWEED"
"ASVI","Asclepias viridiflora Raf.","GREEN MILKWEED"
"ASVI2","Asclepias viridis Walter","GREEN ANTELOPE-HORN"
"ATAR2","Atriplex argentea Nutt.","SILVERSCALE SALTBUSH"
"ATCA2","Atriplex canescens (Pursh) Nutt.","FOURWING SALTBUSH"
"ATPR","Atriplex prostrata Bouchér ex DC.","HASTATE ORACHE"
"AUGR","Aureolaria grandiflora (Benth.) Pennell","LARGE-FLOWER YELLOW FALSE FOXG"
"AVFA","Avena fatua L.","WILD OAT"
"AVSA","Avena sativa L.","OATS"
"BAAL","Baptisia alba (L.) Vent.","white wild indigo"
"BAAU","Baptisia australis (L.) R. Br.","blue wild indigo"
"BABI4","Baptisia ×bicolor Greenm. & Larisey [australis × bracteata]","BAPTISIA BICOLOR"
"BABR2","Baptisia bracteata Muhl. ex Elliott","LONG-BRACT WILD INDIGO"
"BARO","Bacopa rotundifolia (Michx.) Wettst.","DISK WATERHYSSOP"
"BASA","Baccharis salicina Torr. & A. Gray","Willow baccharis"
"BASC5","Bassia scoparia (L.) A.J. Scott","KOCHIA"
"BAVU","Barbarea vulgaris W.T. Aiton","BITTER WINTERCRESS"
"BAWR","Baccharis wrightii A. Gray","WRIGHT BACCHARIS"
"BEBE4","Berlandiera betonicifolia (Hook.) Small","TEXAS BERLANDIERA"
"BECH","Belamcanda chinensis (L.) DC.","blackberry lily"
"BEER","Berula erecta (Huds.) Coville","WATER PARSNIP"
"BEIN2","Berteroa incana (L.) DC.","HOARY FALSEALYSSUM"
"BELY","Berlandiera lyrata Benth.","WIRELEAF BERLANDIERA"
"BEMU","Berteroa mutabilis (Vent.) DC.","roadside false madwort"
"BENI","Betula nigra L.","RIVER BIRCH"
"BESY","Beckmannia syzigachne (Steud.) Fernald","AMERICAN SLOUGH GRASS"
"BETE","Bergia texana (Hook.) Seub. ex Walp.","TEXAS BERGIA"
"BETH","Berberis thunbergii DC.","JAPANESE BARBERRY"
"BEVU","Berberis vulgaris L.","barberry"
"BIBI7","Bidens bipinnata L.","Spanish needles"
"BICE","Bidens cernua L.","NODDING BEGGARTICKS"
"BICO5","Bidens connata Muhl. ex Willd.","PURPLE-STEM BEGGARTICKS"
"BITR","Bidens tripartita L.","beggarticks"
"BIVU","Bidens vulgata Greene","TALL BEGGARTICKS"
"BLCI","Blephilia ciliata (L.) Benth.","downy pagoda-plant"
"BLHI","Blephilia hirsuta (Pursh) Benth.","WOOD MINT"
"BOAS","Boltonia asteroides (L.) L'Hér.","WHITE DOLL'S-DAISY"
"BOASR","Boltonia asteroides (L.) L'Hér. var. recognita (Fernald & Grisc.) Cronquist","WHITE BOLTANIA"
"BOBA2","Bouteloua barbata Lag.","SIXWEEKS GRAMA"
"BOBA3","Bothriochloa barbinodis (Lag.) Herter","CANE BLUESTEM"
"BOBL","Bothriochloa bladhii (Retz.) S.T. Blake","Caucasian bluestem"
"BOCU","Bouteloua curtipendula (Michx.) Torr.","SIDEOATS GRAMA"
"BOCY","Boehmeria cylindrica (L.) Sw.","SMALLSPIKE FALSENETTLE"
"BODA2","Bouteloua dactyloides (Nutt.) J.T. Columbus","BUFFALOGRASS"
"BODI2","Botrychium dissectum Spreng.","Cut-Leaf Grape Fern"
"BOFL3","Bolboschoenus fluviatilis (Torr.) Soják","RIVER BULRUSH"
"BOGR2","Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths","BLUE GRAMA"
"BOHI2","Bouteloua hirsuta Lag.","HAIRY GRAMA"
"BOLA2","Bothriochloa laguroides (DC.) Herter","SILVER BEARD GRASS"
"BOMA7","Bolboschoenus maritimus (L.) Palla","SALTMARSH BULRUSH"
"BOSA","Bothriochloa saccharoides (Sw.) Rydb.","silver bluestem"
"BOVI","Botrychium virginianum (L.) Sw.","RATTLESNAKE FERN"
"BRAR5","Bromus arvensis L.","JAPANESE BROME"
"BRBR2","Brickellia brachyphylla (A. Gray) A. Gray","plumed brickellbush"
"BRBR5","Bromus briziformis Fisch. & C.A. Mey.","RATTLESNAKE BROME"
"BRCA6","Bromus catharticus Vahl","RESCUEGRASS"
"BRCI2","Bromus ciliatus L.","CANADA BROME"
"BRER2","Brachyelytrum erectum (Schreb. ex Spreng.) P. Beauv.","BEARDED SHORTHUSK"
"BREUE","Brickellia eupatorioides (L.) Shinners var. eupatorioides","FALSE BONESET"
"BRGR","Brickellia grandiflora (Hook.) Nutt.","TASSELFLOWER BRICKELLIA"
"BRHOH","Bromus hordeaceus L. ssp. hordeaceus","SOFT BROME"
"BRIN2","Bromus inermis Leyss.","SMOOTH BROME"
"BRJU","Brassica juncea (L.) Czern.","INDIAN MUSTARD"
"BRLA4","Bromus latiglumis (Shear) Hitchc.","EARLY-LEAF BROME"
"BRNI","Brassica nigra (L.) W.D.J. Koch","BLACK MUSTARD"
"BRPA4","Broussonetia papyrifera (L.) L'Hér. ex Vent.","PAPER MULBERRY"
"BRPU6","Bromus pubescens Muhl. ex Willd.","HAIRY WOODLAND BROME"
"BRRA2","Bromus racemosus L.","BALD BROME"
"BRRA2","Bromus racemosus L.","hairy brome"
"BRRAR","Brassica rapa L. var. rapa","WILD TURNIP"
"BRSE","Bromus secalinus L.","CHEAT GRASS"
"BRSQ2","Bromus squarrosus L.","CORN BROME"
"BRTE","Bromus tectorum L.","DOWNY BROME"
"BUAM","Buchnera americana L.","BLUE HEARTS"
"BUAR3","Buglossoides arvensis (L.) I.M. Johnst.","corn gromwell"
"BUCAC","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke ssp. capillaris","DENSE-TUFT HAIR SEDGE"
"CAAC","Carduus acanthoides L.","SPINY THISTLE"
"CAAG2","Carex aggregata Mack.","GLOMERATC SEDGE"
"CAAL","Callirhoe alcaeoides (Michx.) A. Gray","PALE POPPYMALLOW"
"CAAL25","Carex albicans Willd. ex Spreng.","WHITE-TINGE SEDGE"
"CAAM18","Campanulastrum americanum (L.) Small","AMERICAN BELLFLOWER"
"CAAM8","Carex amphibola Steud.","NARROWLEAF SEDGE"
"CAAN2","Camassia angusta (Engelm. & A. Gray) Blank.","prairie camas"
"CAAQ","Carex aquatilis Wahlenb.","LEAFY TUSSOCK SEDGE"
"CAAR18","Caragana arborescens Lam.","SIBERIAN PEASHRUB"
"CAAR5","Carex arkansana (L.H. Bailey) L.H. Bailey","Arkansas sedge"
"CAAT2","Carex atherodes Spreng.","wheat sedge"
"CAAU3","Carex aurea Nutt.","GOLDEN-FRUIT SEDGE"
"CAAU6","Carex austrina (Small) Mack.","southern sedge"
"CABE6","Calylophus berlandieri Spach","Berlandier's sundrops"
"CABI3","Carex bicknellii Britton","BICKNELL SEDGE"
"CABI8","Catalpa bignonioides Walter","SOUTHERN CATALPA"
"CABL","Carex blanda Dewey","WOODLAND SEDGE"
"CABR10","Carex brevior (Dewey) Mack.","STRAW SEDGE"
"CABU2","Capsella bursa-pastoris (L.) Medik.","SHEPHERDSPURSE"
"CABU3","Cardamine bulbosa (Schreb. ex Muhl.) Britton, Sterns & Poggenb.","BULB BITTERCRESS"
"CABU5","Carex bushii Mack.","BUSH SEDGE"
"CABU6","Carex buxbaumii Wahlenb.","BROWN BOG SEDGE"
"CABU8","Callirhoe bushii Fernald","BUSH'S POPPY-MALLOW"
"CACA","Cabomba caroliniana A. Gray","fanwort"
"CACA15","Carex caroliniana Schwein.","Carolina sedge"
"CACA4","Calamagrostis canadensis (Michx.) P. Beauv.","BLUEJOINT REEDGRASS"
"CACAC10","Calamagrostis canadensis (Michx.) P. Beauv. var. canadensis","SCRIBNER REEDGRASS"
"CACE","Carex cephalophora Muhl. ex Willd.","WOODBANK SEDGE"
"CACO13","Carex conjuncta Boott","soft fox sedge"
"CACO15","Carya cordiformis (Wangenh.) K. Koch","PIGNUT HICKORY"
"CACO17","Castilleja coccinea (L.) Spreng.","Indian paintbrush"
"CACO26","Cardamine concatenata (Michx.) Sw.","CUT-LEAF TOOTHWORT"
"CACR3","Carex crawei Dewey","CRAWE'S SEDGE"
"CACR8","Carex crus-corvi Shuttlw. ex Kunze","RAVEN-FOOT SEDGE"
"CADI2","Callirhoe digitata Nutt.","FINGER POPPYMALLOW"
"CADR","Cardaria draba (L.) Desv.","HOARY CRESS"
"CADU6","Carex duriuscula C.A. Mey.","SPIKE-RUSH SEDGE"
"CAEM2","Carex emoryi Dewey","EMORY SEDGE"
"CAFI","Carex filifolia Nutt.","THREAD-LEAF SEDGE"
"CAFI5","Carex fissa Mack.","hammock sedge"
"CAFL3","Carex flaccosperma Dewey","THIN-FRUIT SEDGE"
"CAFR3","Carex frankii Kunth","FRANK SEDGE"
"CAGI3","Calamovilfa gigantea (Nutt.) Scribn. & Merr.","BIG SANDREED"
"CAGR3","Carex granularis Muhl. ex Willd.","MEADOW SEDGE"
"CAGR4","Carex gravida L.H. Bailey","HEAVY SEDGE"
"CAGR5","Carex grayi Carey","Gray's sedge"
"CAHA13","Cardiospermum halicacabum L.","LOVE-IN-A-PUFF"
"CAHA14","Calylophus hartwegii (Benth.) P.H. Raven","Hartweg's sundrops"
"CAHE3","Callitriche heterophylla Pursh","WATER STARWORT"
"CAHI5","Carex hirtifolia Mack.","pubescent sedge"
"CAHI6","Carex hirsutella Mack.","FUZZY-WUZZY SEDGE"
"CAHI8","Carex hitchcockiana Dewey","Hitchcock's sedge"
"CAHY3","Carex hyalinolepis Steud.","THIN SCALE SEDGE"
"CAHY4","Carex hystericina Muhl. ex Willd.","BOTTLEBRUSH SEDGE"
"CAIL2","Carya illinoinensis (Wangenh.) K. Koch","PECAN"
"CAIN11","Carex interior L.H. Bailey","INLAND SEDGE"
"CAIN2","Callirhoe involucrata (Torr. & A. Gray) A. Gray","purple poppymallow"
"CAIN9","Carex inops L.H. Bailey","LONG-STOLON SEDGE"
"CAJA2","Carex jamesii Schwein.","James' sedge"
"CALA12","Carex laeviconica Dewey","smoothcone sedge"
"CALA16","Carex lacustris Willd.","LAKEBANK SEDGE"
"CALA21","Carya laciniosa (Michx. f.) G. Don","SHELLBARK HICKORY"
"CALA38","Calylophus lavandulifolius (Torr. & A. Gray) P.H. Raven","LAVENDER-LEAF SUNDROPS"
"CALE2","Callirhoe leiocarpa R.F. Martin","TALL POPPY-MALLOW"
"CALE6","Carex leavenworthii Dewey","LEAVENWORTH SEDGE"
"CALO","Calamovilfa longifolia (Hook.) Scribn.","PRAIRIE SANDREED"
"CALU4","Carex lupulina Muhl. ex Willd.","hop sedge"
"CALY2","Calycocarpum lyonii (Pursh) A. Gray","cupseed"
"CAME10","Carex melanostachya M. Bieb. ex Willd.","Great Plains sedge"
"CAMI2","Camelina microcarpa Andrz. ex DC.","SMALL SEEDED FALSEFLAX"
"CAMI5","Carex microdonta Torr. & Hook.","littletooth sedge"
"CAMI8","Carex microrhyncha Mack.","LITTLE-SNOUT SEDGE"
"CAMO11","Carex molesta Mack. ex Bright","TROUBLESOME SEDGE"
"CAMU9","Carex muskingumensis Schwein.","Muskingum sedge"
"CANE2","Carex nebrascensis Dewey","NEBRASKA SEDGE"
"CANO","Carex normalis Mack.","greater straw sedge"
"CANU4","Carduus nutans L.","MUSK THISTLE"
"CAOK","Carex oklahomensis Mack.","Oklahoma sedge"
"CAOL2","Carex oligocarpa Schkuhr ex Willd.","richwoods sedge"
"CAOV2","Carya ovata (Mill.) K. Koch","SHAGBARK HICKORY"
"CAPA12","Cardamine parviflora L.","SMALLFLOWER BITTER CRESS"
"CAPA5","Caltha palustris L.","YELLOW MARSHMARIGOLD"
"CAPAA2","Cardamine parviflora L. var. arenicola (Britton) O.E. Schulz","SAND BITTERCRESS"
"CAPE3","Cardamine pensylvanica Muhl. ex Willd.","PENNSYLVANIA BITTERCRESS"
"CAPE42","Carex pellita Muhl. ex Willd.","WOOLY SEDGE"
"CAPE6","Carex pensylvanica Lam.","Pennsylvania sedge"
"CAPU11","Castilleja purpurea (Nutt.) G. Don","prairie Indian paintbrush"
"CAPU6","Cardaria pubescens (C.A. Mey.) Jarmolenko","GLOBE-POD HOARYCRESS"
"CARA","Campanula rapunculoides L.","European bellflower"
"CARA2","Campsis radicans (L.) Seem. ex Bureau","TRUMPET-CREEPER"
"CARE9","Carex retroflexa Muhl. ex Willd.","reflexed sedge"
"CARO22","Carex rosea Schkuhr ex Willd.","ROSY SEDGE"
"CARU15","Camelina rumelica Velen.","graceful false flax"
"CASA2","Camelina sativa (L.) Crantz","GOLD-OF-PLEASURE"
"CASA3","Cannabis sativa L.","HEMP MARIJUANA"
"CASA8","Carex sartwellii Dewey","SARTWELL'S SEDGE"
"CASC5","Camassia scilloides (Raf.) Cory","EASTERN CAMASS"
"CASE12","Calylophus serrulatus (Nutt.) P.H. Raven","SERRATELEAF EVENINGPRIMROSE"
"CASE13","Calystegia sepium (L.) R. Br.","HEDGE FALSE BINDWEED"
"CASE5","Castilleja sessiliflora Pursh","DOWNY YELLOW PAINTBRUSH"
"CASH2","Carex shortiana Dewey","Short's sedge"
"CASI10","Calystegia silvatica (Kit.) Griseb.","SHORT-STALK FALSE BINDWEED"
"CASP8","Catalpa speciosa (Warder) Warder ex Engelm.","Catalpa"
"CASQ2","Carex squarrosa L.","squarrose sedge"
"CAST","Callitriche stagnalis Scop.","NEEDLELEAF SEDGE"
"CAST5","Carex stipata Muhl. ex Willd.","SAWBEAK SEDGE"
"CAST8","Carex stricta Lam.","UPTIGHT SEDGE"
