"Symbol","Scientific Name with Author","GSAT Common Name"
"ERCA14","Erysimum capitatum (Douglas ex Hook.) Greene","WESTERN WALLFLOWER"
"ERCI","Eragrostis cilianensis (All.) Vign. ex Janchen","STINKGRASS"
"ERCI6","Erodium cicutarium (L.) L'Hér. ex Aiton","alfileria ( Arizona redstem filaree)"
"ERFL","Erigeron flagellaris A. Gray","TRAILING FLEABANE"
"ERGY","Eriogonum gypsophilum Wooton & Standl.","gyp wildbuckwheat"
"ERIGE2","Erigeron L.","fleabane spp. (common)"
"ERIN","Eragrostis intermedia Hitchc.","plains lovegrass"
"ERIOG","Eriogonum Michx.","WILD BUCKWHEAT"
"ERNAN5","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird ssp. nauseosa var. nauseosa","RUBBER RABBITBRUSH"
"ERPAP10","Ericameria parryi (A. Gray) G.L. Nesom & Baird var. parryi","green rabbitbrush"
"ERPEP2","Eragrostis pectinacea (Michx.) Nees ex Steud. var. pectinacea","PURPLE LOVEGRASS"
"ERPI5","Erioneuron pilosum (Buckley) Nash","HAIRY TRIDENS"
"ERSE","Eragrostis secundiflora J. Presl","red lovegrass"
"ERSE2","Eragrostis sessilispica Buckley","tumble lovegrass"
"ERWR","Eriogonum wrightii Torr. ex Benth.","Wright's buckwheat"
"EUPHO","Euphorbia L.","spurge spp."
"FAPA","Fallugia paradoxa (D. Don) Endl. ex Torr.","APACHEPLUME"
"FEAR2","Festuca arizonica Vasey","Arizona fescue"
"FEID","Festuca idahoensis Elmer","Idaho fescue"
"FEOV","Festuca ovina L.","sheep fescue"
"FERU","Fendlera rupicola A. Gray","cliff fendlerbush"
"FERU2","Festuca rubra L.","RED FESCUE"
"FESTU","Festuca L.","fescue"
"FETH","Festuca thurberi Vasey","Thurber fescue"
"FLCE","Flourensia cernua DC.","tarbush"
"FOPUP","Forestiera pubescens Nutt. var. pubescens","New Mexico olive (stretchberry)"
"FOSP2","Fouquieria splendens Engelm.","ocotillo"
"FRANG","Frangula Mill.","buckthorn"
"GAPU","Gaillardia pulchella Foug.","rosering gaillardia"
"GAWR3","Garrya wrightii Torr.","Wright's silktassel"
"GENTI","Gentiana L.","gentian spp."
"GERAN","Geranium L.","geranium spp."
"GILIA","Gilia Ruiz & Pav.","gilia spp."
"GLLE3","Glycyrrhiza lepidota Pursh","AMERICAN LICORICE"
"GRSQ","Grindelia squarrosa (Pursh) Dunal","CURLYCUP GUMWEED"
"GUSA2","Gutierrezia sarothrae (Pursh) Britton & Rusby","BROOM SNAKEWEED"
"HEAN3","Helianthus annuus L.","sunflower"
"HECO10","Heteropogon contortus (L.) P. Beauv. ex Roem. & Schult.","tanglehead"
"HECO26","Hesperostipa comata (Trin. & Rupr.) Barkworth","NEEDLEANDTHREAD"
"HECO5","Heliotropium convolvulaceum (Nutt.) A. Gray","phlox heliotrophe"
"HEMA80","Heracleum maximum W. Bartram","cowparsnip (common)"
"HEMUM","Heliomeris multiflora Nutt. var. multiflora","showy goldeneye"
"HENE5","Hesperostipa neomexicana (Thurb. ex J.M. Coult.) Barkworth","New Mexico feathergrass"
"HEPE","Helianthus petiolaris Nutt.","PRAIRIE SUNFLOWER"
"HEUCH","Heuchera L.","ALUMROOT"
"HEVI4","Heterotheca villosa (Pursh) Shinners","hairy false goldaster"
"HIBE","Hilaria belangeri (Steud.) Nash","curley mesquite"
"HOBR2","Hordeum brachyantherum Nevski","MEADOW BARLEY"
"HOFFM","Hoffmannseggia Cav.","rushpea"
"HOGL2","Hoffmannseggia glauca (Ortega) Eifert","Indian rushpea"
"HOJU","Hordeum jubatum L.","FOXTAIL BARLEY"
"HYOD","Hymenoxys odorata DC.","bitter rubberweed"
"HYRI","Hymenoxys richardsonii (Hook.) Cockerell","rubberweed (Colorado)"
"HYSP","Hydrolea spinosa L.","hymenopapus spp."
"IRMI","Iris missouriensis Nutt.","Rocky Mountain iris"
"ISPL","Isocoma pluriflora (Torr. & A. Gray) Greene","rayless goldenrod"
"IVA","Iva L.","iva spp. (marsh elder)"
"JUARL","Juncus arcticus Willd. ssp. littoralis (Engelm.) Hultén","BALTIC RUSH"
"JUDE2","Juniperus deppeana Steud.","alligator bark juniper"
"JUMA","Juglans major (Torr.) A. Heller","New Mexico walnut"
"JUMO","Juniperus monosperma (Engelm.) Sarg.","oneseed juniper"
"JUNIP","Juniperus L.","juniper spp."
"JUSC2","Juniperus scopulorum Sarg.","ROCKY MOUNTAIN JUNIPER"
"JUTE","Juncus tenuis Willd.","poverty rush"
"KOMA","Koeleria macrantha (Ledeb.) Schult.","PRAIRIE JUNEGRASS"
"KOSP","Koeberlinia spinosa Zucc.","allthorn (crown of thorns)"
"KRER","Krameria erecta Willd. ex Schult.","range ratany (littleleaf)"
"KRLA2","Krascheninnikovia lanata (Pursh) A. Meeuse & Smit","WINTERFAT"
"LAEU","Lathyrus eucosmus Butters & H. St. John","peavine (poush vetchling)"
"LASE","Lactuca serriola L.","PRICKLY LETTUCE"
"LATHY","Lathyrus L.","peavine spp."
"LATR2","Larrea tridentata (DC.) Coville","creosotebush"
"LEDU","Leptochloa dubia (Kunth) Nees","green srangletop"
"LELA2","Lepidium latifolium L.","peppergrass mustard"
"LESQU","Lesquerella S. Watson","bladderpod spp."
"LIGR6","Lippia graveolens Kunth","Wright's lippia (Mexican oregano)"
"LILE3","Linum lewisii Pursh","LEWIS FLAX"
"LINUM","Linum L.","flax spp."
"LIPU","Liatris punctata Hook.","dotted gayfeather (blazingstar)"
"LOTUS","Lotus L.","deervetch spp. (lotus, treefoil)"
"LUAL5","Lupinus ×alpestris A. Nelson (pro sp.) [argenteus × caudatus]","lupine (Great Basin)"
"LYPA","Lycium pallidum Miers","pale wolfberry (desert thorn)"
"LYPH","Lycurus phleoides Kunth","WOLFTAIL"
"MAPIG2","Machaeranthera pinnatifida (Hook.) Shinners ssp. gooddingii (A. Nelson) B.L. Turner & R.L. Hartm. var. gooddingii","cutleaf haplopappus (Gooding's tansyaster)"
"MARE11","Mahonia repens (Lindl.) G. Don","creeping mahonia"
"MATR3","Mahonia trifoliolata (Moric.) Fedde","algerita"
"MAVU","Marrubium vulgare L.","HOREHOUND"
"MELE2","Melampodium leucanthum Torr. & A. Gray","PLAINS BLACKFOOT"
"MELIL","Melilotus Mill.","sweetclover"
"MELU","Medicago lupulina L.","BLACK MEDIC"
"MEMU3","Mentzelia multiflora (Nutt.) A. Gray","stickleaf (adonis blazingstar)"
"MEOF","Melilotus officinalis (L.) Lam.","YELLOW SWEETCLOVER"
"MEPU3","Mentzelia pumila Nutt. ex Torr. & A. Gray","mentzelia (dwarf)"
"MESP3","Mentha spicata L.","bush mint (spearmint)"
"MIACB","Mimosa aculeaticarpa Ortega var. biuncifera (Benth.) Barneby","catclaw mimosa"
"MIGL3","Mirabilis glabra (S. Watson) Standl.","smooth four-o'clock"
"MIMU","Mirabilis multiflora (Torr.) A. Gray","trailing four-o'clock (Colorado four-o'clock)"
"MIRU5","Mimosa rupertiana B.L. Turner","sensitive (eastern sensitive plant)"
"MOCI","Monarda citriodora Cerv. ex Lag.","LEMON BEEBALM"
"MOPE","Monarda pectinata Nutt.","pony beebalm"
"MUAR","Muhlenbergia arenacea (Buckley) Hitchc.","ear muhly"
"MUAR2","Muhlenbergia arenicola Buckley","SAND MUHLY"
"MUAS","Muhlenbergia asperifolia (Nees & Meyen ex Trin.) Parodi","alkali muhly (scratchgrass)"
"MUCU3","Muhlenbergia cuspidata (Torr. ex Hook.) Rydb.","PLAINS MUHLY"
"MUEM","Muhlenbergia emersleyi Vasey","bullgrass"
"MUFI2","Muhlenbergia filiformis (Thurb. ex S. Watson) Rydb.","PULLUP MUHLY"
"MUHLE","Muhlenbergia Schreb.","muhly spp."
"MULO","Muhlenbergia longiligula Hitchc.","longtongue muhly"
"MUMO","Muhlenbergia montana (Nutt.) Hitchc.","MOUNTAIN MUHLY"
"MUPA2","Muhlenbergia pauciflora Buckley","New Mexico muhly"
"MUPO2","Muhlenbergia porteri Scribn. ex Beal","bush muhly"
"MUPU2","Muhlenbergia pungens Thurb.","SANDHILL MUHLY"
"MURA","Muhlenbergia racemosa (Michx.) Britton, Sterns & Poggenb.","marsh muhly"
"MURE","Muhlenbergia repens (J. Presl) Hitchc.","red muhly"
"MURI","Muhlenbergia richardsonis (Trin.) Rydb.","mat muhly"
"MURI2","Muhlenbergia rigens (Benth.) Hitchc.","deergrass"
"MURI3","Muhlenbergia rigida (Kunth) Trin.","Metcalf muhly (purple)"
"MUSE","Muhlenbergia setifolia Vasey","curlyleaf muhly"
"MUSQ3","Munroa squarrosa (Nutt.) Torr.","FALSE BUFFALOGRASS"
"MUTO2","Muhlenbergia torreyi (Kunth) Hitchc. ex Bush","RING MUHLY"
"MUWR","Muhlenbergia wrightii Vasey ex J.M. Coult.","spike muhly"
"NACA","Nama carnosum (Wooton) C.L. Hitchc.","gyp nama (sand fiddle leaf)"
"NAMA4","Nama L.","nama spp. (fiddleleaf)"
"NAVI4","Nassella viridula (Trin.) Barkworth","green needlegrass"
"NIAT","Nicotiana attenuata Torr. ex S. Watson","coyote tabacco"
"NOMI","Nolina microcarpa S. Watson","SACAHUISTA"
"OEAL","Oenothera albicaulis Pursh","halfshrub sundrop (whitest evening primrose)"
"OEBI","Oenothera biennis L.","evening primrose (common)"
"OECI","Oenothera cinerea (Wooton & Standl.) W.L. Wagner & Hoch","woolly beeblossom (gaura)"
"OESU3","Oenothera suffrutescens (Ser.) W.L. Wagner & Hoch","scarlet beeblossom (gaura)"
"OPPO","Opuntia polyacantha Haw.","PLAINS PRICKLYPEAR"
"OPUNT","Opuntia Mill.","cactus spp."
"OXLA3","Oxytropis lambertii Pursh","purple locoweed"
"OXSES","Oxytropis sericea Nutt. var. sericea","white locoweed"
"PABU","Panicum bulbosum Kunth","bulb panicum"
"PACA15","Packera cana (Hook.) W.A. Weber & Á. Löve","woolly groundsel"
"PADI6","Paspalum distichum L.","KNOTGRASS"
"PAHA","Panicum hallii Vasey","Hall's panicum"
"PAHA2","Panicum havardii Vasey","Havard's panicum"
"PAIN2","Parthenium incanum Kunth","mariola"
"PAOB","Panicum obtusum Kunth","vine-mesquite"
"PARO","Palafoxia rosea (Bush) Cory","pink palafoxia (rosy)"
"PASE5","Paspalum setaceum Michx.","sand paspalum"
"PASM","Pascopyrum smithii (Rydb.) Á. Löve","WESTERN WHEATGRASS"
"PAVA2","Pappophorum vaginatum Buckley","whiplash pappusgrass"
"PAVI2","Panicum virgatum L.","SWITCHGRASS"
"PENST","Penstemon Schmidel","penstemon spp. (beard tongue)"
"PHAL2","Phleum alpinum L.","alpine timothy"
"PHAU7","Phragmites australis (Cav.) Trin. ex Steud.","reedgrass spp. (common)"
"PHINT","Phacelia integrifolia Torr. var. texana (J. Voss) N.D. Atwood","SCORPION WEED"
"PHLOX","Phlox L.","phlox spp."
"PHORA","Phoradendron Nutt.","mistletoe"
"PHPR3","Phleum pratense L.","TIMOTHY"
"PHVI5","Physalis virginiana Mill.","ground cherry (Virginia)"
"PIDE4","Picrothamnus desertorum Nutt.","bud sagebrush"
"PIED","Pinus edulis Engelm.","pinon pine"
"PIFI","Piptochaetium fimbriatum (Kunth) Hitchc.","pinon ricegrass"
"PIMI","Piptatheropsis micrantha (Trin. & Rupr.) Romasch., P.M. Peterson & R.J. Soreng","littleseed ricegrass"
"PIPO","Pinus ponderosa Lawson & C. Lawson","PONDEROSA PINE"
"PLJA","Pleuraphis jamesii Torr.","GALLETA"
"PLMU3","Pleuraphis mutica Buckley","TOBOSA"
"PLPA2","Plantago patagonica Jacq.","woolly plantian"
"PLSE","Pluchea sericea (Nutt.) Coville","arrowweed"
"POA","Poa L.","bluegrass spp."
"POAL2","Poa alpina L.","alpine bluegrass"
"POAL4","Polygala alba Nutt.","milkwoart (White)"
"POCO","Poa compressa L.","CANADA BLUEGRASS"
"POFE","Poa fendleriana (Steud.) Vasey","muttongrass"
"POFR2","Populus fremontii S. Watson","cottonwood (Freemont)"
"POLE2","Poa leptocoma Trin.","bog bluegrass (marsh)"
"POPR","Poa pratensis L.","KENTUCKY BLUEGRASS"
"POTR5","Populus tremuloides Michx.","QUAKING ASPEN"
"PRAL4","Proboscidea althaeifolia (Benth.) Decne.","devils claw (unicorn plant)"
"PRAM","Prunus americana Marshall","AMERICAN PLUM"
"PRANW","Prunus angustifolia Marshall var. watsonii (Sarg.) Waugh","sand plum (Watson's)"
"PRGL2","Prosopis glandulosa Torr.","HONEY MESQUITE"
"PRPU","Prosopis pubescens Benth.","screwbean mesquite"
"PRVI","Prunus virginiana L.","chokecherry (common)"
"PSCO2","Psilostrophe cooperi (A. Gray) Greene","paperflower (whitestem)"
"PSJU3","Psathyrostachys juncea (Fisch.) Nevski","RUSSIAN WILDRYE"
"PSLA3","Psoralidium lanceolatum (Pursh) Rydb.","lemmon scurfpea"
"PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir"
"PSSC6","Psorothamnus scoparius (A. Gray) Rydb.","broom dalea"
"PSTA","Psilostrophe tagetina (Nutt.) Greene","woolly paperflower"
"PUME","Purshia mexicana (D. Don) Henrickson","cliffrose (Mexican)"
"PUNU2","Puccinellia nuttalliana (Schult.) Hitchc.","Nuttall alkaligrass"
"PUTR2","Purshia tridentata (Pursh) DC.","antelope bitterbrush"
"PYRRO","Pyrrocoma Hook.","goldenweed spp."
"QUERC","Quercus L.","oak spp."
"QUGA","Quercus gambelii Nutt.","Gambel's oak"
"QUHA3","Quercus havardii Rydb.","shinnery oak (Havard)"
"QUPA4","Quercus ×pauciloba Rydb. (pro sp.) [gambelii × turbinella]","WAVYLEAF OAK"
"QUTU2","Quercus turbinella Greene","scrub oak"
"RACO3","Ratibida columnifera (Nutt.) Wooton & Standl.","prairie coneflower (upright)"
"RANUN","Ranunculus L.","buttercup spp."
"RHMI3","Rhus microphylla Engelm. ex A. Gray","littleleaf sumac"
"RHTR","Rhus trilobata Nutt.","SKUNKBUSH SUMAC"
"RHUS","Rhus L.","sumac spp."
"RICE","Ribes cereum Douglas","wax current"
"RIMO2","Ribes montigenum McClatchie","gooseberry currant"
"ROAR3","Rosa arkansana Porter","wildrose (prairie)"
"ROSA5","Rosa L.","wildrose spp."
"RUCR","Rumex crispus L.","CURLY DOCK"
"SAKA","Salsola kali L.","Russian thistle (prickly)"
"SALIX","Salix L.","salix spp. (willow spp.)"
"SANIC5","Sambucus nigra L. ssp. cerulea (Raf.) R. Bolli","elderberry (blue)"
"SASAD","Sapindus saponaria L. var. drummondii (Hook. & Arn.) L.D. Benson","WESTERN SOAPBERRY"
"SASP","Saccharum spontaneum L.","willow spp."
"SAVE4","Sarcobatus vermiculatus (Hook.) Torr.","black greasewood"
"SCAR7","Schedonorus arundinaceus (Schreb.) Dumort., nom. cons.","tall fescue"
"SCBR2","Scleropogon brevifolius Phil.","burrograss"
"SCCI2","Schizachyrium cirratum (Hack.) Wooton & Standl.","Texas bluestem"
"SCIRP","Scirpus L.","bulrush spp."
"SCPA","Schedonnardus paniculatus (Nutt.) Trel.","tumbleggrass"
"SCSC","Schizachyrium scoparium (Michx.) Nash","LITTLE BLUESTEM"
"SEAR8","Senna armata (S. Watson) Irwin & Barneby","desert senna"
"SEBA3","Senna bauhinioides (A. Gray) Irwin & Barneby","twinleaf senna"
"SEFLF","Senecio flaccidus Less. var. flaccidus","THREADLEAF GROUNDSEL"
"SEGR4","Senegalia greggii (A. Gray) Britton & Rose","catclaw acacia"
"SENEC","Senecio L.","groundsel spp. (ragwort)"
"SERER","Setaria reverchonii (Vasey) Pilg. ssp. ramiseta (Scribn.) W.E. Fox","bristle panicum"
"SEVI4","Setaria viridis (L.) P. Beauv.","GREEN BRISTLEGRASS"
"SEVU2","Setaria vulpiseta (Lam.) Roem. & Schult.","plains bristlegrass"
"SOAM","Solanum americanum Mill.","purple nightshade (common)"
